storm,threshold_km,excess_log1p,density,mean_excess,n
Michael (2018),50,1.9398797595190382,0.2783219560171507,1.451822701823072,8246
Michael (2018),50,1.967935871743487,0.27476408394446805,1.451822701823072,8246
Michael (2018),50,1.9959919839679356,0.2710959126073837,1.451822701823072,8246
Michael (2018),50,2.0240480961923843,0.2673513463761625,1.451822701823072,8246
Michael (2018),50,2.052104208416834,0.26356449828457945,1.451822701823072,8246
Michael (2018),50,2.0801603206412835,0.25976735877470075,1.451822701823072,8246
Michael (2018),50,2.1082164328657313,0.25598802131762555,1.451822701823072,8246
Michael (2018),50,2.136272545090181,0.252249569817345,1.451822701823072,8246
Michael (2018),50,2.1643286573146288,0.24856963161653342,1.451822701823072,8246
Michael (2018),50,2.1923847695390783,0.24496050869095023,1.451822701823072,8246
Michael (2018),50,2.220440881763528,0.24142973062642498,1.451822701823072,8246
Michael (2018),50,2.2484969939879758,0.2379808345988751,1.451822701823072,8246
Michael (2018),50,2.2765531062124253,0.23461417320374844,1.451822701823072,8246
Michael (2018),50,2.304609218436873,0.2313275787726482,1.451822701823072,8246
Michael (2018),50,2.3326653306613228,0.22811676627202637,1.451822701823072,8246
Michael (2018),50,2.3607214428857723,0.22497542603170467,1.451822701823072,8246
Michael (2018),50,2.38877755511022,0.22189503059726626,1.451822701823072,8246
Michael (2018),50,2.4168336673346698,0.2188644451334438,1.451822701823072,8246
Michael (2018),50,2.4448897795591176,0.21586947796376796,1.451822701823072,8246
Michael (2018),50,2.472945891783567,0.21289253011925707,1.451822701823072,8246
Michael (2018),50,2.5010020040080168,0.20991249735372747,1.451822701823072,8246
Michael (2018),50,2.5290581162324646,0.20690504645709676,1.451822701823072,8246
Michael (2018),50,2.557114228456914,0.20384333527873522,1.451822701823072,8246
Michael (2018),50,2.585170340681362,0.2006991810337967,1.451822701823072,8246
Michael (2018),50,2.6132264529058116,0.1974446141544603,1.451822701823072,8246
Michael (2018),50,2.641282565130261,0.19405369512910053,1.451822701823072,8246
Michael (2018),50,2.669338677354709,0.1905044279339297,1.451822701823072,8246
Michael (2018),50,2.6973947895791586,0.18678058162647843,1.451822701823072,8246
Michael (2018),50,2.725450901803608,0.18287323387735577,1.451822701823072,8246
Michael (2018),50,2.753507014028056,0.1787818755649223,1.451822701823072,8246
Michael (2018),50,2.7815631262525056,0.17451495980078433,1.451822701823072,8246
Michael (2018),50,2.8096192384769534,0.17008983534840053,1.451822701823072,8246
Michael (2018),50,2.837675350701403,0.16553206562815134,1.451822701823072,8246
Michael (2018),50,2.8657314629258526,0.16087419268866185,1.451822701823072,8246
Michael (2018),50,2.8937875751503004,0.15615405409358757,1.451822701823072,8246
Michael (2018),50,2.92184368737475,0.15141279495144241,1.451822701823072,8246
Michael (2018),50,2.949899799599198,0.14669273493205148,1.451822701823072,8246
Michael (2018),50,2.9779559118236474,0.1420352510044757,1.451822701823072,8246
Michael (2018),50,3.006012024048097,0.13747882270594802,1.451822701823072,8246
Michael (2018),50,3.034068136272545,0.13305736131720636,1.451822701823072,8246
Michael (2018),50,3.0621242484969944,0.1287989114150872,1.451822701823072,8246
Michael (2018),50,3.090180360721442,0.12472477703036974,1.451822701823072,8246
Michael (2018),50,3.118236472945892,0.12084908877670607,1.451822701823072,8246
Michael (2018),50,3.1462925851703414,0.11717879581707911,1.451822701823072,8246
Michael (2018),50,3.174348697394789,0.11371403950396233,1.451822701823072,8246
Michael (2018),50,3.202404809619239,0.1104488452122611,1.451822701823072,8246
Michael (2018),50,3.2304609218436866,0.10737205576975041,1.451822701823072,8246
Michael (2018),50,3.258517034068136,0.1044684238595757,1.451822701823072,8246
Michael (2018),50,3.286573146292586,0.10171978123879931,1.451822701823072,8246
Michael (2018),50,3.3146292585170336,0.09910620865227432,1.451822701823072,8246
Michael (2018),50,3.342685370741483,0.09660714073378537,1.451822701823072,8246
Michael (2018),50,3.370741482965933,0.09420235361854637,1.451822701823072,8246
Michael (2018),50,3.3987975951903806,0.0918727980103218,1.451822701823072,8246
Michael (2018),50,3.42685370741483,0.08960125565675481,1.451822701823072,8246
Michael (2018),50,3.454909819639278,0.08737281135254463,1.451822701823072,8246
Michael (2018),50,3.4829659318637276,0.08517514475321833,1.451822701823072,8246
Michael (2018),50,3.511022044088177,0.08299865584498389,1.451822701823072,8246
Michael (2018),50,3.539078156312625,0.08083644467151063,1.451822701823072,8246
Michael (2018),50,3.5671342685370746,0.07868417001322658,1.451822701823072,8246
Michael (2018),50,3.5951903807615224,0.07653981355232185,1.451822701823072,8246
Michael (2018),50,3.623246492985972,0.07440337616285839,1.451822701823072,8246
Michael (2018),50,3.6513026052104216,0.07227653184948737,1.451822701823072,8246
Michael (2018),50,3.6793587174348694,0.0701622629051598,1.451822701823072,8246
Michael (2018),50,3.707414829659319,0.06806449727800921,1.451822701823072,8246
Michael (2018),50,3.735470941883767,0.06598776598301243,1.451822701823072,8246
Michael (2018),50,3.7635270541082164,0.06393689463705166,1.451822701823072,8246
Michael (2018),50,3.791583166332666,0.06191673883749259,1.451822701823072,8246
Michael (2018),50,3.819639278557114,0.05993196828096465,1.451822701823072,8246
Michael (2018),50,3.8476953907815634,0.057986899569682504,1.451822701823072,8246
Michael (2018),50,3.8757515030060112,0.056085373118261714,1.451822701823072,8246
Michael (2018),50,3.903807615230461,0.054230666119006475,1.451822701823072,8246
Michael (2018),50,3.9318637274549104,0.0524254317920258,1.451822701823072,8246
Michael (2018),50,3.9599198396793582,0.05067165558287679,1.451822701823072,8246
Michael (2018),50,3.987975951903808,0.048970621652782695,1.451822701823072,8246
Michael (2018),50,4.016032064128257,0.04732288753912389,1.451822701823072,8246
Michael (2018),50,4.044088176352705,0.04572827037097851,1.451822701823072,8246
Michael (2018),50,4.072144288577155,0.044185853263304875,1.451822701823072,8246
Michael (2018),50,4.100200400801603,0.04269402409865749,1.451822701823072,8246
Michael (2018),50,4.128256513026052,0.04125055960569638,1.451822701823072,8246
Michael (2018),50,4.156312625250502,0.039852764687799976,1.451822701823072,8246
Michael (2018),50,4.18436873747495,0.03849767027470877,1.451822701823072,8246
Michael (2018),50,4.212424849699399,0.037182283315455825,1.451822701823072,8246
Michael (2018),50,4.240480961923847,0.03590387141514585,1.451822701823072,8246
Michael (2018),50,4.268537074148297,0.03466025408822248,1.451822701823072,8246
Michael (2018),50,4.296593186372746,0.0334500648687905,1.451822701823072,8246
Michael (2018),50,4.324649298597194,0.032272945525370626,1.451822701823072,8246
Michael (2018),50,4.352705410821644,0.03112963662889951,1.451822701823072,8246
Michael (2018),50,4.3807615230460915,0.03002193798629836,1.451822701823072,8246
Michael (2018),50,4.408817635270541,0.02895252713267854,1.451822701823072,8246
Michael (2018),50,4.436873747494991,0.027924642302070448,1.451822701823072,8246
Michael (2018),50,4.4649298597194385,0.026941655455198218,1.451822701823072,8246
Michael (2018),50,4.492985971943888,0.02600657810372379,1.451822701823072,8246
Michael (2018),50,4.521042084168338,0.02512155508041072,1.451822701823072,8246
Michael (2018),50,4.5490981963927855,0.024287406951861937,1.451822701823072,8246
Michael (2018),50,4.577154308617235,0.023503279339251268,1.451822701823072,8246
Michael (2018),50,4.605210420841683,0.02276644706981427,1.451822701823072,8246
Michael (2018),50,4.6332665330661325,0.022072304068793413,1.451822701823072,8246
Michael (2018),50,4.661322645290582,0.021414548437992266,1.451822701823072,8246
Michael (2018),50,4.68937875751503,0.020785549109877798,1.451822701823072,8246
Michael (2018),50,4.7174348697394795,0.020176858880438183,1.451822701823072,8246
Michael (2018),50,4.745490981963927,0.019579821338203966,1.451822701823072,8246
Michael (2018),50,4.773547094188377,0.018986208419033684,1.451822701823072,8246
Michael (2018),50,4.8016032064128265,0.018388822306771285,1.451822701823072,8246
Michael (2018),50,4.829659318637274,0.017782000385988456,1.451822701823072,8246
Michael (2018),50,4.857715430861724,0.017161974098382108,1.451822701823072,8246
Michael (2018),50,4.885771543086172,0.016527050122807817,1.451822701823072,8246
Michael (2018),50,4.913827655310621,0.015877602923088673,1.451822701823072,8246
Michael (2018),50,4.941883767535071,0.015215888729491289,1.451822701823072,8246
Michael (2018),50,4.969939879759519,0.014545709851830733,1.451822701823072,8246
Michael (2018),50,4.997995991983968,0.013871972681696768,1.451822701823072,8246
Michael (2018),50,5.026052104208416,0.013200191312359265,1.451822701823072,8246
Michael (2018),50,5.054108216432866,0.012535990699221709,1.451822701823072,8246
Michael (2018),50,5.082164328657315,0.011884658883698017,1.451822701823072,8246
Michael (2018),50,5.110220440881763,0.011250787988255127,1.451822701823072,8246
Michael (2018),50,5.138276553106213,0.010638030060745358,1.451822701823072,8246
Michael (2018),50,5.166332665330662,0.010048978376180772,1.451822701823072,8246
Michael (2018),50,5.19438877755511,0.009485169557750514,1.451822701823072,8246
Michael (2018),50,5.22244488977956,0.008947188731019868,1.451822701823072,8246
Michael (2018),50,5.2505010020040075,0.008434850325559044,1.451822701823072,8246
Michael (2018),50,5.278557114228457,0.007947421948582016,1.451822701823072,8246
Michael (2018),50,5.306613226452907,0.007483858179244625,1.451822701823072,8246
Michael (2018),50,5.3346693386773545,0.007043014742219661,1.451822701823072,8246
Michael (2018),50,5.362725450901804,0.0066238203694682874,1.451822701823072,8246
Michael (2018),50,5.390781563126252,0.006225392465151509,1.451822701823072,8246
Michael (2018),50,5.4188376753507015,0.0058470920396632925,1.451822701823072,8246
Michael (2018),50,5.446893787575151,0.005488521951070798,1.451822701823072,8246
Michael (2018),50,5.474949899799599,0.005149479230300645,1.451822701823072,8246
Michael (2018),50,5.5030060120240485,0.004829876507492945,1.451822701823072,8246
Michael (2018),50,5.531062124248496,0.004529649084457675,1.451822701823072,8246
Michael (2018),50,5.559118236472946,0.0042486632214406095,1.451822701823072,8246
Michael (2018),50,5.5871743486973955,0.003986638276325655,1.451822701823072,8246
Michael (2018),50,5.615230460921843,0.003743091213855675,1.451822701823072,8246
Michael (2018),50,5.643286573146293,0.0035173075166235307,1.451822701823072,8246
Michael (2018),50,5.6713426853707425,0.0033083384226192934,1.451822701823072,8246
Michael (2018),50,5.69939879759519,0.0031150212360608236,1.451822701823072,8246
Michael (2018),50,5.72745490981964,0.0029360174990982497,1.451822701823072,8246
Michael (2018),50,5.755511022044088,0.002769863090552673,1.451822701823072,8246
Michael (2018),50,5.783567134268537,0.0026150246222735214,1.451822701823072,8246
Michael (2018),50,5.811623246492987,0.0024699574714308207,1.451822701823072,8246
Michael (2018),50,5.839679358717435,0.002333162004924544,1.451822701823072,8246
Michael (2018),50,5.867735470941884,0.002203235654470202,1.451822701823072,8246
Michael (2018),50,5.895791583166332,0.0020789192457317373,1.451822701823072,8246
Michael (2018),50,5.923847695390782,0.001959136293001775,1.451822701823072,8246
Michael (2018),50,5.951903807615231,0.0018430239232730087,1.451822701823072,8246
Michael (2018),50,5.979959919839679,0.0017299538895351305,1.451822701823072,8246
Michael (2018),50,6.008016032064129,0.0016195420229108426,1.451822701823072,8246
Michael (2018),50,6.0360721442885765,0.001511644681032261,1.451822701823072,8246
Michael (2018),50,6.064128256513026,0.0014063414075193516,1.451822701823072,8246
Michael (2018),50,6.092184368737476,0.0013039041227577695,1.451822701823072,8246
Michael (2018),50,6.1202404809619235,0.001204754578162958,1.451822701823072,8246
Michael (2018),50,6.148296593186373,0.0011094132738778237,1.451822701823072,8246
Michael (2018),50,6.176352705410821,0.001018444260711146,1.451822701823072,8246
Michael (2018),50,6.2044088176352705,0.0009324009385923187,1.451822701823072,8246
Michael (2018),50,6.23246492985972,0.0008517779325452465,1.451822701823072,8246
Michael (2018),50,6.260521042084168,0.000776973318730334,1.451822701823072,8246
Michael (2018),50,6.2885771543086175,0.0007082639909122895,1.451822701823072,8246
Michael (2018),50,6.316633266533067,0.0006457950468019275,1.451822701823072,8246
Michael (2018),50,6.344689378757515,0.0005895820726640921,1.451822701823072,8246
Michael (2018),50,6.3727454909819645,0.0005395234764008172,1.451822701823072,8246
Michael (2018),50,6.400801603206412,0.000495418876525679,1.451822701823072,8246
Michael (2018),50,6.428857715430862,0.0004569891946075879,1.451822701823072,8246
Michael (2018),50,6.4569138276553115,0.00042389456436027316,1.451822701823072,8246
Michael (2018),50,6.484969939879759,0.00039574734147506936,1.451822701823072,8246
Michael (2018),50,6.513026052104209,0.00037211911806705116,1.451822701823072,8246
Michael (2018),50,6.541082164328657,0.000352542375238372,1.451822701823072,8246
Michael (2018),50,6.569138276553106,0.00033650889487332384,1.451822701823072,8246
Michael (2018),50,6.597194388777556,0.0003234680031734385,1.451822701823072,8246
Michael (2018),50,6.625250501002004,0.0003128279541213378,1.451822701823072,8246
Michael (2018),50,6.653306613226453,0.00030396324845681597,1.451822701823072,8246
Michael (2018),50,6.681362725450901,0.0002962295389993841,1.451822701823072,8246
Michael (2018),50,6.709418837675351,0.00028898623330245296,1.451822701823072,8246
Michael (2018),50,6.7374749498998,0.0002816252770478401,1.451822701823072,8246
Michael (2018),50,6.765531062124248,0.00027360320179434174,1.451822701823072,8246
Michael (2018),50,6.793587174348698,0.0002644726114493838,1.451822701823072,8246
Michael (2018),50,6.821643286573146,0.00025390902557881573,1.451822701823072,8246
Michael (2018),50,6.849699398797595,0.00024172943084043236,1.451822701823072,8246
Michael (2018),50,6.877755511022045,0.00022789992478168916,1.451822701823072,8246
Michael (2018),50,6.905811623246493,0.00021253127714453357,1.451822701823072,8246
Michael (2018),50,6.933867735470942,0.00019586283011883396,1.451822701823072,8246
Michael (2018),50,6.961923847695392,0.00017823664710639014,1.451822701823072,8246
Michael (2018),50,6.98997995991984,0.0001600649725209156,1.451822701823072,8246
Michael (2018),50,7.018036072144289,0.00014179472911986812,1.451822701823072,8246
Michael (2018),50,7.046092184368737,0.00012387289317699517,1.451822701823072,8246
Michael (2018),50,7.074148296593187,0.0001067161835200933,1.451822701823072,8246
Michael (2018),50,7.102204408817636,9.068768700048163e-05,1.451822701823072,8246
Michael (2018),50,7.130260521042084,7.608197806088625e-05,1.451822701823072,8246
Michael (2018),50,7.158316633266534,6.311914745637968e-05,1.451822701823072,8246
Michael (2018),50,7.186372745490981,5.194709400401368e-05,1.451822701823072,8246
Michael (2018),50,7.214428857715431,4.265057525576906e-05,1.451822701823072,8246
Michael (2018),50,7.242484969939881,3.526493070692554e-05,1.451822701823072,8246
Michael (2018),50,7.270541082164328,2.9792107204125523e-05,1.451822701823072,8246
Michael (2018),50,7.298597194388778,2.6216611984014427e-05,1.451822701823072,8246
Michael (2018),50,7.326653306613226,2.451924848117512e-05,1.451822701823072,8246
Michael (2018),50,7.354709418837675,2.4686896075307922e-05,1.451822701823072,8246
Michael (2018),50,7.382765531062125,2.67171205312801e-05,1.451822701823072,8246
Michael (2018),50,7.410821643286573,3.0616998628661216e-05,1.451822701823072,8246
Michael (2018),50,7.438877755511022,3.639616990697123e-05,1.451822701823072,8246
Michael (2018),50,7.46693386773547,4.405475846848558e-05,1.451822701823072,8246
Michael (2018),50,7.49498997995992,5.3567406269321005e-05,1.451822701823072,8246
Michael (2018),50,7.523046092184369,6.486518790885336e-05,1.451822701823072,8246
Michael (2018),50,7.551102204408817,7.78175876987471e-05,1.451822701823072,8246
Michael (2018),50,7.579158316633267,9.221695715832398e-05,1.451822701823072,8246
Michael (2018),50,7.607214428857716,0.00010776787925990988,1.451822701823072,8246
Michael (2018),50,7.635270541082164,0.00012408360092860322,1.451822701823072,8246
Michael (2018),50,7.663326653306614,0.00014069113984458144,1.451822701823072,8246
Michael (2018),50,7.691382765531062,0.00015704584658883506,1.451822701823072,8246
Michael (2018),50,7.719438877755511,0.00017255517549148852,1.451822701823072,8246
Michael (2018),50,7.747494989979961,0.00018661029833785464,1.451822701823072,8246
Michael (2018),50,7.775551102204409,0.00019862312831721868,1.451822701823072,8246
Michael (2018),50,7.803607214428858,0.00020806546349860975,1.451822701823072,8246
Michael (2018),50,7.831663326653306,0.00021450645188325453,1.451822701823072,8246
Michael (2018),50,7.859719438877756,0.00021764452482390362,1.451822701823072,8246
Michael (2018),50,7.887775551102205,0.00021733038037432325,1.451822701823072,8246
Michael (2018),50,7.915831663326653,0.000213578486261689,1.451822701823072,8246
Michael (2018),50,7.943887775551103,0.00020656580411917717,1.451822701823072,8246
Michael (2018),50,7.97194388777555,0.00019661784581361045,1.451822701823072,8246
Michael (2018),50,8.0,0.0001841835627183781,1.451822701823072,8246
Michael (2018),100,-6.0,4.1801843402109535e-41,1.0819917707907893,6747
Michael (2018),100,-5.971943887775551,2.767612529712075e-40,1.0819917707907893,6747
Michael (2018),100,-5.943887775551103,1.793793021560772e-39,1.0819917707907893,6747
Michael (2018),100,-5.915831663326653,1.1381422882523605e-38,1.0819917707907893,6747
Michael (2018),100,-5.887775551102204,7.06932548606634e-38,1.0819917707907893,6747
Michael (2018),100,-5.859719438877756,4.298496561603394e-37,1.0819917707907893,6747
Michael (2018),100,-5.831663326653307,2.558658807445955e-36,1.0819917707907893,6747
Michael (2018),100,-5.803607214428857,1.4909578260621693e-35,1.0819917707907893,6747
Michael (2018),100,-5.775551102204409,8.505023707135329e-35,1.0819917707907893,6747
Michael (2018),100,-5.74749498997996,4.749445254089399e-34,1.0819917707907893,6747
Michael (2018),100,-5.719438877755511,2.596375076152582e-33,1.0819917707907893,6747
Michael (2018),100,-5.6913827655310625,1.389469969781137e-32,1.0819917707907893,6747
Michael (2018),100,-5.663326653306613,7.279274324856819e-32,1.0819917707907893,6747
Michael (2018),100,-5.635270541082164,3.7332252616423207e-31,1.0819917707907893,6747
Michael (2018),100,-5.6072144288577155,1.874293044438525e-30,1.0819917707907893,6747
Michael (2018),100,-5.579158316633267,9.21187379180561e-30,1.0819917707907893,6747
Michael (2018),100,-5.551102204408817,4.432162278154369e-29,1.0819917707907893,6747
Michael (2018),100,-5.5230460921843685,2.087567444202268e-28,1.0819917707907893,6747
Michael (2018),100,-5.49498997995992,9.625483767728274e-28,1.0819917707907893,6747
Michael (2018),100,-5.466933867735471,4.344720119232701e-27,1.0819917707907893,6747
Michael (2018),100,-5.438877755511022,1.919809926043289e-26,1.0819917707907893,6747
Michael (2018),100,-5.410821643286573,8.304468639377577e-26,1.0819917707907893,6747
Michael (2018),100,-5.382765531062124,3.5165974357472844e-25,1.0819917707907893,6747
Michael (2018),100,-5.354709418837675,1.4577755106653298e-24,1.0819917707907893,6747
Michael (2018),100,-5.326653306613227,5.9158320388857455e-24,1.0819917707907893,6747
Michael (2018),100,-5.298597194388778,2.3501642211396017e-23,1.0819917707907893,6747
Michael (2018),100,-5.270541082164328,9.139822811107889e-23,1.0819917707907893,6747
Michael (2018),100,-5.24248496993988,3.479641758875069e-22,1.0819917707907893,6747
Michael (2018),100,-5.214428857715431,1.296846231971573e-21,1.0819917707907893,6747
Michael (2018),100,-5.186372745490982,4.731508544792121e-21,1.0819917707907893,6747
Michael (2018),100,-5.158316633266534,1.6899270917086475e-20,1.0819917707907893,6747
Michael (2018),100,-5.130260521042084,5.908721290458102e-20,1.0819917707907893,6747
Michael (2018),100,-5.102204408817635,2.0224427728467175e-19,1.0819917707907893,6747
Michael (2018),100,-5.074148296593187,6.776667553937219e-19,1.0819917707907893,6747
Michael (2018),100,-5.046092184368737,2.2228662212651983e-18,1.0819917707907893,6747
Michael (2018),100,-5.018036072144288,7.13785437062235e-18,1.0819917707907893,6747
Michael (2018),100,-4.98997995991984,2.2437747521459352e-17,1.0819917707907893,6747
Michael (2018),100,-4.961923847695391,6.904751533799805e-17,1.0819917707907893,6747
Michael (2018),100,-4.933867735470942,2.0800514981351524e-16,1.0819917707907893,6747
Michael (2018),100,-4.905811623246493,6.134191999661789e-16,1.0819917707907893,6747
Michael (2018),100,-4.877755511022044,1.7709157621252056e-15,1.0819917707907893,6747
Michael (2018),100,-4.849699398797595,5.004903640690646e-15,1.0819917707907893,6747
Michael (2018),100,-4.8216432865731464,1.3846845277328528e-14,1.0819917707907893,6747
Michael (2018),100,-4.793587174348698,3.7502765101605914e-14,1.0819917707907893,6747
Michael (2018),100,-4.765531062124248,9.94335872429005e-14,1.0819917707907893,6747
Michael (2018),100,-4.7374749498997994,2.580835590755303e-13,1.0819917707907893,6747
Michael (2018),100,-4.709418837675351,6.557601809478303e-13,1.0819917707907893,6747
Michael (2018),100,-4.681362725450902,1.631125165242969e-12,1.0819917707907893,6747
Michael (2018),100,-4.653306613226453,3.971798144317704e-12,1.0819917707907893,6747
Michael (2018),100,-4.625250501002004,9.46770673571267e-12,1.0819917707907893,6747
Michael (2018),100,-4.597194388777555,2.2093286106825285e-11,1.0819917707907893,6747
Michael (2018),100,-4.569138276553106,5.0470069960954067e-11,1.0819917707907893,6747
Michael (2018),100,-4.541082164328657,1.1286669095644257e-10,1.0819917707907893,6747
Michael (2018),100,-4.513026052104209,2.470906186204851e-10,1.0819917707907893,6747
Michael (2018),100,-4.484969939879759,5.295483926607657e-10,1.0819917707907893,6747
Michael (2018),100,-4.456913827655311,1.1110009501519635e-09,1.0819917707907893,6747
Michael (2018),100,-4.428857715430862,2.2818292582256816e-09,1.0819917707907893,6747
Michael (2018),100,-4.400801603206412,4.58788473707814e-09,1.0819917707907893,6747
Michael (2018),100,-4.372745490981964,9.030324847965925e-09,1.0819917707907893,6747
Michael (2018),100,-4.344689378757515,1.7400305599302827e-08,1.0819917707907893,6747
Michael (2018),100,-4.316633266533066,3.2822706874316475e-08,1.0819917707907893,6747
Michael (2018),100,-4.2885771543086175,6.061186852615918e-08,1.0819917707907893,6747
Michael (2018),100,-4.260521042084168,1.0957434918419348e-07,1.0819917707907893,6747
Michael (2018),100,-4.232464929859719,1.9392367158314423e-07,1.0819917707907893,6747
Michael (2018),100,-4.2044088176352705,3.3599042426436325e-07,1.0819917707907893,6747
Michael (2018),100,-4.176352705410822,5.699036779468307e-07,1.0819917707907893,6747
Michael (2018),100,-4.148296593186373,9.463677845750186e-07,1.0819917707907893,6747
Michael (2018),100,-4.1202404809619235,1.538541456036113e-06,1.0819917707907893,6747
Michael (2018),100,-4.092184368737475,2.4488253578908035e-06,1.0819917707907893,6747
Michael (2018),100,-4.064128256513026,3.816072104990063e-06,1.0819917707907893,6747
Michael (2018),100,-4.036072144288577,5.822359762485196e-06,1.0819917707907893,6747
Michael (2018),100,-4.008016032064129,8.698056958731784e-06,1.0819917707907893,6747
Michael (2018),100,-3.979959919839679,1.2723530033325164e-05,1.0819917707907893,6747
Michael (2018),100,-3.9519038076152304,1.8225610057959552e-05,1.0819917707907893,6747
Michael (2018),100,-3.9238476953907817,2.5566981629046744e-05,1.0819917707907893,6747
Michael (2018),100,-3.8957915831663326,3.512710319113746e-05,1.0819917707907893,6747
Michael (2018),100,-3.867735470941884,4.727420473733399e-05,1.0819917707907893,6747
Michael (2018),100,-3.8396793587174347,6.23293309302947e-05,1.0819917707907893,6747
Michael (2018),100,-3.811623246492986,8.052517993298178e-05,1.0819917707907893,6747
Michael (2018),100,-3.783567134268537,0.00010196436470264952,1.0819917707907893,6747
Michael (2018),100,-3.755511022044088,0.00012658330850851733,1.0819917707907893,6747
Michael (2018),100,-3.7274549098196395,0.00015412883757949565,1.0819917707907893,6747
Michael (2018),100,-3.6993987975951903,0.00018415425356540135,1.0819917707907893,6747
Michael (2018),100,-3.6713426853707416,0.00021604002476385833,1.0819917707907893,6747
Michael (2018),100,-3.6432865731462925,0.0002490412677350798,1.0819917707907893,6747
Michael (2018),100,-3.6152304609218437,0.00028236026689118146,1.0819917707907893,6747
Michael (2018),100,-3.5871743486973946,0.0003152380648666871,1.0819917707907893,6747
Michael (2018),100,-3.559118236472946,0.000347055494149214,1.0819917707907893,6747
Michael (2018),100,-3.531062124248497,0.00037743173347834524,1.0819917707907893,6747
Michael (2018),100,-3.503006012024048,0.00040630813835938187,1.0819917707907893,6747
Michael (2018),100,-3.4749498997995993,0.00043400686025537395,1.0819917707907893,6747
Michael (2018),100,-3.44689378757515,0.0004612572700333362,1.0819917707907893,6747
Michael (2018),100,-3.4188376753507015,0.0004891876326557102,1.0819917707907893,6747
Michael (2018),100,-3.3907815631262523,0.000519283807640028,1.0819917707907893,6747
Michael (2018),100,-3.3627254509018036,0.0005533200139126175,1.0819917707907893,6747
Michael (2018),100,-3.3346693386773545,0.0005932683147384909,1.0819917707907893,6747
Michael (2018),100,-3.306613226452906,0.0006411934351182755,1.0819917707907893,6747
Michael (2018),100,-3.278557114228457,0.0006991383860392408,1.0819917707907893,6747
Michael (2018),100,-3.250501002004008,0.0007690050834474718,1.0819917707907893,6747
Michael (2018),100,-3.2224448897795592,0.0008524336878916337,1.0819917707907893,6747
Michael (2018),100,-3.19438877755511,0.0009506853591812951,1.0819917707907893,6747
Michael (2018),100,-3.1663326653306614,0.0010645354648237085,1.0819917707907893,6747
Michael (2018),100,-3.1382765531062122,0.001194187217076048,1.0819917707907893,6747
Michael (2018),100,-3.1102204408817635,0.0013392179306143009,1.0819917707907893,6747
Michael (2018),100,-3.0821643286573144,0.0014985701877615579,1.0819917707907893,6747
Michael (2018),100,-3.0541082164328657,0.001670597203259782,1.0819917707907893,6747
Michael (2018),100,-3.026052104208417,0.0018531655026280925,1.0819917707907893,6747
Michael (2018),100,-2.997995991983968,0.0020438096270275776,1.0819917707907893,6747
Michael (2018),100,-2.969939879759519,0.002239924789822659,1.0819917707907893,6747
Michael (2018),100,-2.94188376753507,0.0024389764443163956,1.0819917707907893,6747
Michael (2018),100,-2.9138276553106213,0.0026387024728648394,1.0819917707907893,6747
Michael (2018),100,-2.885771543086172,0.002837285113187287,1.0819917707907893,6747
Michael (2018),100,-2.8577154308617234,0.003033475413387607,1.0819917707907893,6747
Michael (2018),100,-2.8296593186372747,0.0032266613039630405,1.0819917707907893,6747
Michael (2018),100,-2.8016032064128256,0.0034168788777858886,1.0819917707907893,6747
Michael (2018),100,-2.773547094188377,0.0036047727923145738,1.0819917707907893,6747
Michael (2018),100,-2.7454909819639277,0.003791514332466169,1.0819917707907893,6747
Michael (2018),100,-2.717434869739479,0.003978684528091817,1.0819917707907893,6747
Michael (2018),100,-2.68937875751503,0.004168126293087738,1.0819917707907893,6747
Michael (2018),100,-2.661322645290581,0.004361766434099208,1.0819917707907893,6747
Michael (2018),100,-2.6332665330661325,0.004561408357542572,1.0819917707907893,6747
Michael (2018),100,-2.6052104208416833,0.004768501296096261,1.0819917707907893,6747
Michael (2018),100,-2.5771543086172346,0.0049839020057408905,1.0819917707907893,6747
Michael (2018),100,-2.5490981963927855,0.005207658091763409,1.0819917707907893,6747
Michael (2018),100,-2.5210420841683367,0.005438854460041249,1.0819917707907893,6747
Michael (2018),100,-2.4929859719438876,0.005675571007058978,1.0819917707907893,6747
Michael (2018),100,-2.464929859719439,0.005914996230826871,1.0819917707907893,6747
Michael (2018),100,-2.4368737474949898,0.006153725634442487,1.0819917707907893,6747
Michael (2018),100,-2.408817635270541,0.0063882463365642714,1.0819917707907893,6747
Michael (2018),100,-2.3807615230460923,0.006615574283974365,1.0819917707907893,6747
Michael (2018),100,-2.352705410821643,0.006833974670182273,1.0819917707907893,6747
Michael (2018),100,-2.3246492985971945,0.007043667610010785,1.0819917707907893,6747
Michael (2018),100,-2.2965931863727453,0.007247407074682629,1.0819917707907893,6747
Michael (2018),100,-2.2685370741482966,0.007450826182724519,1.0819917707907893,6747
Michael (2018),100,-2.2404809619238475,0.007662466840301944,1.0819917707907893,6747
Michael (2018),100,-2.212424849699399,0.00789345281890948,1.0819917707907893,6747
Michael (2018),100,-2.1843687374749496,0.008156815532023654,1.0819917707907893,6747
Michael (2018),100,-2.156312625250501,0.00846653208006269,1.0819917707907893,6747
Michael (2018),100,-2.1282565130260522,0.008836376900690494,1.0819917707907893,6747
Michael (2018),100,-2.100200400801603,0.009278715106396697,1.0819917707907893,6747
Michael (2018),100,-2.0721442885771544,0.009803374221707796,1.0819917707907893,6747
