home_zip,median_income,ec,ec_pred_from_income,ec_residual
01523,109651,1.1642801,1.093653551026495,0.07062654897350495
01524,80702,1.08068,0.9355715739975623,0.14510842600243778
01527,96672,1.11845,1.0227790482851735,0.09567095171482642
01529,82131,1.32724,0.943374922823924,0.383865077176076
01532,148010,1.18223,1.3031207712017283,-0.12089077120172842
01534,115439,1.2016799,1.1252601171615415,0.07641978283845852
01535,77313,1.18557,0.9170652414765408,0.26850475852345923
01536,89886,1.27479,0.985722697595397,0.2890673024046031
01537,61514,1.04693,0.8307915479092289,0.21613845209077098
01540,110195,1.07735,1.0966241750723598,-0.019274175072359734
01542,88295,1.0351599,0.9770347144024358,0.05812518559756419
01543,132000,1.17099,1.2156948686754507,-0.04470486867545076
01545,117909,1.1869,1.1387480608991996,0.04815193910080051
01550,50414,0.78627002,0.7701777116792676,0.016092308320732385
01560,89779,1.21817,0.985138402056964,0.23303159794303596
01562,68559,0.99552,0.8692622214443713,0.1262577785556287
01564,119000,1.25453,1.1447056911088291,0.10982430889117079
01566,105417,1.14151,1.070532921963643,0.070977078036357
01568,141250,1.33285,1.266206398867085,0.06664360113291501
01569,115304,1.23025,1.124522921856042,0.1057270781439581
01570,64305,0.88552999,0.8460323782621859,0.039497611737814076
01571,75465,1.03945,0.9069738568501472,0.1324761431498528
01581,118185,1.09971,1.1402552157459986,-0.040545215745998675
01583,94464,1.1282099,1.010721809510781,0.11748809048921904
01585,71667,1.19918,0.8862340955887604,0.3129459044112395
01588,81438,1.1474299,0.9395906535890264,0.2078392464109735
01590,123542,1.18469,1.1695082176094134,0.015181782390586651
01602,76287,0.99022001,0.9114625571547443,0.0787574528452557
01603,53166,0.78302997,0.7852055744995248,-0.002175604499524808
01604,63107,0.83911997,0.8394904525141235,-0.0003704825141234158
01605,45709,0.80896997,0.7444850901061173,0.06448487989388274
01606,74765,0.98584998,0.903151362673483,0.08269861732651707
01607,57880,0.78658003,0.8109473424263749,-0.02436731242637491
01608,37962,0.91267997,0.7021810009823776,0.21049896901762244
01609,49333,0.85955,0.7642746885293047,0.09527531147069535
01610,35642,0.69665003,0.689512163139719,0.007137866860281061
01611,103405,0.91144001,1.0595459815587167,-0.14810597155871674
01612,123958,1.19374,1.1717798712915453,0.021960128708454763
01701,120811,1.0570199,1.1545950296144563,-0.09757512961445625
01702,71602,0.78874999,0.8858791497009273,-0.09712915970092728
01720,138220,1.29844,1.2496604597880956,0.04877954021190445
01721,115959,1.21134,1.1280996842642064,0.08324031573579371
01730,140647,1.26328,1.2629135931691873,0.0003664068308126822
01731,105909,1.2677799,1.0732195892992413,0.19456031070075874
01740,167132,1.16176,1.4075403906962618,-0.2457803906962619
01742,168934,1.3709,1.417380582848189,-0.0464805828481889
01746,142339,1.33781,1.2721531076647814,0.06565689233521854
01747,113300,1.112,1.113579667098849,-0.0015796670988488248
01748,179192,1.4094501,1.47339650465422,-0.06394640465421997
01749,94191,1.09949,1.009231036781882,0.0902589632181181
01752,86230,0.88406003,0.9657583565812764,-0.0816983265812764
01754,112432,1.28793,1.1088397743197853,0.1790902256802147
01756,133850,1.21191,1.2257971747137775,-0.013887174713777428
01757,89273,0.75150001,0.9823752848378324,-0.23087527483783243
01760,123109,1.30256,1.1671437319258482,0.13541626807415175
01772,173056,1.24114,1.4398896128427745,-0.1987496128427746
01776,217847,1.39762,1.6844800937955855,-0.2868600937955854
01778,203125,1.46231,1.6040875805543702,-0.14177758055437018
01801,95184,1.17597,1.0146535178067786,0.16131648219322137
01803,124755,1.28854,1.1761320539469757,0.11240794605302429
01810,155252,1.11921,1.342667203812303,-0.22345720381230305
01821,126146,1.25904,1.1837278959466042,0.07531210405339572
01824,130215,1.17782,1.205947508524957,-0.028127508524956824
01826,94882,1.03997,1.0130043846048464,0.02696561539515363
01830,66052,0.89300001,0.8555722315859466,0.037427778414053314
01832,70910,0.83398998,0.8821003411719963,-0.048110361171996296
01833,130240,1.43946,1.2060840261741235,0.2333759738258765
01834,121711,1.31802,1.1595096649844532,0.1585103350155468
01835,92880,0.99265999,1.0020720512595866,-0.009412061259586602
01840,28347,0.59040999,0.649676313112911,-0.05926632311291091
01841,47527,0.49827,0.754412653553511,-0.25614265355351096
01843,61362,0.58568001,0.8299615206022962,-0.2442815106022962
01844,87181,0.76909,0.9709514879555732,-0.20186148795557313
01845,120954,1.08608,1.155375910567689,-0.06929591056768913
01850,59571,0.78400999,0.8201813962160025,-0.036171406216002455
01851,72133,0.79866999,0.8887787845692254,-0.09010879456922538
01852,68256,0.86594999,0.8676076275364722,-0.0016576375364723006
01854,58422,0.88924998,0.8139070450603064,0.07534293493969357
01860,88832,1.33473,0.979967113506534,0.354762886493466
01862,106964,1.20658,1.078980634094071,0.1275993659059289
01863,108427,1.12184,1.0869696469232992,0.03487035307670072
01864,123813,1.21813,1.1709880689263792,0.047141931073620746
01867,145471,1.4191099,1.2892560387523704,0.12985386124762965
01876,112917,1.19407,1.111488216713617,0.08258178328638288
01879,130509,1.13802,1.2075529560791558,-0.06953295607915577
01880,110878,1.27044,1.1003538372475907,0.1700861627524093
01886,161076,1.3926001,1.3744703553621496,0.01812974463785033
01887,146250,1.27481,1.293509928700401,-0.018699928700401047
01890,184844,1.38915,1.5042604147778003,-0.11511041477780015
01901,24207,0.76182997,0.6270689904109253,0.13476097958907463
01902,53802,0.66346002,0.7886785834943224,-0.12521856349432237
01904,94006,0.82757998,1.0082208061780493,-0.18064082617804933
01905,64885,0.66628999,0.8491995877228506,-0.18290959772285065
01906,93737,1.03749,1.006751876273017,0.030738123726983035
01907,112668,1.15657,1.1101285009279178,0.04644149907208228
01913,87433,1.26194,0.9723275858591722,0.28961241414082783
01915,89076,1.1828099,0.9812995257623999,0.2015103742376002
01921,186899,1.32696,1.5154821655392932,-0.18852216553929324
01923,105654,1.18859,1.0718271092777423,0.11676289072225776
01930,82984,1.1724499,0.9480329050134877,0.22441699498651224
01938,111701,1.34088,1.1048479982581545,0.23603200174184558
01940,144116,1.40536,1.281856782167542,0.12350321783245799
01945,154049,1.34096,1.3360979745344073,0.004862025465592668
01949,155482,1.319,1.3439231661846356,-0.024923166184635637
01950,115807,1.2279299,1.1272696569572735,0.10066024304272636
01952,92048,1.14024,0.9975287438953229,0.14271125610467705
01960,83539,1.01265,0.9510635968249858,0.06158640317501429
01966,88377,1.46505,0.9774824922917023,0.4875675077082977
01969,124196,1.35853,1.173079519311611,0.18545048068838899
