threshold_m,metric,x,density
1,clust,0.20901803607214428,7.298687770280159e-98
1,clust,0.21042084168336672,6.062375935419877e-104
1,clust,0.21182364729458916,3.286909236973742e-110
1,clust,0.21322645290581163,1.1632667882656003e-116
1,clust,0.21462925851703407,2.6873096730022138e-123
1,clust,0.2160320641282565,4.0523119570518735e-130
1,clust,0.21743486973947895,3.988731436210584e-137
1,clust,0.2188376753507014,2.5627927703333875e-144
1,clust,0.22024048096192383,1.0748279556066056e-151
1,clust,0.22164328657314628,2.942464191476696e-159
1,clust,0.22304609218436874,5.258116308333731e-167
1,clust,0.22444889779559118,6.133324737672654e-175
1,clust,0.22585170340681363,4.669909885935857e-183
1,clust,0.22725450901803607,2.3209608240740347e-191
1,clust,0.2286573146292585,7.529634390091999e-200
1,clust,0.23006012024048095,1.5945081279765442e-208
1,clust,0.2314629258517034,2.2040749312269282e-217
1,clust,0.23286573146292586,1.988715881194159e-226
1,clust,0.2342685370741483,1.1712939444909321e-235
1,clust,0.23567134268537074,4.503040193485075e-245
1,clust,0.23707414829659318,1.1300366216586717e-254
1,clust,0.23847695390781562,1.8510833823355835e-264
1,clust,0.23987975951903806,1.9792753468136504e-274
1,clust,0.24128256513026053,1.3814437877215564e-284
1,clust,0.24268537074148297,6.293713793604017e-295
1,clust,0.2440881763527054,1.8716624631941263e-305
1,clust,0.24549098196392785,3.6332463e-316
1,clust,0.2468937875751503,0.0
1,clust,0.24829659318637273,0.0
1,clust,0.24969939879759517,0.0
1,clust,0.25110220440881764,0.0
1,clust,0.25250501002004005,0.0
1,clust,0.2539078156312625,0.0
1,clust,0.255310621242485,0.0
1,clust,0.2567134268537074,0.0
1,clust,0.2581162324649299,0.0
1,clust,0.2595190380761523,0.0
1,clust,0.26092184368737475,0.0
1,clust,0.26232464929859717,0.0
1,clust,0.26372745490981964,0.0
1,clust,0.2651302605210421,0.0
1,clust,0.2665330661322645,0.0
1,clust,0.267935871743487,0.0
1,clust,0.2693386773547094,0.0
1,clust,0.27074148296593187,0.0
1,clust,0.2721442885771543,0.0
1,clust,0.27354709418837675,0.0
1,clust,0.2749498997995992,0.0
1,clust,0.27635270541082163,0.0
1,clust,0.2777555110220441,0.0
1,clust,0.2791583166332665,0.0
1,clust,0.280561122244489,0.0
1,clust,0.2819639278557114,0.0
1,clust,0.28336673346693386,0.0
1,clust,0.28476953907815633,0.0
1,clust,0.28617234468937874,0.0
1,clust,0.2875751503006012,0.0
1,clust,0.2889779559118236,0.0
1,clust,0.2903807615230461,0.0
1,clust,0.2917835671342685,0.0
1,clust,0.293186372745491,0.0
1,clust,0.29458917835671344,0.0
1,clust,0.29599198396793586,0.0
1,clust,0.2973947895791583,0.0
1,clust,0.29879759519038074,0.0
1,clust,0.3002004008016032,0.0
1,clust,0.3016032064128256,0.0
1,clust,0.3030060120240481,0.0
1,clust,0.30440881763527056,0.0
1,clust,0.30581162324649297,0.0
1,clust,0.30721442885771544,0.0
1,clust,0.30861723446893785,0.0
1,clust,0.3100200400801603,0.0
1,clust,0.31142284569138273,0.0
1,clust,0.3128256513026052,0.0
1,clust,0.31422845691382767,0.0
1,clust,0.3156312625250501,0.0
1,clust,0.31703406813627255,0.0
1,clust,0.31843687374749496,0.0
1,clust,0.31983967935871743,0.0
1,clust,0.32124248496993985,0.0
1,clust,0.3226452905811623,0.0
1,clust,0.3240480961923848,0.0
1,clust,0.3254509018036072,0.0
1,clust,0.32685370741482966,0.0
1,clust,0.3282565130260521,0.0
1,clust,0.32965931863727455,0.0
1,clust,0.331062124248497,0.0
1,clust,0.3324649298597194,0.0
1,clust,0.3338677354709419,0.0
1,clust,0.3352705410821643,0.0
1,clust,0.3366733466933868,0.0
1,clust,0.3380761523046092,0.0
1,clust,0.33947895791583166,0.0
1,clust,0.3408817635270541,0.0
1,clust,0.34228456913827654,0.0
1,clust,0.343687374749499,0.0
1,clust,0.3450901803607214,0.0
1,clust,0.3464929859719439,0.0
1,clust,0.3478957915831663,0.0
1,clust,0.34929859719438877,0.0
1,clust,0.35070140280561124,0.0
1,clust,0.35210420841683365,0.0
1,clust,0.3535070140280561,0.0
1,clust,0.35490981963927853,0.0
1,clust,0.356312625250501,0.0
1,clust,0.3577154308617234,0.0
1,clust,0.3591182364729459,0.0
1,clust,0.36052104208416835,0.0
1,clust,0.36192384769539077,0.0
1,clust,0.36332665330661323,0.0
1,clust,0.36472945891783565,0.0
1,clust,0.3661322645290581,0.0
1,clust,0.36753507014028053,0.0
1,clust,0.368937875751503,0.0
1,clust,0.37034068136272547,0.0
1,clust,0.3717434869739479,0.0
1,clust,0.37314629258517035,0.0
1,clust,0.37454909819639276,0.0
1,clust,0.37595190380761523,0.0
1,clust,0.37735470941883764,0.0
1,clust,0.3787575150300601,0.0
1,clust,0.3801603206412826,0.0
1,clust,0.381563126252505,0.0
1,clust,0.38296593186372746,0.0
1,clust,0.3843687374749499,0.0
1,clust,0.38577154308617234,0.0
1,clust,0.38717434869739475,0.0
