zip,n_edges,support_ratio_cdr,clustering_cdr,n_users,support_ratio_fb,clustering_fb
95231,664.0,0.6701807228915663,0.13005808959199988,682,0.86069,0.090829998
93907,547.0,0.5009140767824497,0.1047456737815428,679,0.80403,0.088519998
93926,864.0,0.6041666666666666,0.14953022536739793,506,0.98095,0.10927
95205,1476.0,0.5149051490514905,0.12249898363375758,1572,0.83893001,0.079829998
95334,2312.0,0.66219723183391,0.16138789315424892,1298,0.96876001,0.10051
95012,488.0,0.569672131147541,0.13093968891343682,376,0.91794002,0.090989999
95039,213.0,0.7089201877934272,0.13538845141123426,279,0.69059116,0.085420817
95316,800.0,0.6175,0.11322770320740733,723,0.90025002,0.092569999
93953,154.0,0.45454545454545453,0.08261353980604286,318,0.68317997,0.09082
95425,306.0,0.4542483660130719,0.09174319746725881,370,0.98527002,0.11163
95236,340.0,0.5470588235294118,0.11423765872340864,378,0.95805001,0.10386
94060,503.0,0.6461232604373758,0.12428839495781674,255,0.96945137,0.10804452
95387,236.0,0.864406779661017,0.1682984877965329,103,0.97364002,0.09663
95461,135.0,0.5703703703703704,0.09771761106476133,210,0.96121001,0.10865
95315,675.0,0.6311111111111111,0.13660814955355186,660,0.92879999,0.094599999
95004,161.0,0.42857142857142855,0.08449158672271051,268,0.86127001,0.089280002
95645,130.0,0.5384615384615384,0.11159100631970095,158,0.85205215,0.097574137
95669,237.0,0.679324894514768,0.12765879554131673,220,0.95624,0.095210001
95374,129.0,0.6666666666666666,0.11040195602627721,146,0.83788848,0.096330434
95320,793.0,0.544766708701135,0.11378472627122749,695,0.97062999,0.10401
93930,663.0,0.6395173453996983,0.15460268056740176,460,0.99005997,0.10667
94505,60.0,0.3,0.05823106370098852,140,0.90443999,0.084940001
95492,157.0,0.35668789808917195,0.08360171834243041,300,0.93203998,0.093840003
95607,381.0,0.6036745406824147,0.1379895828217164,338,0.80576998,0.1132
94939,172.0,0.3953488372093023,0.0910553859348771,363,0.6602,0.083329998
95220,201.0,0.5671641791044776,0.08688110975117942,252,0.80374002,0.094999999
95614,64.0,0.453125,0.10132881969737537,115,0.90814,0.089670002
94702,133.0,0.46616541353383456,0.0757568896687951,220,0.60636997,0.076860003
94158,50.0,0.38,0.07716043228596076,147,0.60970998,0.082829997
93920,296.0,0.8243243243243243,0.1756971300165641,114,0.99329001,0.095590003
93622,64.0,0.640625,0.10041833686218714,110,0.99017,0.12716
95441,155.0,0.6193548387096774,0.11385819281699897,253,0.72531003,0.099160001
95820,129.0,0.3875968992248062,0.07011709380202093,278,0.72688001,0.076339997
95203,178.0,0.5,0.09927712520486057,338,0.73685002,0.076200001
95033,58.0,0.3275862068965517,0.06950596352004804,142,0.86877,0.085890003
95066,112.0,0.45535714285714285,0.09181300512969479,240,0.88204002,0.091909997
95638,154.0,0.6103896103896104,0.11913599883151639,185,0.82814002,0.08805
94924,61.0,0.5245901639344263,0.09163300214871528,73,0.97462636,0.091775782
