event,GEOID,n_total,n_damaged,n_abandoned,n_rhigher,Abandoned_normalized,R_Higher_normalized,median_income,ec_tract,support_ratio_tract,volunteering_rate_tract
Harvey,48201453100,3,0,0,0,,,32963.0,0.56414998,0.8287900100000002,0.023600001
Harvey,48201453202,39,2,2,0,1.0,0.0,53114.0,,,
Harvey,48201453300,1,0,0,0,,,33550.0,0.5791326033355819,0.7508222295784148,0.0262785507463743
Harvey,48201453401,17,2,1,0,0.5,0.0,65625.0,0.5792000300000002,0.75094998,0.026280001
Harvey,48201453603,156,3,1,2,0.3333333333333333,0.6666666666666666,36270.0,,,
Harvey,48201453604,11,0,0,0,,,84213.0,,,
Harvey,48201454400,3,1,1,0,1.0,0.0,54796.0,0.9140235715248228,0.6490288461702127,0.0686358537695035
Harvey,48201454502,1,0,0,0,,,202083.0,1.03637,0.8411800300000001,0.073090002
Harvey,48201454504,40,2,0,2,0.0,1.0,178208.0,,,
Harvey,48201454505,3,0,0,0,,,194740.0,,,
Harvey,48201510100,16,1,1,0,1.0,0.0,149808.0,1.0349494919327735,0.7564302975350139,0.0630102531008403
Harvey,48201510202,8,1,0,1,0.0,1.0,113263.0,,,
Harvey,48201510301,137,20,1,18,0.05,0.9,123603.0,,,
Harvey,48201510302,5,2,0,2,0.0,1.0,134412.0,,,
Harvey,48201510400,2,0,0,0,,,113333.0,1.0695670445660674,0.7876990692259577,0.0668160450203284
Harvey,48201510500,6,1,1,0,1.0,0.0,150852.0,1.0625042471042467,0.7789862617479819,0.0684127463011582
Harvey,48201510901,6,1,0,1,0.0,1.0,200466.0,,,
Harvey,48201510902,10,3,0,3,0.0,1.0,122929.0,,,
Harvey,48201511004,13,3,2,0,0.6666666666666666,0.0,87956.0,,,
Harvey,48201511100,89,15,1,13,0.06666666666666667,0.8666666666666667,140033.0,1.0472999999999997,0.7602299999999999,0.071850002
Harvey,48201511201,27,7,2,5,0.2857142857142857,0.7142857142857143,182679.0,,,
Harvey,48201511202,37,7,0,5,0.0,0.7142857142857143,186875.0,,,
Harvey,48201511600,2,0,0,0,,,77422.0,0.71850997,0.7897300100000002,0.0668699959999999
Harvey,48201522500,1,1,0,1,0.0,1.0,229405.0,0.6023238723940819,0.785650735944855,0.0450250312098184
Harvey,48201530101,2,0,0,0,,,37532.0,,,
Harvey,48201530200,2,0,0,0,,,132906.0,0.79049999,0.7996100199999998,0.088200003
Harvey,48201530400,8,2,1,1,0.5,0.5,61536.0,0.5522000199999999,0.7901899799999998,0.0270099989999999
Harvey,48201531200,3,0,0,0,,,77473.0,0.7052031403225806,0.7677749750980392,0.0712222161144844
Harvey,48201531300,2,1,1,0,1.0,0.0,58672.0,0.5374900100000002,0.70517999,0.037840001
Harvey,48201531400,3,0,0,0,,,92750.0,0.5374900100000001,0.70517999,0.037840001
Harvey,48201531600,7,0,0,0,,,141357.0,0.6664382740913921,0.7542646797732909,0.0635575436517888
Harvey,48201532003,11,0,0,0,,,40360.0,,,
Harvey,48201532004,5,0,0,0,,,32283.0,,,
Harvey,48201532400,14,0,0,0,,,57399.0,0.6340515768586387,0.7858575492670157,0.0321947379136125
Harvey,48201532502,271,6,4,0,0.6666666666666666,0.0,53916.0,0.6653199799999997,0.7632600099999999,0.03523
Harvey,48201532504,77,1,0,1,0.0,1.0,102313.0,,,
Harvey,48201532700,161,13,5,4,0.38461538461538464,0.3076923076923077,57051.0,0.5630810049543569,0.836685014207469,0.025344571619917
Harvey,48201532800,125,18,16,1,0.8888888888888888,0.05555555555555555,73750.0,0.5632299800000001,0.8370400100000005,0.025319999
Harvey,48201533100,13,0,0,0,,,61033.0,0.5632299800000001,0.8370400099999998,0.025319999
Harvey,48201533200,1,1,1,0,1.0,0.0,36886.0,0.5504791190502792,0.8066557132960896,0.0274231838547486
Harvey,48201533500,43,1,1,0,1.0,0.0,59114.0,0.5625446192881589,0.8335130248300254,0.025158648326945
Harvey,48201533600,62,6,1,3,0.16666666666666666,0.5,37420.0,0.5492505948905109,0.7601449241605839,0.0217512398759124
Harvey,48201533701,12,1,0,1,0.0,1.0,35894.0,0.5491195592607552,0.7600945356962249,0.021755085918525
Harvey,48201533702,19,2,0,1,0.0,0.5,48188.0,0.5492900000000001,0.7601600299999999,0.021749999
Harvey,48201534204,2,0,0,0,,,71448.0,,,
Harvey,48201540502,601,48,19,19,0.3958333333333333,0.3958333333333333,86309.0,0.75639999,0.7986699899999999,0.0377800019999999
Harvey,48201540504,170,13,6,5,0.46153846153846156,0.38461538461538464,55587.0,,,
Harvey,48201540601,203,5,1,3,0.2,0.6,90214.0,0.75639999,0.7986699899999998,0.0377800019999999
Harvey,48201540602,14,0,0,0,,,90536.0,0.7689569523155184,0.797320240396905,0.0396335051998853
Harvey,48201540700,14,1,0,1,0.0,1.0,81079.0,0.7119000000000002,0.8057900100000001,0.034150001
Harvey,48201541603,9,0,0,0,,,61403.0,,,
Harvey,48201541604,4,1,0,1,0.0,1.0,108768.0,,,
Harvey,48201541701,80,6,3,3,0.5,0.5,102792.0,,,
Harvey,48201541702,9,0,0,0,,,71560.0,,,
Harvey,48201541703,162,6,1,3,0.16666666666666666,0.5,71064.0,,,
Harvey,48201541802,5,0,0,0,,,54202.0,,,
Harvey,48201542004,23,0,0,0,,,77107.0,,,
Harvey,48201542103,1,0,0,0,,,88279.0,,,
Harvey,48201542105,29,8,1,3,0.125,0.375,87149.0,,,
Harvey,48201542201,16,0,0,0,,,93548.0,,,
Harvey,48201542203,44,2,0,1,0.0,0.5,81590.0,,,
Harvey,48201542302,2,0,0,0,,,91384.0,0.7822399699999999,0.8309199799999999,0.038539998
Harvey,48201542305,24,0,0,0,,,93021.0,,,
Harvey,48201542700,2,0,0,0,,,71914.0,0.938063482321876,0.837633573469156,0.0564351546537673
Harvey,48201542800,3,0,0,0,,,98500.0,0.9380400200000004,0.83762997,0.056430001
Harvey,48201543007,5,1,1,0,1.0,0.0,179290.0,,,
Harvey,48201543010,11,0,0,0,,,112976.0,,,
Harvey,48201543202,11,1,1,0,1.0,0.0,92770.0,,,
Harvey,48201550202,1,0,0,0,,,27790.0,,,
Harvey,48201552200,2,0,0,0,,,88432.0,0.899716439574566,0.8362554062356012,0.0681898016642604
Harvey,48201552602,131,33,20,5,0.6060606060606061,0.15151515151515152,75078.0,0.8793900000000003,0.73325998,0.0485499989999999
Harvey,48201552702,31,1,0,1,0.0,1.0,54629.0,,,
Harvey,48201552801,28,0,0,0,,,79208.0,,,
Harvey,48201552902,28,0,0,0,,,125865.0,,,
Harvey,48201553001,6,0,0,0,,,83373.0,0.7284500000000002,0.53179002,0.0357099999999999
Harvey,48201553002,31,0,0,0,,,96371.0,0.7284499999999997,0.53179002,0.0357099999999999
Harvey,48201553101,116,14,4,5,0.2857142857142857,0.35714285714285715,82400.0,,,
Harvey,48201553102,15,0,0,0,,,79486.0,,,
Harvey,48201553202,29,0,0,0,,,42065.0,,,
Harvey,48201553401,79,6,1,4,0.16666666666666666,0.6666666666666666,113768.0,0.91521001,0.80066001,0.05937
Harvey,48201553404,10,1,0,1,0.0,1.0,139274.0,,,
Harvey,48201553405,18,0,0,0,,,109329.0,,,
Harvey,48201553500,42,3,0,1,0.0,0.3333333333333333,87872.0,0.9152100100000004,0.8006600099999996,0.05937
Harvey,48201553601,10,2,0,2,0.0,1.0,121136.0,,,
Harvey,48201553700,149,10,1,8,0.1,0.8,69637.0,0.92629999,0.83661997,0.065009996
Harvey,48201553801,33,2,0,2,0.0,1.0,138958.0,0.92629999,0.8366199699999999,0.0650099959999999
Harvey,48201553803,41,1,0,1,0.0,1.0,144414.0,,,
Harvey,48201553804,22,0,0,0,,,76667.0,,,
Harvey,48201553901,24,1,0,1,0.0,1.0,154155.0,,,
Harvey,48201554001,53,4,0,1,0.0,0.25,69384.0,0.92629999,0.8366199700000002,0.0650099959999999
Harvey,48201554002,26,0,0,0,,,173333.0,0.92629999,0.8366199700000001,0.065009996
Harvey,48201554201,1,0,0,0,,,79500.0,,,
Harvey,48201554202,7,0,0,0,,,82643.0,,,
Harvey,48201554301,179,16,1,11,0.0625,0.6875,132222.0,0.8793899999999999,0.73325998,0.048549999
Harvey,48201554302,6,1,1,0,1.0,0.0,108500.0,0.9015511684411766,0.8277902607647061,0.0667687350970588
Harvey,48201554404,11,1,1,0,1.0,0.0,161705.0,,,
Harvey,48201554405,260,47,5,13,0.10638297872340426,0.2765957446808511,131192.0,,,
Harvey,48201554406,50,4,0,0,0.0,0.0,133802.0,,,
Harvey,48201554407,191,3,1,1,0.3333333333333333,0.3333333333333333,114558.0,,,
Harvey,48201554408,4,0,0,0,,,111655.0,,,
Harvey,48201554409,2,0,0,0,,,141761.0,,,
Harvey,48201554410,3,0,0,0,,,142737.0,,,
Harvey,48201554501,3,1,0,1,0.0,1.0,149807.0,0.9069899899999996,0.8509900000000001,0.07124
Harvey,48201554600,32,1,0,1,0.0,1.0,141995.0,0.9237991452660153,0.8393037383887079,0.0668103269211726
Harvey,48201554702,33,5,3,1,0.6,0.2,146557.0,,,
Harvey,48201554902,2,0,0,0,,,127431.0,0.9060011034616628,0.7997905265415723,0.0723214097906826
Harvey,48201554908,2,1,0,1,0.0,1.0,96789.0,,,
Harvey,48201555301,10,1,0,1,0.0,1.0,136713.0,0.90302998,0.7995099999999998,0.0764999989999999
Harvey,48201555304,14,3,0,0,0.0,0.0,150076.0,,,
Harvey,48201555305,30,11,0,5,0.0,0.45454545454545453,199375.0,,,
Harvey,48201555404,1,1,1,0,1.0,0.0,43722.0,,,
Harvey,48201555501,3,2,2,0,1.0,0.0,95697.0,0.9401886925901944,0.8263585670467158,0.0624809717324236
Harvey,48201555504,2,0,0,0,,,116700.0,,,
Harvey,48201555600,1,0,0,0,,,136417.0,0.92015529493534,0.8334298031142678,0.0628157948978163
Harvey,48201555701,213,7,1,4,0.14285714285714285,0.5714285714285714,133341.0,0.9178878043304076,0.8577686834654588,0.0729381802034258
Harvey,48201555703,105,3,0,2,0.0,0.6666666666666666,122891.0,,,
Harvey,48201556000,3,0,0,0,,,78951.0,0.8040704673955436,0.8581913217858246,0.0557082072279479
Harvey,48201980700,3,1,0,0,0.0,0.0,130563.0,,,
Harvey,48239950100,1,0,0,0,,,61958.0,0.8391338677158707,0.9789540491056749,0.0509924242976973
Harvey,48245005100,34,7,4,0,0.5714285714285714,0.0,34000.0,0.61486,0.9730399799999998,0.10232
Harvey,48245005400,49,8,4,0,0.5,0.0,37066.0,0.6148599999999999,0.9730399800000006,0.1023199999999999
Harvey,48245005500,39,7,3,2,0.42857142857142855,0.2857142857142857,49231.0,0.5303599799999998,0.9906399800000004,0.084559999
Harvey,48245005900,76,9,4,3,0.4444444444444444,0.3333333333333333,25948.0,0.6148600000000001,0.97303998,0.10232
Harvey,48245006100,173,23,14,3,0.6086956521739131,0.13043478260869565,37994.0,0.6148599999999997,0.9730399799999994,0.10232
Harvey,48245006300,89,6,4,1,0.6666666666666666,0.16666666666666666,36490.0,0.6148599999999996,0.97303998,0.1023199999999999
Harvey,48245006400,109,15,4,5,0.26666666666666666,0.3333333333333333,28095.0,0.5303599800000002,0.99063998,0.084559999
Harvey,48245006600,1,0,0,0,,,38495.0,0.53035998,0.99063998,0.084559999
Harvey,48245006700,74,8,3,3,0.375,0.375,49219.0,0.5510685165125764,0.9863267237117608,0.0889124669541128
Harvey,48245006800,5,0,0,0,,,55425.0,0.552573208836962,0.9860133204142324,0.0892287193903345
Harvey,48245007002,8,0,0,0,,,42850.0,0.5303599799999997,0.99063998,0.0845599989999999
Harvey,48245010100,18,3,1,1,0.3333333333333333,0.3333333333333333,46440.0,0.5303599800000001,0.99063998,0.0845599989999999
Harvey,48245010300,18,0,0,0,,,61341.0,0.53035998,0.9906399800000004,0.0845599989999999
Harvey,48245011800,107,20,12,2,0.6,0.1,32241.0,0.6148599999999995,0.9730399799999998,0.10232
Harvey,48291700100,1,0,0,0,,,55690.0,0.6696778102821314,0.936557496802508,0.0604380898463949
Harvey,48291700301,2,0,0,0,,,44705.0,,,
Harvey,48291700302,4,0,0,0,,,55130.0,,,
Harvey,48291700600,1,0,0,0,,,40486.0,0.6426840742620138,0.971782383381007,0.0662111734445079
Harvey,48291700801,1,0,0,0,,,74476.0,,,
Harvey,48291701200,15,2,0,1,0.0,0.5,41790.0,0.7725600000000007,0.9946699699999996,0.08286
Harvey,48291701400,28,1,0,0,0.0,0.0,62917.0,0.7725600000000006,0.9930652068901406,0.0893143005859154
Harvey,48321730503,19,9,5,3,0.5555555555555556,0.3333333333333333,56329.0,,,
Harvey,48339690405,12,2,0,2,0.0,1.0,111250.0,,,
Harvey,48339690701,1,0,0,0,,,69251.0,,,
Harvey,48339691202,1,0,0,0,,,164531.0,,,
Harvey,48339691403,2,0,0,0,,,50355.0,,,
Harvey,48339691900,22,0,0,0,,,93894.0,1.0322648537105306,0.8701010943724954,0.0633526223165571
Harvey,48339692007,145,41,0,2,0.0,0.04878048780487805,83382.0,,,
Harvey,48339692009,11,0,0,0,,,175747.0,,,
Harvey,48339692101,77,16,6,8,0.375,0.5,110556.0,,,
Harvey,48339692303,1,1,0,1,0.0,1.0,74519.0,,,
Harvey,48339692501,3,0,0,0,,,61156.0,,,
Harvey,48339692701,1,0,0,0,,,57857.0,,,
Harvey,48339692702,1,0,0,0,,,72485.0,,,
Harvey,48339692802,11,0,0,0,,,84848.0,0.64846998,0.8986700199999998,0.0497100019999999
Harvey,48339693701,1,0,0,0,,,106045.0,,,
Harvey,48339694206,1,0,0,0,,,104394.0,,,
Harvey,48339694305,36,3,0,1,0.0,0.3333333333333333,100568.0,,,
Harvey,48339694306,110,15,0,9,0.0,0.6,84779.0,,,
Harvey,48339694308,5,0,0,0,,,136689.0,,,
Harvey,48351950300,1,0,0,0,,,41581.0,0.8328939849430523,0.9788827415390334,0.1546777333159851
Harvey,48355003002,1,1,0,1,0.0,1.0,58482.0,0.8997899900000002,0.94032001,0.077579997
Harvey,48355003101,54,6,2,4,0.3333333333333333,0.6666666666666666,81857.0,0.8997899900000004,0.9403200099999998,0.0775799969999999
Harvey,48355003202,1,0,0,0,,,93142.0,0.8618042552638863,0.9036288238782368,0.0434059922793041
Harvey,48355005103,559,132,21,80,0.1590909090909091,0.6060606060606061,88519.0,,,
Harvey,48355005104,405,161,50,88,0.3105590062111801,0.546583850931677,60586.0,,,
Harvey,48355006201,152,0,0,0,,,129625.0,,,
Harvey,48355006202,301,0,0,0,,,115455.0,,,
Harvey,48355006203,47,0,0,0,,,139130.0,,,
Harvey,48355006204,427,0,0,0,,,115286.0,,,
Harvey,48355006205,1,0,0,0,,,,,,
Harvey,48355006300,1,0,0,0,,,31349.0,0.8059119383269963,0.9251957592252852,0.0456269487048479
Harvey,48361020200,83,10,5,3,0.5,0.3,44800.0,0.7402999999999998,0.9902599999999996,0.14098001
Harvey,48361020300,14,4,1,2,0.25,0.5,53149.0,0.740576009053187,0.990242425511128,0.1410405758129009
Harvey,48361020500,33,4,1,2,0.25,0.5,62240.0,0.7402999999999998,0.9902600000000004,0.14098001
Harvey,48361020800,8,0,0,0,,,50406.0,0.7403000000000002,0.99026,0.14098001
Harvey,48361020900,32,7,3,2,0.42857142857142855,0.2857142857142857,39688.0,0.7403,0.9902599999999996,0.14098001
Harvey,48361021000,1,0,0,0,,,85572.0,0.8936399799999997,0.9844199999999996,0.1871200100000001
Harvey,48361021300,6,0,0,0,,,94788.0,0.8936399799999997,0.984419999999999,0.1871200099999999
Harvey,48361021400,3,1,0,1,0.0,1.0,84896.0,0.8936399799999999,0.9844199999999996,0.1871200099999999
Harvey,48361021503,1,0,0,0,,,92120.0,,,
Harvey,48361021504,4,0,0,0,,,62017.0,,,
Harvey,48361021600,7,2,2,0,1.0,0.0,72361.0,0.9006500199999997,0.99238998,0.17799
Harvey,48361021700,8,0,0,0,,,77292.0,0.9006500199999998,0.9923899800000004,0.17799
Harvey,48361021800,4,1,1,0,1.0,0.0,84167.0,0.9006500199999993,0.99238998,0.17799
Harvey,48361021901,3,0,0,0,,,98365.0,,,
Harvey,48361021902,12,4,3,0,0.75,0.0,56307.0,,,
Harvey,48361022000,17,1,0,1,0.0,1.0,49632.0,0.8980338675652609,0.9923552288202808,0.1773861723519076
Harvey,48361022200,7,0,0,0,,,117011.0,0.7402999999999998,0.99026,0.14098001
Harvey,48361022301,15,2,1,0,0.5,0.0,99716.0,,,
Harvey,48361022302,12,2,0,1,0.0,0.5,123517.0,,,
Harvey,48361022400,32,4,1,3,0.25,0.75,79243.0,0.9531701075713698,0.976705794826231,0.1876909818266446
Harvey,48409010201,77,7,5,1,0.7142857142857143,0.14285714285714285,66458.0,0.7095100300000003,0.9700599899999997,0.0562000009999999
Harvey,48409010302,13,5,0,3,0.0,0.6,87500.0,0.7934799800000002,0.97093999,0.0428699999999999
Harvey,48469000100,55,5,4,1,0.8,0.2,57083.0,0.6992499799999999,0.98841,0.03977
Harvey,48469000301,55,10,4,3,0.4,0.3,28536.0,0.6997873228571426,0.9882338960639356,0.039936033978022
Harvey,48469000400,33,3,0,3,0.0,1.0,67857.0,0.7018536510834812,0.988277092545885,0.039975079928952
Harvey,48469001300,3,1,0,0,0.0,0.0,57588.0,0.8304636327777776,0.9454072124643872,0.0803138063461538
Harvey,48469001401,130,13,7,2,0.5384615384615384,0.15384615384615385,91724.0,,,
Harvey,48473680100,1,1,0,0,0.0,0.0,139118.0,0.9372061953803263,0.8408980843528475,0.0572030555762644
Harvey,48473680202,2,0,0,0,,,57765.0,,,
Harvey,48481740100,10,0,0,0,,,70417.0,0.7768151825426729,0.9924363782401412,0.0356359786968805
Harvey,48481740200,6,1,0,1,0.0,1.0,48889.0,0.69044,0.9959999899999998,0.03111
Harvey,48481740300,17,6,2,0,0.3333333333333333,0.0,43281.0,0.6907046069845535,0.9960238992008056,0.0313322968569509
Harvey,48481740400,98,2,1,0,0.5,0.0,47177.0,0.6904400000000002,0.9959999900000004,0.03111
Harvey,48481740500,13,2,0,0,0.0,0.0,45382.0,0.7133231531637031,0.9950644753586756,0.0324435005751073
Irma,12015010200,46,3,2,1,0.6666666666666666,0.3333333333333333,49453.0,0.8166393071638417,0.9450352361807912,0.1114661808881356
Irma,12015010301,76,5,0,1,0.0,0.2,66151.0,0.7864700000000001,0.8926600200000001,0.066550002
Irma,12015010302,33,1,0,0,0.0,0.0,38690.0,0.7864700000000007,0.8926600200000001,0.066550002
Irma,12015010405,7,1,0,1,0.0,1.0,82109.0,,,
Irma,12015010506,9,2,0,2,0.0,1.0,71418.0,,,
Irma,12015020401,1,0,0,0,,,67860.0,,,
Irma,12015020402,1,1,0,0,0.0,0.0,68606.0,,,
Irma,12015020501,2,0,0,0,,,74290.0,0.78561997,0.8633599899999999,0.05429
Irma,12015020601,1,0,0,0,,,62681.0,0.7007700200000003,0.93480003,0.0523900019999999
Irma,12015021001,2,1,0,0,0.0,0.0,62593.0,0.81336999,0.8627499900000001,0.0649499969999999
Irma,12015021003,19,1,0,0,0.0,0.0,38004.0,0.7516880321336759,0.7934653256298205,0.0562562205192802
Irma,12015030301,9,3,1,0,0.3333333333333333,0.0,71268.0,0.84223002,0.9513400200000004,0.0767799989999999
Irma,12019030600,1,0,0,0,,,55298.0,0.7660800200000001,0.8369100099999999,0.0602300019999999
Irma,12019030701,9,0,0,0,,,113211.0,1.0292701,0.89200002,0.084990002
Irma,12019031500,1,0,0,0,,,64223.0,0.8011999700000003,0.9346600200000004,0.06865
Irma,12021000101,53,11,0,10,0.0,0.9090909090909091,71029.0,0.7669299800000001,0.80383998,0.055009998
Irma,12021000102,8,1,1,0,1.0,0.0,90950.0,0.7669299800000001,0.80383998,0.0550099979999999
Irma,12021000301,53,18,5,13,0.2777777777777778,0.7222222222222222,145000.0,0.8037899700000001,0.7700700199999999,0.081050001
Irma,12021000302,23,7,2,5,0.2857142857142857,0.7142857142857143,128750.0,0.7808337482767975,0.7911017861329714,0.0648324143283582
Irma,12021000401,6,0,0,0,,,153646.0,0.8037899700000001,0.77007002,0.081050001
Irma,12021000500,43,6,1,5,0.16666666666666666,0.8333333333333334,247375.0,0.7669299799999999,0.8038399799999999,0.055009998
Irma,12021000600,53,8,0,5,0.0,0.625,125417.0,0.7669299800000002,0.80383998,0.0550099979999999
Irma,12021000700,11,3,0,2,0.0,0.6666666666666666,53525.0,0.7669299799999999,0.80383998,0.055009998
Irma,12021010107,2,1,0,1,0.0,1.0,64460.0,0.99755001,0.7768099900000001,0.0848800019999999
Irma,12021010108,4,0,0,0,,,97517.0,0.9975500100000004,0.7768099900000001,0.084880002
Irma,12021010109,18,3,1,2,0.3333333333333333,0.6666666666666666,74408.0,0.92058998,0.7878699899999999,0.072789997
Irma,12021010111,64,12,2,10,0.16666666666666666,0.8333333333333334,90095.0,,,
Irma,12021010114,4,0,0,0,,,112273.0,,,
Irma,12021010209,126,32,7,24,0.21875,0.75,156985.0,0.9358883956922356,0.7856714399532272,0.0751932954681945
Irma,12021010215,1,1,0,1,0.0,1.0,183906.0,0.92058998,0.7878699899999999,0.072789997
Irma,12021010401,16,0,0,0,,,87348.0,0.8391334333619763,0.7875240642964555,0.0726359320515574
Irma,12021010601,139,27,12,8,0.4444444444444444,0.2962962962962963,45771.0,0.6888536306924044,0.8488261915484684,0.0697250752211498
Irma,12021010602,85,5,1,4,0.2,0.8,62513.0,0.7134699799999998,0.8222600200000002,0.063150004
Irma,12021010604,7,0,0,0,,,69861.0,0.6690300099999998,0.87022001,0.07502
Irma,12021010605,1,0,0,0,,,67125.0,0.662631102544987,0.8754667957969152,0.0756499488367609
Irma,12021010701,167,19,7,11,0.3684210526315789,0.5789473684210527,43446.0,0.6697850226221078,0.8697080817480722,0.0748656812185089
Irma,12021010702,128,16,4,7,0.25,0.4375,91528.0,0.6690300099999998,0.87022001,0.07502
Irma,12021010801,7,1,0,0,0.0,0.0,59167.0,0.5924400100000001,0.93302,0.082560003
Irma,12021010804,17,1,0,1,0.0,1.0,60785.0,,,
Irma,12021010805,74,15,2,9,0.13333333333333333,0.6,80951.0,,,
Irma,12021010902,336,32,2,19,0.0625,0.59375,125156.0,0.8904399899999996,0.95578998,0.33638999
Irma,12021010904,138,14,0,13,0.0,0.9285714285714286,112657.0,0.8904399899999998,0.9557899799999998,0.33638999
Irma,12021010905,187,24,3,19,0.125,0.7916666666666666,120153.0,0.8904399900000001,0.95578998,0.33638999
Irma,12021010906,41,5,1,3,0.2,0.6,64352.0,,,
Irma,12021010907,357,22,4,13,0.18181818181818182,0.5909090909090909,85559.0,,,
Irma,12021011003,84,6,1,3,0.16666666666666666,0.5,119356.0,,,
Irma,12021011103,26,1,0,1,0.0,1.0,38719.0,0.6681699800000002,0.85075003,0.10868
Irma,12021011107,18,1,0,1,0.0,1.0,90998.0,,,
Irma,12021011108,48,2,0,1,0.0,0.5,88368.0,,,
Irma,12021011109,8,0,0,0,,,138819.0,,,
Irma,12031000101,32,5,0,4,0.0,0.8,37002.0,,,
Irma,12031000200,1,0,0,0,,,26064.0,0.4555900099999997,0.8854600199999998,0.051830001
Irma,12031000600,30,2,1,1,0.5,0.5,43781.0,0.6168500199999998,0.8098200000000001,0.0598599989999999
Irma,12031000700,24,0,0,0,,,93214.0,0.61685002,0.8098200000000001,0.059859999
Irma,12031000800,193,17,3,13,0.17647058823529413,0.7647058823529411,72332.0,0.6168500199999999,0.8098200000000003,0.0598599989999999
Irma,12031001300,1,0,0,0,,,27900.0,0.4496792592499996,0.8910827707499999,0.049793750925
Irma,12031001401,10,0,0,0,,,34890.0,,,
Irma,12031002102,19,3,0,3,0.0,1.0,89036.0,0.6863999999999998,0.8639800000000002,0.081699997
Irma,12031002200,16,1,0,1,0.0,1.0,111637.0,0.6864000000000002,0.86398,0.0816999969999999
Irma,12031002300,46,2,1,1,0.5,0.5,92900.0,0.55264997,0.9108399699999998,0.048670001
Irma,12031002400,3,0,0,0,,,125043.0,0.5526499700000002,0.91083997,0.048670001
Irma,12031010104,4,1,1,0,1.0,0.0,96522.0,,,
Irma,12031010105,4,1,0,0,0.0,0.0,130455.0,,,
Irma,12031010202,1,0,0,0,,,91786.0,0.6201400199999999,0.9363499900000006,0.0450600009999999
Irma,12031010305,1,0,0,0,,,55741.0,,,
Irma,12031010308,1,0,0,0,,,69129.0,,,
Irma,12031010401,17,0,0,0,,,53995.0,0.6201400199999999,0.9363499900000002,0.045060001
Irma,12031010402,4,0,0,0,,,35516.0,0.6201400200000001,0.93634999,0.045060001
Irma,12031010501,16,1,1,0,1.0,0.0,83728.0,,,
Irma,12031010502,56,1,1,0,1.0,0.0,76898.0,,,
Irma,12031010503,299,4,0,1,0.0,0.25,53510.0,,,
Irma,12031010601,1,0,0,0,,,84012.0,,,
Irma,12031010700,123,3,2,1,0.6666666666666666,0.3333333333333333,39170.0,0.5223538024164991,0.8612142940704227,0.0411948323494969
Irma,12031010800,37,2,2,0,1.0,0.0,38286.0,0.43994001,0.9401199800000004,0.034669999
Irma,12031010900,35,0,0,0,,,51379.0,0.4399400100000001,0.9401199799999996,0.034669999
Irma,12031011000,176,17,10,3,0.5882352941176471,0.17647058823529413,40625.0,0.4399400100000001,0.9401199799999996,0.034669999
Irma,12031011100,51,1,0,0,0.0,0.0,29895.0,0.4399400099999997,0.9401199800000002,0.034669999
Irma,12031011200,21,2,1,0,0.5,0.0,42345.0,0.4399400100000001,0.94011998,0.034669999
Irma,12031011300,54,1,1,0,1.0,0.0,37904.0,0.4141586244533148,0.9484103718084002,0.0305921653228045
Irma,12031011400,37,1,0,1,0.0,1.0,35688.0,0.37678,0.9604300299999998,0.02468
Irma,12031011700,84,10,5,1,0.5,0.1,59375.0,0.5148058037353171,0.854870962098669,0.0366205859772905
Irma,12031012000,5,0,0,0,,,53054.0,0.683385094447809,0.8431393083787603,0.0610020770969109
Irma,12031012202,1,0,0,0,,,47210.0,,,
Irma,12031012400,21,0,0,0,,,68909.0,0.5526499700000003,0.91083997,0.048670001
Irma,12031012500,2,0,0,0,,,54528.0,0.5526499700000002,0.9108399700000002,0.048670001
Irma,12031012601,6,3,2,1,0.6666666666666666,0.3333333333333333,36611.0,0.5564623223990499,0.9095042938954868,0.0496114735700712
Irma,12031012602,20,2,2,0,1.0,0.0,44318.0,0.5526499700000002,0.9108399699999996,0.048670001
Irma,12031013000,50,0,0,0,,,116094.0,0.55264997,0.9108399700000002,0.048670001
Irma,12031013100,368,23,4,15,0.17391304347826086,0.6521739130434783,87981.0,0.5696934680652681,0.9019279824335666,0.0473297818857808
Irma,12031013301,34,0,0,0,,,62951.0,,,
Irma,12031013302,3,0,0,0,,,47551.0,,,
Irma,12031013402,14,2,0,2,0.0,1.0,50063.0,0.6052202966659678,0.8833511237657167,0.0445361221232187
Irma,12031013403,5,0,0,0,,,39171.0,0.5526499700000002,0.91083997,0.048670001
Irma,12031013404,21,1,0,1,0.0,1.0,46052.0,0.55264997,0.91083997,0.048670001
Irma,12031013522,170,2,1,1,0.5,0.5,77977.0,0.60746002,0.8821799799999999,0.0443600009999999
Irma,12031013524,47,1,1,0,1.0,0.0,53899.0,,,
Irma,12031013901,1,0,0,0,,,58955.0,0.8796500000000004,0.89412999,0.075489998
Irma,12031013904,2,1,1,0,1.0,0.0,56433.0,0.8796499999999999,0.8941299900000003,0.0754899979999999
Irma,12031014101,1,0,0,0,,,119524.0,0.9317799800000002,0.91108,0.0639500019999999
Irma,12031014204,4,1,0,0,0.0,0.0,165241.0,0.9317799800000002,0.91108,0.063950002
Irma,12031014330,1,0,0,0,,,131250.0,0.87081999,0.8465800300000001,0.060540002
Irma,12031014335,3,1,1,0,1.0,0.0,110660.0,0.87081999,0.84658003,0.0605400019999999
Irma,12031014341,1,0,0,0,,,82413.0,,,
