disaster,home_zip,int_bin
Florence (2018),27607,Tropical-storm (34–49kt)
Florence (2018),27801,Tropical-storm (34–49kt)
Florence (2018),27858,Gale-force (50–63kt)
Florence (2018),28472,Gale-force (50–63kt)
Florence (2018),28712,No TS winds (<34kt)
Florence (2018),29732,No TS winds (<34kt)
Florence (2018),32308,No TS winds (<34kt)
Florence (2018),32625,No TS winds (<34kt)
Florence (2018),32824,No TS winds (<34kt)
Florence (2018),32904,No TS winds (<34kt)
Florence (2018),33010,No TS winds (<34kt)
Florence (2018),33076,No TS winds (<34kt)
Florence (2018),33126,No TS winds (<34kt)
Florence (2018),27253,Tropical-storm (34–49kt)
Florence (2018),27910,Tropical-storm (34–49kt)
Florence (2018),28778,No TS winds (<34kt)
Florence (2018),32084,No TS winds (<34kt)
Florence (2018),32233,No TS winds (<34kt)
Florence (2018),33055,No TS winds (<34kt)
Florence (2018),33127,No TS winds (<34kt)
Florence (2018),33463,No TS winds (<34kt)
Florence (2018),33606,No TS winds (<34kt)
Florence (2018),27516,Tropical-storm (34–49kt)
Florence (2018),28104,Tropical-storm (34–49kt)
Florence (2018),28270,Tropical-storm (34–49kt)
Florence (2018),32080,No TS winds (<34kt)
Florence (2018),33190,No TS winds (<34kt)
Florence (2018),33760,No TS winds (<34kt)
Florence (2018),34653,No TS winds (<34kt)
Florence (2018),27873,Gale-force (50–63kt)
Florence (2018),32669,No TS winds (<34kt)
Florence (2018),32812,No TS winds (<34kt)
Florence (2018),33437,No TS winds (<34kt)
Florence (2018),33613,No TS winds (<34kt)
Florence (2018),33716,No TS winds (<34kt)
Florence (2018),34461,No TS winds (<34kt)
Florence (2018),34604,No TS winds (<34kt)
Florence (2018),27021,No TS winds (<34kt)
Florence (2018),27370,No TS winds (<34kt)
Florence (2018),28075,Tropical-storm (34–49kt)
Florence (2018),33306,No TS winds (<34kt)
Florence (2018),34292,No TS winds (<34kt)
Florence (2018),27281,Tropical-storm (34–49kt)
Florence (2018),32129,No TS winds (<34kt)
Florence (2018),32301,No TS winds (<34kt)
Florence (2018),34269,No TS winds (<34kt)
Florence (2018),34448,No TS winds (<34kt)
Florence (2018),27127,No TS winds (<34kt)
Florence (2018),30568,No TS winds (<34kt)
Florence (2018),32701,No TS winds (<34kt)
Florence (2018),33146,No TS winds (<34kt)
Florence (2018),34788,No TS winds (<34kt)
Florence (2018),27295,No TS winds (<34kt)
Florence (2018),30546,No TS winds (<34kt)
Florence (2018),33890,No TS winds (<34kt)
Florence (2018),27042,No TS winds (<34kt)
Florence (2018),27244,No TS winds (<34kt)
Florence (2018),27283,No TS winds (<34kt)
Florence (2018),28586,Hurricane-force (>=64kt)
Florence (2018),27024,No TS winds (<34kt)
Florence (2018),28394,Tropical-storm (34–49kt)
Florence (2018),28605,No TS winds (<34kt)
Florence (2018),28786,No TS winds (<34kt)
Florence (2018),36607,No TS winds (<34kt)
Florence (2018),32757,No TS winds (<34kt)
Florence (2018),37690,No TS winds (<34kt)
Florence (2018),27235,No TS winds (<34kt)
Florence (2018),27851,Tropical-storm (34–49kt)
Florence (2018),27805,Tropical-storm (34–49kt)
Florence (2018),32097,No TS winds (<34kt)
Florence (2018),37391,No TS winds (<34kt)
Florence (2018),33973,No TS winds (<34kt)
Florence (2018),34734,No TS winds (<34kt)
Florence (2018),34428,No TS winds (<34kt)
Florence (2018),34433,No TS winds (<34kt)
Florence (2018),32072,No TS winds (<34kt)
Florence (2018),28726,No TS winds (<34kt)
Florence (2018),27229,Tropical-storm (34–49kt)
Florence (2018),27562,Tropical-storm (34–49kt)
Florence (2018),28305,Tropical-storm (34–49kt)
Florence (2018),28685,No TS winds (<34kt)
Florence (2018),28032,No TS winds (<34kt)
Florence (2018),33767,No TS winds (<34kt)
Florence (2018),28385,Gale-force (50–63kt)
Florence (2018),28429,Hurricane-force (>=64kt)
Florence (2018),27350,No TS winds (<34kt)
Florence (2018),28373,Tropical-storm (34–49kt)
Florence (2018),32403,No TS winds (<34kt)
Florence (2018),27872,Tropical-storm (34–49kt)
Florence (2018),27053,No TS winds (<34kt)
Florence (2018),29635,No TS winds (<34kt)
Florence (2018),31643,No TS winds (<34kt)
Florence (2018),33838,No TS winds (<34kt)
Florence (2018),27581,Tropical-storm (34–49kt)
Florence (2018),37385,No TS winds (<34kt)
Florence (2018),28585,Hurricane-force (>=64kt)
Florence (2018),27551,Tropical-storm (34–49kt)
Florence (2018),24054,No TS winds (<34kt)
Florence (2018),27980,Tropical-storm (34–49kt)
Florence (2018),29741,Tropical-storm (34–49kt)
Florence (2018),27568,Tropical-storm (34–49kt)
Florence (2018),27860,Gale-force (50–63kt)
Florence (2018),36314,No TS winds (<34kt)
Florence (2018),32509,No TS winds (<34kt)
Florence (2018),37317,No TS winds (<34kt)
Florence (2018),28720,No TS winds (<34kt)
Florence (2018),23847,Tropical-storm (34–49kt)
Florence (2018),29676,No TS winds (<34kt)
Florence (2018),31569,No TS winds (<34kt)
Florence (2018),24520,No TS winds (<34kt)
Florence (2018),34268,No TS winds (<34kt)
Irma (2017),33414,Gale-force (50–63kt)
Irma (2017),33523,Hurricane-force (>=64kt)
Irma (2017),33578,Gale-force (50–63kt)
Irma (2017),33813,Hurricane-force (>=64kt)
Irma (2017),33912,Hurricane-force (>=64kt)
Irma (2017),34785,Gale-force (50–63kt)
Irma (2017),32312,Gale-force (50–63kt)
Irma (2017),32564,Tropical-storm (34–49kt)
Irma (2017),32773,Gale-force (50–63kt)
Irma (2017),33012,Gale-force (50–63kt)
Irma (2017),33013,Gale-force (50–63kt)
Irma (2017),33020,Gale-force (50–63kt)
Irma (2017),33446,Gale-force (50–63kt)
Irma (2017),33714,Gale-force (50–63kt)
Irma (2017),34145,Hurricane-force (>=64kt)
Irma (2017),34432,Gale-force (50–63kt)
Irma (2017),34761,Gale-force (50–63kt)
Irma (2017),34953,Gale-force (50–63kt)
Irma (2017),32607,Gale-force (50–63kt)
Irma (2017),33175,Gale-force (50–63kt)
Irma (2017),33193,Hurricane-force (>=64kt)
Irma (2017),33326,Gale-force (50–63kt)
Irma (2017),33510,Hurricane-force (>=64kt)
Irma (2017),33584,Hurricane-force (>=64kt)
Irma (2017),33709,Gale-force (50–63kt)
Irma (2017),32703,Gale-force (50–63kt)
Irma (2017),32779,Gale-force (50–63kt)
Irma (2017),32211,Gale-force (50–63kt)
Irma (2017),32765,Gale-force (50–63kt)
Irma (2017),33525,Hurricane-force (>=64kt)
Irma (2017),33905,Hurricane-force (>=64kt)
Irma (2017),33948,Hurricane-force (>=64kt)
Irma (2017),34747,Gale-force (50–63kt)
Irma (2017),32821,Gale-force (50–63kt)
Irma (2017),33172,Gale-force (50–63kt)
Irma (2017),33563,Hurricane-force (>=64kt)
Irma (2017),34607,Hurricane-force (>=64kt)
Irma (2017),34685,Gale-force (50–63kt)
Irma (2017),33023,Gale-force (50–63kt)
Irma (2017),34957,Gale-force (50–63kt)
Irma (2017),32065,Gale-force (50–63kt)
Irma (2017),32735,Gale-force (50–63kt)
Irma (2017),34945,Gale-force (50–63kt)
Irma (2017),32208,Gale-force (50–63kt)
Irma (2017),32459,Tropical-storm (34–49kt)
Irma (2017),34108,Hurricane-force (>=64kt)
Irma (2017),32308,Gale-force (50–63kt)
Irma (2017),32541,Tropical-storm (34–49kt)
Irma (2017),32344,Gale-force (50–63kt)
Irma (2017),33527,Hurricane-force (>=64kt)
Irma (2017),36441,Tropical-storm (34–49kt)
Irma (2017),33944,Hurricane-force (>=64kt)
Irma (2017),39828,Gale-force (50–63kt)
Irma (2017),31601,Gale-force (50–63kt)
Irma (2017),36530,No TS winds (<34kt)
Irma (2017),32449,Tropical-storm (34–49kt)
Irma (2017),33744,Gale-force (50–63kt)
Irma (2017),32432,Tropical-storm (34–49kt)
Irma (2017),34137,Hurricane-force (>=64kt)
Florence (2018),39897,No TS winds (<34kt)
Michael (2018),28557,Gale-force (50–63kt)
Michael (2018),28625,No TS winds (<34kt)
Michael (2018),28754,No TS winds (<34kt)
Michael (2018),32164,No TS winds (<34kt)
Michael (2018),32210,No TS winds (<34kt)
Michael (2018),32407,Hurricane-force (>=64kt)
Michael (2018),32533,Tropical-storm (34–49kt)
Michael (2018),33184,No TS winds (<34kt)
Michael (2018),33311,No TS winds (<34kt)
Michael (2018),33404,No TS winds (<34kt)
Michael (2018),33406,No TS winds (<34kt)
Michael (2018),33579,No TS winds (<34kt)
Michael (2018),33710,No TS winds (<34kt)
Michael (2018),34746,No TS winds (<34kt)
Michael (2018),34953,No TS winds (<34kt)
Michael (2018),34990,No TS winds (<34kt)
Michael (2018),36608,No TS winds (<34kt)
Michael (2018),27278,No TS winds (<34kt)
Michael (2018),27504,Tropical-storm (34–49kt)
Michael (2018),27891,No TS winds (<34kt)
Michael (2018),28016,No TS winds (<34kt)
Michael (2018),28086,No TS winds (<34kt)
Michael (2018),28211,No TS winds (<34kt)
Michael (2018),28352,Tropical-storm (34–49kt)
Michael (2018),28673,No TS winds (<34kt)
Michael (2018),32066,Tropical-storm (34–49kt)
Michael (2018),33426,No TS winds (<34kt)
Michael (2018),33605,No TS winds (<34kt)
Michael (2018),33843,No TS winds (<34kt)
Michael (2018),34731,No TS winds (<34kt)
Michael (2018),36526,No TS winds (<34kt)
Michael (2018),27609,No TS winds (<34kt)
Michael (2018),28031,No TS winds (<34kt)
Michael (2018),29732,No TS winds (<34kt)
Michael (2018),32225,No TS winds (<34kt)
Michael (2018),32765,No TS winds (<34kt)
Michael (2018),33021,No TS winds (<34kt)
Michael (2018),33172,No TS winds (<34kt)
Michael (2018),33331,No TS winds (<34kt)
Michael (2018),33440,No TS winds (<34kt)
Michael (2018),27607,No TS winds (<34kt)
Michael (2018),27893,No TS winds (<34kt)
Michael (2018),28273,No TS winds (<34kt)
Michael (2018),32778,No TS winds (<34kt)
Michael (2018),32953,No TS winds (<34kt)
Michael (2018),32963,No TS winds (<34kt)
Michael (2018),33125,No TS winds (<34kt)
Michael (2018),33189,No TS winds (<34kt)
Michael (2018),34207,No TS winds (<34kt)
Michael (2018),28208,No TS winds (<34kt)
Michael (2018),32465,Hurricane-force (>=64kt)
Michael (2018),33136,No TS winds (<34kt)
Michael (2018),33162,No TS winds (<34kt)
Michael (2018),33407,No TS winds (<34kt)
Michael (2018),33913,No TS winds (<34kt)
Michael (2018),34209,No TS winds (<34kt)
Michael (2018),34695,No TS winds (<34kt)
Michael (2018),34771,No TS winds (<34kt)
Michael (2018),27557,No TS winds (<34kt)
Michael (2018),28521,Tropical-storm (34–49kt)
Michael (2018),28901,No TS winds (<34kt)
Michael (2018),32189,No TS winds (<34kt)
Michael (2018),34748,No TS winds (<34kt)
Michael (2018),27896,No TS winds (<34kt)
Michael (2018),28805,No TS winds (<34kt)
Michael (2018),33305,No TS winds (<34kt)
Michael (2018),33606,No TS winds (<34kt)
Michael (2018),27013,No TS winds (<34kt)
Michael (2018),27330,Tropical-storm (34–49kt)
Michael (2018),32460,Gale-force (50–63kt)
Michael (2018),32615,No TS winds (<34kt)
Michael (2018),32920,No TS winds (<34kt)
Michael (2018),33540,No TS winds (<34kt)
Michael (2018),28144,No TS winds (<34kt)
Michael (2018),28217,No TS winds (<34kt)
Michael (2018),28398,Tropical-storm (34–49kt)
Michael (2018),29690,No TS winds (<34kt)
Michael (2018),32444,Hurricane-force (>=64kt)
Michael (2018),27842,Tropical-storm (34–49kt)
Michael (2018),28097,No TS winds (<34kt)
Michael (2018),28371,Tropical-storm (34–49kt)
Michael (2018),28642,No TS winds (<34kt)
Michael (2018),32208,No TS winds (<34kt)
Michael (2018),28337,Tropical-storm (34–49kt)
Michael (2018),28670,No TS winds (<34kt)
Michael (2018),28683,No TS winds (<34kt)
Michael (2018),32535,No TS winds (<34kt)
Michael (2018),34753,No TS winds (<34kt)
Michael (2018),36561,Tropical-storm (34–49kt)
Michael (2018),29307,No TS winds (<34kt)
Michael (2018),32046,Tropical-storm (34–49kt)
Michael (2018),36611,No TS winds (<34kt)
Michael (2018),28032,No TS winds (<34kt)
Michael (2018),34607,No TS winds (<34kt)
Michael (2018),27355,No TS winds (<34kt)
Michael (2018),31537,Tropical-storm (34–49kt)
Michael (2018),27830,Tropical-storm (34–49kt)
Michael (2018),28719,No TS winds (<34kt)
Michael (2018),33715,No TS winds (<34kt)
Michael (2018),32176,No TS winds (<34kt)
Michael (2018),27041,No TS winds (<34kt)
Michael (2018),32759,No TS winds (<34kt)
Michael (2018),32744,No TS winds (<34kt)
Michael (2018),28618,No TS winds (<34kt)
Michael (2018),39815,Gale-force (50–63kt)
Michael (2018),27233,No TS winds (<34kt)
Michael (2018),28708,No TS winds (<34kt)
Michael (2018),27857,Gale-force (50–63kt)
Michael (2018),32437,Gale-force (50–63kt)
Michael (2018),28698,No TS winds (<34kt)
Michael (2018),27252,Tropical-storm (34–49kt)
Michael (2018),28554,Gale-force (50–63kt)
Michael (2018),32798,No TS winds (<34kt)
Michael (2018),28167,No TS winds (<34kt)
Michael (2018),28528,Gale-force (50–63kt)
Michael (2018),37616,No TS winds (<34kt)
Michael (2018),28430,Tropical-storm (34–49kt)
Michael (2018),36343,Gale-force (50–63kt)
Michael (2018),37657,No TS winds (<34kt)
Michael (2018),28436,Tropical-storm (34–49kt)
Michael (2018),29685,No TS winds (<34kt)
Michael (2018),24317,No TS winds (<34kt)
Michael (2018),28909,No TS winds (<34kt)
Michael (2018),36344,Tropical-storm (34–49kt)
Michael (2018),28702,No TS winds (<34kt)
Michael (2018),32361,Tropical-storm (34–49kt)
Michael (2018),28725,No TS winds (<34kt)
Michael (2018),28757,No TS winds (<34kt)
Michael (2018),28707,No TS winds (<34kt)
Michael (2018),36564,No TS winds (<34kt)
Michael (2018),32026,No TS winds (<34kt)
Michael (2018),39897,Gale-force (50–63kt)
Michael (2018),31626,Tropical-storm (34–49kt)
Harvey (2017),71105,No TS winds (<34kt)
Harvey (2017),75455,No TS winds (<34kt)
Harvey (2017),78701,No TS winds (<34kt)
Harvey (2017),79029,No TS winds (<34kt)
Harvey (2017),75152,No TS winds (<34kt)
Harvey (2017),77447,Tropical-storm (34–49kt)
Harvey (2017),78046,No TS winds (<34kt)
Harvey (2017),78259,Tropical-storm (34–49kt)
Harvey (2017),75070,No TS winds (<34kt)
Harvey (2017),76052,No TS winds (<34kt)
Harvey (2017),76104,No TS winds (<34kt)
Harvey (2017),75103,No TS winds (<34kt)
Harvey (2017),75219,No TS winds (<34kt)
Harvey (2017),76849,No TS winds (<34kt)
Harvey (2017),78741,No TS winds (<34kt)
Harvey (2017),79226,No TS winds (<34kt)
Harvey (2017),77433,Tropical-storm (34–49kt)
Harvey (2017),77546,Tropical-storm (34–49kt)
Harvey (2017),75232,No TS winds (<34kt)
Harvey (2017),75482,No TS winds (<34kt)
Harvey (2017),76270,No TS winds (<34kt)
Harvey (2017),77703,No TS winds (<34kt)
Harvey (2017),78745,No TS winds (<34kt)
Harvey (2017),75080,No TS winds (<34kt)
Harvey (2017),76119,No TS winds (<34kt)
Harvey (2017),77099,Tropical-storm (34–49kt)
Harvey (2017),77389,Tropical-storm (34–49kt)
Harvey (2017),78101,Tropical-storm (34–49kt)
Harvey (2017),78108,Tropical-storm (34–49kt)
Harvey (2017),79022,No TS winds (<34kt)
Harvey (2017),79501,No TS winds (<34kt)
Harvey (2017),76044,No TS winds (<34kt)
Harvey (2017),76134,No TS winds (<34kt)
Harvey (2017),78609,No TS winds (<34kt)
Harvey (2017),75020,No TS winds (<34kt)
Harvey (2017),76017,No TS winds (<34kt)
Harvey (2017),78573,No TS winds (<34kt)
Harvey (2017),79359,No TS winds (<34kt)
Harvey (2017),75791,No TS winds (<34kt)
Harvey (2017),77005,Tropical-storm (34–49kt)
Harvey (2017),79252,No TS winds (<34kt)
Harvey (2017),75686,No TS winds (<34kt)
Harvey (2017),76309,No TS winds (<34kt)
Harvey (2017),75789,No TS winds (<34kt)
Harvey (2017),77625,No TS winds (<34kt)
Harvey (2017),78114,Tropical-storm (34–49kt)
Harvey (2017),78832,No TS winds (<34kt)
Harvey (2017),75117,No TS winds (<34kt)
Harvey (2017),78516,No TS winds (<34kt)
Harvey (2017),79935,No TS winds (<34kt)
Harvey (2017),76301,No TS winds (<34kt)
Harvey (2017),76874,No TS winds (<34kt)
Harvey (2017),77591,Tropical-storm (34–49kt)
Harvey (2017),76251,No TS winds (<34kt)
Harvey (2017),78387,Gale-force (50–63kt)
Harvey (2017),78757,No TS winds (<34kt)
Harvey (2017),75453,No TS winds (<34kt)
Harvey (2017),75925,No TS winds (<34kt)
Harvey (2017),77622,No TS winds (<34kt)
Harvey (2017),78705,No TS winds (<34kt)
Harvey (2017),78932,Tropical-storm (34–49kt)
Harvey (2017),75417,No TS winds (<34kt)
Harvey (2017),78827,No TS winds (<34kt)
Harvey (2017),75938,No TS winds (<34kt)
Harvey (2017),79553,No TS winds (<34kt)
Harvey (2017),76259,No TS winds (<34kt)
Harvey (2017),76366,No TS winds (<34kt)
Harvey (2017),79549,No TS winds (<34kt)
Harvey (2017),77640,No TS winds (<34kt)
Harvey (2017),71822,No TS winds (<34kt)
Harvey (2017),76264,No TS winds (<34kt)
Harvey (2017),79521,No TS winds (<34kt)
Harvey (2017),79903,No TS winds (<34kt)
Harvey (2017),77560,No TS winds (<34kt)
Harvey (2017),78379,Tropical-storm (34–49kt)
Harvey (2017),75651,No TS winds (<34kt)
Harvey (2017),79783,No TS winds (<34kt)
Harvey (2017),78881,No TS winds (<34kt)
Harvey (2017),76631,No TS winds (<34kt)
Harvey (2017),79078,No TS winds (<34kt)
Harvey (2017),75778,No TS winds (<34kt)
Harvey (2017),73560,No TS winds (<34kt)
Harvey (2017),79241,No TS winds (<34kt)
Harvey (2017),79505,No TS winds (<34kt)
Harvey (2017),76621,No TS winds (<34kt)
Harvey (2017),76701,Tropical-storm (34–49kt)
Harvey (2017),79250,No TS winds (<34kt)
Harvey (2017),79325,No TS winds (<34kt)
Harvey (2017),76693,No TS winds (<34kt)
Harvey (2017),79024,No TS winds (<34kt)
Harvey (2017),79376,No TS winds (<34kt)
Harvey (2017),79013,No TS winds (<34kt)
Harvey (2017),75939,No TS winds (<34kt)
Harvey (2017),76455,No TS winds (<34kt)
Harvey (2017),79051,No TS winds (<34kt)
Harvey (2017),76935,No TS winds (<34kt)
Harvey (2017),79755,No TS winds (<34kt)
Harvey (2017),75853,No TS winds (<34kt)
Harvey (2017),79082,No TS winds (<34kt)
Harvey (2017),79754,No TS winds (<34kt)
Harvey (2017),75132,No TS winds (<34kt)
Harvey (2017),74753,No TS winds (<34kt)
Harvey (2017),78560,No TS winds (<34kt)
Harvey (2017),77876,Tropical-storm (34–49kt)
Harvey (2017),77661,No TS winds (<34kt)
Harvey (2017),75481,No TS winds (<34kt)
Harvey (2017),75847,No TS winds (<34kt)
Harvey (2017),76854,No TS winds (<34kt)
Harvey (2017),76885,No TS winds (<34kt)
Harvey (2017),76373,No TS winds (<34kt)
Harvey (2017),77201,Tropical-storm (34–49kt)
Harvey (2017),76599,No TS winds (<34kt)
Harvey (2017),78594,No TS winds (<34kt)
Harvey (2017),78535,No TS winds (<34kt)
Harvey (2017),75550,No TS winds (<34kt)
Harvey (2017),76940,No TS winds (<34kt)
Harvey (2017),74748,No TS winds (<34kt)
Harvey (2017),77350,No TS winds (<34kt)
Harvey (2017),74523,No TS winds (<34kt)
Harvey (2017),73851,No TS winds (<34kt)
Harvey (2017),79021,No TS winds (<34kt)
Imelda (2019),75058,No TS winds (<34kt)
Imelda (2019),75654,No TS winds (<34kt)
Imelda (2019),76044,No TS winds (<34kt)
Imelda (2019),76180,No TS winds (<34kt)
Imelda (2019),76541,No TS winds (<34kt)
Imelda (2019),77002,No TS winds (<34kt)
Imelda (2019),78154,No TS winds (<34kt)
Imelda (2019),78644,No TS winds (<34kt)
Imelda (2019),78665,No TS winds (<34kt)
Imelda (2019),75243,No TS winds (<34kt)
Imelda (2019),75428,No TS winds (<34kt)
Imelda (2019),76630,No TS winds (<34kt)
Imelda (2019),77044,No TS winds (<34kt)
Imelda (2019),77047,No TS winds (<34kt)
Imelda (2019),77073,No TS winds (<34kt)
Imelda (2019),77339,No TS winds (<34kt)
Imelda (2019),77386,No TS winds (<34kt)
Imelda (2019),77575,No TS winds (<34kt)
Imelda (2019),78121,No TS winds (<34kt)
Imelda (2019),78212,No TS winds (<34kt)
Imelda (2019),78415,No TS winds (<34kt)
Imelda (2019),78701,No TS winds (<34kt)
Imelda (2019),79007,No TS winds (<34kt)
Imelda (2019),75042,No TS winds (<34kt)
Imelda (2019),76528,No TS winds (<34kt)
Imelda (2019),77485,No TS winds (<34kt)
Imelda (2019),77520,No TS winds (<34kt)
Imelda (2019),78073,No TS winds (<34kt)
Imelda (2019),79078,No TS winds (<34kt)
Imelda (2019),75838,No TS winds (<34kt)
Imelda (2019),76001,No TS winds (<34kt)
Imelda (2019),76058,No TS winds (<34kt)
Imelda (2019),76140,No TS winds (<34kt)
Imelda (2019),77026,No TS winds (<34kt)
Imelda (2019),77377,No TS winds (<34kt)
Imelda (2019),77505,No TS winds (<34kt)
Imelda (2019),78132,No TS winds (<34kt)
Imelda (2019),78163,No TS winds (<34kt)
Imelda (2019),79065,No TS winds (<34kt)
Imelda (2019),75024,No TS winds (<34kt)
Imelda (2019),77029,No TS winds (<34kt)
Imelda (2019),77515,No TS winds (<34kt)
Imelda (2019),78380,No TS winds (<34kt)
Imelda (2019),78572,No TS winds (<34kt)
Imelda (2019),76636,No TS winds (<34kt)
Imelda (2019),77021,No TS winds (<34kt)
Imelda (2019),78362,No TS winds (<34kt)
Imelda (2019),79752,No TS winds (<34kt)
Imelda (2019),76504,No TS winds (<34kt)
Imelda (2019),77365,No TS winds (<34kt)
Imelda (2019),78645,No TS winds (<34kt)
Imelda (2019),78017,No TS winds (<34kt)
Imelda (2019),76105,No TS winds (<34kt)
Imelda (2019),76651,No TS winds (<34kt)
Imelda (2019),77301,No TS winds (<34kt)
Imelda (2019),78583,No TS winds (<34kt)
Imelda (2019),78606,No TS winds (<34kt)
Imelda (2019),79504,No TS winds (<34kt)
Imelda (2019),77062,No TS winds (<34kt)
Imelda (2019),78341,No TS winds (<34kt)
Imelda (2019),78377,No TS winds (<34kt)
Imelda (2019),78730,No TS winds (<34kt)
Imelda (2019),75771,No TS winds (<34kt)
Imelda (2019),76648,No TS winds (<34kt)
Imelda (2019),75951,No TS winds (<34kt)
Imelda (2019),76462,No TS winds (<34kt)
Imelda (2019),78210,No TS winds (<34kt)
Imelda (2019),79012,No TS winds (<34kt)
Imelda (2019),79789,No TS winds (<34kt)
Imelda (2019),76643,No TS winds (<34kt)
Imelda (2019),78619,No TS winds (<34kt)
Imelda (2019),79912,No TS winds (<34kt)
Imelda (2019),75202,No TS winds (<34kt)
Imelda (2019),78557,No TS winds (<34kt)
Imelda (2019),75848,No TS winds (<34kt)
Imelda (2019),78416,No TS winds (<34kt)
Imelda (2019),77096,No TS winds (<34kt)
Imelda (2019),75021,No TS winds (<34kt)
Imelda (2019),75449,No TS winds (<34kt)
Imelda (2019),78839,No TS winds (<34kt)
Imelda (2019),79607,No TS winds (<34kt)
Imelda (2019),76657,No TS winds (<34kt)
Imelda (2019),78205,No TS winds (<34kt)
Imelda (2019),79782,No TS winds (<34kt)
Imelda (2019),76118,No TS winds (<34kt)
Imelda (2019),77094,No TS winds (<34kt)
Imelda (2019),77534,No TS winds (<34kt)
Imelda (2019),75640,No TS winds (<34kt)
Imelda (2019),75670,No TS winds (<34kt)
Imelda (2019),76104,No TS winds (<34kt)
Imelda (2019),76208,No TS winds (<34kt)
Imelda (2019),76550,No TS winds (<34kt)
Imelda (2019),78222,No TS winds (<34kt)
Imelda (2019),76252,No TS winds (<34kt)
Imelda (2019),76692,No TS winds (<34kt)
Imelda (2019),77655,No TS winds (<34kt)
Imelda (2019),78025,No TS winds (<34kt)
Imelda (2019),76309,No TS winds (<34kt)
Imelda (2019),76155,No TS winds (<34kt)
Imelda (2019),78116,No TS winds (<34kt)
Imelda (2019),88252,No TS winds (<34kt)
Imelda (2019),71103,No TS winds (<34kt)
Imelda (2019),76129,No TS winds (<34kt)
Imelda (2019),78872,No TS winds (<34kt)
Imelda (2019),79226,No TS winds (<34kt)
Imelda (2019),75468,No TS winds (<34kt)
Imelda (2019),78375,No TS winds (<34kt)
Imelda (2019),78152,No TS winds (<34kt)
Imelda (2019),76951,No TS winds (<34kt)
Imelda (2019),88135,No TS winds (<34kt)
Imelda (2019),78830,No TS winds (<34kt)
Imelda (2019),76670,No TS winds (<34kt)
Imelda (2019),79088,No TS winds (<34kt)
Imelda (2019),88263,No TS winds (<34kt)
Imelda (2019),75643,No TS winds (<34kt)
Imelda (2019),75124,No TS winds (<34kt)
Imelda (2019),75939,No TS winds (<34kt)
Imelda (2019),78072,No TS winds (<34kt)
Imelda (2019),79225,No TS winds (<34kt)
Imelda (2019),77970,No TS winds (<34kt)
Imelda (2019),76508,No TS winds (<34kt)
Imelda (2019),73573,No TS winds (<34kt)
Imelda (2019),76666,No TS winds (<34kt)
Imelda (2019),79788,No TS winds (<34kt)
Imelda (2019),75412,No TS winds (<34kt)
Imelda (2019),76827,No TS winds (<34kt)
Imelda (2019),73570,No TS winds (<34kt)
Imelda (2019),77580,No TS winds (<34kt)
Imelda (2019),77991,No TS winds (<34kt)
Imelda (2019),79091,No TS winds (<34kt)
Imelda (2019),88430,No TS winds (<34kt)
Imelda (2019),79350,No TS winds (<34kt)
Imelda (2019),77993,No TS winds (<34kt)
Imelda (2019),75978,No TS winds (<34kt)
Imelda (2019),77878,No TS winds (<34kt)
Imelda (2019),79240,No TS winds (<34kt)
Imelda (2019),79021,No TS winds (<34kt)
Imelda (2019),76957,No TS winds (<34kt)
Imelda (2019),76865,No TS winds (<34kt)
Harvey (2017),88132,No TS winds (<34kt)
Florence (2018),27527,Tropical-storm (34–49kt)
Florence (2018),28269,No TS winds (<34kt)
Florence (2018),28334,Tropical-storm (34–49kt)
Florence (2018),28546,Hurricane-force (>=64kt)
Florence (2018),32003,No TS winds (<34kt)
Florence (2018),32011,No TS winds (<34kt)
Florence (2018),32583,No TS winds (<34kt)
Florence (2018),32920,No TS winds (<34kt)
Florence (2018),33147,No TS winds (<34kt)
Florence (2018),33312,No TS winds (<34kt)
Florence (2018),33458,No TS winds (<34kt)
Florence (2018),33810,No TS winds (<34kt)
Florence (2018),34233,No TS winds (<34kt)
Florence (2018),34747,No TS winds (<34kt)
Florence (2018),36541,No TS winds (<34kt)
Florence (2018),27356,Tropical-storm (34–49kt)
Florence (2018),27615,Tropical-storm (34–49kt)
Florence (2018),27834,Gale-force (50–63kt)
Florence (2018),28027,Tropical-storm (34–49kt)
Florence (2018),28806,No TS winds (<34kt)
Florence (2018),33020,No TS winds (<34kt)
Florence (2018),33033,No TS winds (<34kt)
Florence (2018),33511,No TS winds (<34kt)
Florence (2018),33827,No TS winds (<34kt)
Florence (2018),33852,No TS winds (<34kt)
Florence (2018),33898,No TS winds (<34kt)
Florence (2018),33905,No TS winds (<34kt)
Florence (2018),34711,No TS winds (<34kt)
Florence (2018),36526,No TS winds (<34kt)
Florence (2018),37683,No TS winds (<34kt)
Florence (2018),27403,No TS winds (<34kt)
Florence (2018),28031,No TS winds (<34kt)
Florence (2018),28103,Tropical-storm (34–49kt)
Florence (2018),32250,No TS winds (<34kt)
Florence (2018),32347,No TS winds (<34kt)
Florence (2018),32968,No TS winds (<34kt)
Florence (2018),34116,No TS winds (<34kt)
Florence (2018),34210,No TS winds (<34kt)
Florence (2018),34695,No TS winds (<34kt)
Florence (2018),34987,No TS winds (<34kt)
Florence (2018),36528,No TS winds (<34kt)
Florence (2018),36574,No TS winds (<34kt)
Florence (2018),27217,No TS winds (<34kt)
