disaster,home_zip,int_bin
Florence (2018),32443,No TS winds (<34kt)
Florence (2018),27009,No TS winds (<34kt)
Florence (2018),27110,No TS winds (<34kt)
Florence (2018),29385,No TS winds (<34kt)
Florence (2018),30537,No TS winds (<34kt)
Florence (2018),28606,No TS winds (<34kt)
Florence (2018),28392,Gale-force (50–63kt)
Florence (2018),28330,Tropical-storm (34–49kt)
Florence (2018),32140,No TS winds (<34kt)
Florence (2018),32567,No TS winds (<34kt)
Florence (2018),30562,No TS winds (<34kt)
Florence (2018),32697,No TS winds (<34kt)
Florence (2018),27814,Gale-force (50–63kt)
Florence (2018),24351,No TS winds (<34kt)
Florence (2018),27956,Tropical-storm (34–49kt)
Florence (2018),32648,No TS winds (<34kt)
Florence (2018),33847,No TS winds (<34kt)
Florence (2018),27964,Tropical-storm (34–49kt)
Florence (2018),32323,No TS winds (<34kt)
Florence (2018),27840,Tropical-storm (34–49kt)
Florence (2018),32356,No TS winds (<34kt)
Florence (2018),28039,Tropical-storm (34–49kt)
Florence (2018),32133,No TS winds (<34kt)
Florence (2018),32463,No TS winds (<34kt)
Irma (2017),33186,Gale-force (50–63kt)
Irma (2017),33334,Gale-force (50–63kt)
Irma (2017),33410,Gale-force (50–63kt)
Irma (2017),33619,Hurricane-force (>=64kt)
Irma (2017),33972,Hurricane-force (>=64kt)
Irma (2017),34609,Hurricane-force (>=64kt)
Irma (2017),34787,Gale-force (50–63kt)
Irma (2017),32177,Gale-force (50–63kt)
Irma (2017),32207,Gale-force (50–63kt)
Irma (2017),32424,Tropical-storm (34–49kt)
Irma (2017),32507,No TS winds (<34kt)
Irma (2017),32763,Gale-force (50–63kt)
Irma (2017),33071,Gale-force (50–63kt)
Irma (2017),33403,Gale-force (50–63kt)
Irma (2017),33463,Gale-force (50–63kt)
Irma (2017),33764,Gale-force (50–63kt)
Irma (2017),33785,Gale-force (50–63kt)
Irma (2017),33950,Hurricane-force (>=64kt)
Irma (2017),34207,Gale-force (50–63kt)
Irma (2017),32055,Gale-force (50–63kt)
Irma (2017),32063,Gale-force (50–63kt)
Irma (2017),32603,Gale-force (50–63kt)
Irma (2017),32724,Gale-force (50–63kt)
Irma (2017),32836,Gale-force (50–63kt)
Irma (2017),33028,Gale-force (50–63kt)
Irma (2017),33170,Gale-force (50–63kt)
Irma (2017),33173,Gale-force (50–63kt)
Irma (2017),33621,Gale-force (50–63kt)
Irma (2017),34113,Hurricane-force (>=64kt)
Irma (2017),34987,Gale-force (50–63kt)
Irma (2017),32466,Tropical-storm (34–49kt)
Irma (2017),32955,Gale-force (50–63kt)
Irma (2017),33155,Gale-force (50–63kt)
Irma (2017),33167,Gale-force (50–63kt)
Irma (2017),33710,Gale-force (50–63kt)
Irma (2017),33956,Hurricane-force (>=64kt)
Irma (2017),32112,Gale-force (50–63kt)
Irma (2017),32413,Tropical-storm (34–49kt)
Irma (2017),34431,Gale-force (50–63kt)
Irma (2017),32926,Gale-force (50–63kt)
Irma (2017),34461,Hurricane-force (>=64kt)
Irma (2017),32128,Gale-force (50–63kt)
Irma (2017),32656,Gale-force (50–63kt)
Irma (2017),33545,Hurricane-force (>=64kt)
Irma (2017),33896,Gale-force (50–63kt)
Irma (2017),34737,Gale-force (50–63kt)
Irma (2017),32407,Tropical-storm (34–49kt)
Irma (2017),33761,Gale-force (50–63kt)
Irma (2017),34946,Gale-force (50–63kt)
Irma (2017),32073,Gale-force (50–63kt)
Irma (2017),32254,Gale-force (50–63kt)
Irma (2017),32534,No TS winds (<34kt)
Irma (2017),33129,Gale-force (50–63kt)
Irma (2017),34956,Gale-force (50–63kt)
Irma (2017),33016,Gale-force (50–63kt)
Irma (2017),33976,Hurricane-force (>=64kt)
Irma (2017),33538,Gale-force (50–63kt)
Irma (2017),33128,Gale-force (50–63kt)
Irma (2017),33857,Hurricane-force (>=64kt)
Irma (2017),32058,Gale-force (50–63kt)
Irma (2017),32744,Gale-force (50–63kt)
Irma (2017),33711,Gale-force (50–63kt)
Irma (2017),34453,Hurricane-force (>=64kt)
Irma (2017),34291,Hurricane-force (>=64kt)
Irma (2017),32692,Gale-force (50–63kt)
Irma (2017),33930,Hurricane-force (>=64kt)
Irma (2017),31562,Gale-force (50–63kt)
Irma (2017),32139,Gale-force (50–63kt)
Irma (2017),36483,Tropical-storm (34–49kt)
Michael (2018),28445,Tropical-storm (34–49kt)
Michael (2018),28530,Gale-force (50–63kt)
Michael (2018),28575,Gale-force (50–63kt)
Michael (2018),28610,No TS winds (<34kt)
Michael (2018),32607,No TS winds (<34kt)
Michael (2018),32680,Tropical-storm (34–49kt)
Michael (2018),33126,No TS winds (<34kt)
Michael (2018),33155,No TS winds (<34kt)
Michael (2018),33570,No TS winds (<34kt)
Michael (2018),33604,No TS winds (<34kt)
Michael (2018),33810,No TS winds (<34kt)
Michael (2018),33830,No TS winds (<34kt)
Michael (2018),34288,No TS winds (<34kt)
Michael (2018),34491,No TS winds (<34kt)
Michael (2018),27406,No TS winds (<34kt)
Michael (2018),27409,No TS winds (<34kt)
Michael (2018),27614,No TS winds (<34kt)
Michael (2018),27804,No TS winds (<34kt)
Michael (2018),28269,No TS winds (<34kt)
Michael (2018),28555,Gale-force (50–63kt)
Michael (2018),28602,No TS winds (<34kt)
Michael (2018),32011,No TS winds (<34kt)
Michael (2018),32404,Hurricane-force (>=64kt)
Michael (2018),32505,Tropical-storm (34–49kt)
Michael (2018),32837,No TS winds (<34kt)
Michael (2018),33134,No TS winds (<34kt)
Michael (2018),33157,No TS winds (<34kt)
Michael (2018),33410,No TS winds (<34kt)
Michael (2018),33511,No TS winds (<34kt)
Michael (2018),33523,No TS winds (<34kt)
Michael (2018),33597,No TS winds (<34kt)
Michael (2018),33618,No TS winds (<34kt)
Michael (2018),33972,No TS winds (<34kt)
Michael (2018),34104,No TS winds (<34kt)
Michael (2018),34232,No TS winds (<34kt)
Michael (2018),34668,No TS winds (<34kt)
Michael (2018),27048,No TS winds (<34kt)
Michael (2018),27855,Gale-force (50–63kt)
Michael (2018),28270,No TS winds (<34kt)
Michael (2018),28570,Gale-force (50–63kt)
Michael (2018),32180,No TS winds (<34kt)
Michael (2018),32526,Tropical-storm (34–49kt)
Michael (2018),33455,No TS winds (<34kt)
Michael (2018),33541,No TS winds (<34kt)
Michael (2018),33576,No TS winds (<34kt)
Michael (2018),34266,No TS winds (<34kt)
Michael (2018),27408,No TS winds (<34kt)
Michael (2018),27571,No TS winds (<34kt)
Michael (2018),33183,No TS winds (<34kt)
Michael (2018),33433,No TS winds (<34kt)
Michael (2018),33445,No TS winds (<34kt)
Michael (2018),33884,No TS winds (<34kt)
Michael (2018),36572,No TS winds (<34kt)
Michael (2018),32003,No TS winds (<34kt)
Michael (2018),32952,No TS winds (<34kt)
Michael (2018),33174,No TS winds (<34kt)
Michael (2018),33772,No TS winds (<34kt)
Michael (2018),33990,No TS winds (<34kt)
Michael (2018),27574,No TS winds (<34kt)
Michael (2018),27605,No TS winds (<34kt)
Michael (2018),28213,No TS winds (<34kt)
Michael (2018),28311,Tropical-storm (34–49kt)
Michael (2018),28314,Tropical-storm (34–49kt)
Michael (2018),28655,No TS winds (<34kt)
Michael (2018),32720,No TS winds (<34kt)
Michael (2018),33928,No TS winds (<34kt)
Michael (2018),36615,No TS winds (<34kt)
Michael (2018),27051,No TS winds (<34kt)
Michael (2018),27873,No TS winds (<34kt)
Michael (2018),28658,No TS winds (<34kt)
Michael (2018),33177,No TS winds (<34kt)
Michael (2018),33477,No TS winds (<34kt)
Michael (2018),33778,No TS winds (<34kt)
Michael (2018),34476,No TS winds (<34kt)
Michael (2018),36530,Tropical-storm (34–49kt)
Michael (2018),27054,No TS winds (<34kt)
Michael (2018),28584,Gale-force (50–63kt)
Michael (2018),32438,Hurricane-force (>=64kt)
Michael (2018),27248,No TS winds (<34kt)
Michael (2018),32136,No TS winds (<34kt)
Michael (2018),34956,No TS winds (<34kt)
Michael (2018),28025,No TS winds (<34kt)
Michael (2018),33054,No TS winds (<34kt)
Michael (2018),27356,Tropical-storm (34–49kt)
Michael (2018),28612,No TS winds (<34kt)
Michael (2018),29704,No TS winds (<34kt)
Michael (2018),33510,No TS winds (<34kt)
Michael (2018),27052,No TS winds (<34kt)
Michael (2018),28435,Tropical-storm (34–49kt)
Michael (2018),34215,No TS winds (<34kt)
Michael (2018),27231,No TS winds (<34kt)
Michael (2018),33922,No TS winds (<34kt)
Michael (2018),33981,No TS winds (<34kt)
Michael (2018),28705,No TS winds (<34kt)
Michael (2018),27920,Tropical-storm (34–49kt)
Michael (2018),28605,No TS winds (<34kt)
Michael (2018),28668,No TS winds (<34kt)
Michael (2018),27509,No TS winds (<34kt)
Michael (2018),32702,No TS winds (<34kt)
Michael (2018),28581,Gale-force (50–63kt)
Michael (2018),34737,No TS winds (<34kt)
Michael (2018),27966,Gale-force (50–63kt)
Michael (2018),28676,No TS winds (<34kt)
Michael (2018),32322,Gale-force (50–63kt)
Michael (2018),28571,Gale-force (50–63kt)
Michael (2018),32054,Tropical-storm (34–49kt)
Michael (2018),27258,No TS winds (<34kt)
Michael (2018),32456,Hurricane-force (>=64kt)
Michael (2018),27810,Gale-force (50–63kt)
Michael (2018),33921,No TS winds (<34kt)
Michael (2018),27110,No TS winds (<34kt)
Michael (2018),28785,No TS winds (<34kt)
Michael (2018),30541,No TS winds (<34kt)
Michael (2018),32625,Tropical-storm (34–49kt)
Michael (2018),34434,No TS winds (<34kt)
Michael (2018),27947,Gale-force (50–63kt)
Michael (2018),28351,Tropical-storm (34–49kt)
Michael (2018),29676,No TS winds (<34kt)
Michael (2018),27305,No TS winds (<34kt)
Michael (2018),37876,No TS winds (<34kt)
Michael (2018),37391,No TS winds (<34kt)
Michael (2018),27883,No TS winds (<34kt)
Michael (2018),27915,Tropical-storm (34–49kt)
Michael (2018),28438,Tropical-storm (34–49kt)
Michael (2018),28448,Tropical-storm (34–49kt)
Michael (2018),27968,Gale-force (50–63kt)
Michael (2018),23434,No TS winds (<34kt)
Michael (2018),28009,No TS winds (<34kt)
Michael (2018),27824,Gale-force (50–63kt)
Michael (2018),24171,No TS winds (<34kt)
Michael (2018),39828,Tropical-storm (34–49kt)
Michael (2018),33051,No TS winds (<34kt)
Michael (2018),27007,No TS winds (<34kt)
Michael (2018),27924,Gale-force (50–63kt)
Michael (2018),32061,Tropical-storm (34–49kt)
Michael (2018),27878,No TS winds (<34kt)
Michael (2018),32332,Gale-force (50–63kt)
Michael (2018),27978,Gale-force (50–63kt)
Michael (2018),34762,No TS winds (<34kt)
Michael (2018),28583,Gale-force (50–63kt)
Michael (2018),27821,Gale-force (50–63kt)
Michael (2018),23927,Tropical-storm (34–49kt)
Michael (2018),28350,Tropical-storm (34–49kt)
Michael (2018),28330,Tropical-storm (34–49kt)
Michael (2018),28589,Gale-force (50–63kt)
Michael (2018),28537,Gale-force (50–63kt)
Michael (2018),29329,No TS winds (<34kt)
Harvey (2017),77489,Tropical-storm (34–49kt)
Harvey (2017),78539,No TS winds (<34kt)
Harvey (2017),75933,No TS winds (<34kt)
Harvey (2017),77038,Tropical-storm (34–49kt)
Harvey (2017),77055,Tropical-storm (34–49kt)
Harvey (2017),78257,No TS winds (<34kt)
Harvey (2017),78704,No TS winds (<34kt)
Harvey (2017),78735,No TS winds (<34kt)
Harvey (2017),79916,No TS winds (<34kt)
Harvey (2017),76710,Tropical-storm (34–49kt)
Harvey (2017),77018,Tropical-storm (34–49kt)
Harvey (2017),77029,Tropical-storm (34–49kt)
Harvey (2017),77808,Tropical-storm (34–49kt)
Harvey (2017),77994,Gale-force (50–63kt)
Harvey (2017),78410,Gale-force (50–63kt)
Harvey (2017),75065,No TS winds (<34kt)
Harvey (2017),75852,Tropical-storm (34–49kt)
Harvey (2017),76092,No TS winds (<34kt)
Harvey (2017),76179,No TS winds (<34kt)
Harvey (2017),77056,Tropical-storm (34–49kt)
Harvey (2017),71107,No TS winds (<34kt)
Harvey (2017),76504,Tropical-storm (34–49kt)
Harvey (2017),75135,No TS winds (<34kt)
Harvey (2017),77371,No TS winds (<34kt)
Harvey (2017),78133,Tropical-storm (34–49kt)
Harvey (2017),79119,No TS winds (<34kt)
Harvey (2017),79546,No TS winds (<34kt)
Harvey (2017),79764,No TS winds (<34kt)
Harvey (2017),76117,No TS winds (<34kt)
Harvey (2017),76537,No TS winds (<34kt)
Harvey (2017),77035,Tropical-storm (34–49kt)
Harvey (2017),78260,No TS winds (<34kt)
Harvey (2017),78620,No TS winds (<34kt)
Harvey (2017),78734,No TS winds (<34kt)
Harvey (2017),76302,No TS winds (<34kt)
Harvey (2017),76574,Tropical-storm (34–49kt)
Harvey (2017),77485,Tropical-storm (34–49kt)
Harvey (2017),77562,Tropical-storm (34–49kt)
Harvey (2017),77662,No TS winds (<34kt)
Harvey (2017),71006,No TS winds (<34kt)
Harvey (2017),75701,No TS winds (<34kt)
Harvey (2017),76120,No TS winds (<34kt)
Harvey (2017),77032,Tropical-storm (34–49kt)
Harvey (2017),77568,Tropical-storm (34–49kt)
Harvey (2017),75650,No TS winds (<34kt)
Harvey (2017),78953,Tropical-storm (34–49kt)
Harvey (2017),75422,No TS winds (<34kt)
Harvey (2017),76013,No TS winds (<34kt)
Harvey (2017),77530,Tropical-storm (34–49kt)
Harvey (2017),78752,No TS winds (<34kt)
Harvey (2017),79504,No TS winds (<34kt)
Harvey (2017),75480,No TS winds (<34kt)
Harvey (2017),76048,No TS winds (<34kt)
Harvey (2017),76577,Tropical-storm (34–49kt)
Harvey (2017),78205,Tropical-storm (34–49kt)
Harvey (2017),71109,No TS winds (<34kt)
Harvey (2017),77025,Tropical-storm (34–49kt)
Harvey (2017),77320,Tropical-storm (34–49kt)
Harvey (2017),79414,No TS winds (<34kt)
Harvey (2017),73542,No TS winds (<34kt)
Harvey (2017),78748,No TS winds (<34kt)
Harvey (2017),78606,No TS winds (<34kt)
Harvey (2017),76557,Tropical-storm (34–49kt)
Harvey (2017),78753,No TS winds (<34kt)
Harvey (2017),79014,No TS winds (<34kt)
Harvey (2017),79035,No TS winds (<34kt)
Harvey (2017),78236,No TS winds (<34kt)
Harvey (2017),75491,No TS winds (<34kt)
Harvey (2017),77024,Tropical-storm (34–49kt)
Harvey (2017),79096,No TS winds (<34kt)
Harvey (2017),76692,No TS winds (<34kt)
Harvey (2017),71101,No TS winds (<34kt)
Harvey (2017),76073,No TS winds (<34kt)
Harvey (2017),75973,No TS winds (<34kt)
Harvey (2017),76623,No TS winds (<34kt)
Harvey (2017),78071,Tropical-storm (34–49kt)
Harvey (2017),75433,No TS winds (<34kt)
Harvey (2017),75935,No TS winds (<34kt)
Harvey (2017),76633,No TS winds (<34kt)
Harvey (2017),79532,No TS winds (<34kt)
Harvey (2017),77665,No TS winds (<34kt)
Harvey (2017),77856,Tropical-storm (34–49kt)
Harvey (2017),76437,No TS winds (<34kt)
Harvey (2017),71108,No TS winds (<34kt)
Harvey (2017),78376,No TS winds (<34kt)
Harvey (2017),75639,No TS winds (<34kt)
Harvey (2017),75661,No TS winds (<34kt)
Harvey (2017),76823,No TS winds (<34kt)
Harvey (2017),75656,No TS winds (<34kt)
Harvey (2017),75966,No TS winds (<34kt)
Harvey (2017),73456,No TS winds (<34kt)
Harvey (2017),78359,Hurricane-force (>=64kt)
Harvey (2017),76389,No TS winds (<34kt)
Harvey (2017),75929,No TS winds (<34kt)
Harvey (2017),78593,No TS winds (<34kt)
Harvey (2017),76837,No TS winds (<34kt)
Harvey (2017),79777,No TS winds (<34kt)
Harvey (2017),77483,Tropical-storm (34–49kt)
Harvey (2017),78873,No TS winds (<34kt)
Harvey (2017),74729,No TS winds (<34kt)
Harvey (2017),75563,No TS winds (<34kt)
Harvey (2017),88263,No TS winds (<34kt)
Harvey (2017),77458,Tropical-storm (34–49kt)
Harvey (2017),88130,No TS winds (<34kt)
Harvey (2017),79343,No TS winds (<34kt)
Harvey (2017),79778,No TS winds (<34kt)
Harvey (2017),73440,No TS winds (<34kt)
Harvey (2017),79233,No TS winds (<34kt)
Harvey (2017),73529,No TS winds (<34kt)
Harvey (2017),75928,No TS winds (<34kt)
Harvey (2017),78012,Tropical-storm (34–49kt)
Harvey (2017),78880,No TS winds (<34kt)
Harvey (2017),78843,No TS winds (<34kt)
Harvey (2017),78066,No TS winds (<34kt)
Harvey (2017),78057,No TS winds (<34kt)
Harvey (2017),75478,No TS winds (<34kt)
Harvey (2017),73569,No TS winds (<34kt)
Harvey (2017),78931,Tropical-storm (34–49kt)
Harvey (2017),77519,No TS winds (<34kt)
Harvey (2017),76635,No TS winds (<34kt)
Harvey (2017),78340,Hurricane-force (>=64kt)
Harvey (2017),77987,Gale-force (50–63kt)
Harvey (2017),75435,No TS winds (<34kt)
Harvey (2017),71043,No TS winds (<34kt)
Harvey (2017),77419,Tropical-storm (34–49kt)
Harvey (2017),75780,No TS winds (<34kt)
Harvey (2017),76957,No TS winds (<34kt)
Harvey (2017),76666,No TS winds (<34kt)
Harvey (2017),76866,No TS winds (<34kt)
Harvey (2017),78353,No TS winds (<34kt)
Harvey (2017),79854,No TS winds (<34kt)
Harvey (2017),77467,Tropical-storm (34–49kt)
Imelda (2019),75204,No TS winds (<34kt)
Imelda (2019),75495,No TS winds (<34kt)
Imelda (2019),76063,No TS winds (<34kt)
Imelda (2019),76904,No TS winds (<34kt)
Imelda (2019),78223,No TS winds (<34kt)
Imelda (2019),79109,No TS winds (<34kt)
Imelda (2019),79605,No TS winds (<34kt)
Imelda (2019),74726,No TS winds (<34kt)
Imelda (2019),75087,No TS winds (<34kt)
Imelda (2019),75092,No TS winds (<34kt)
Imelda (2019),75215,No TS winds (<34kt)
Imelda (2019),75227,No TS winds (<34kt)
Imelda (2019),77581,No TS winds (<34kt)
Imelda (2019),78384,No TS winds (<34kt)
Imelda (2019),78596,No TS winds (<34kt)
Imelda (2019),78754,No TS winds (<34kt)
Imelda (2019),79252,No TS winds (<34kt)
Imelda (2019),79316,No TS winds (<34kt)
Imelda (2019),77082,No TS winds (<34kt)
Imelda (2019),77318,No TS winds (<34kt)
Imelda (2019),77355,No TS winds (<34kt)
Imelda (2019),78207,No TS winds (<34kt)
Imelda (2019),75235,No TS winds (<34kt)
Imelda (2019),76513,No TS winds (<34kt)
Imelda (2019),77327,No TS winds (<34kt)
Imelda (2019),78028,No TS winds (<34kt)
Imelda (2019),78541,No TS winds (<34kt)
Imelda (2019),79908,No TS winds (<34kt)
Imelda (2019),76249,No TS winds (<34kt)
Imelda (2019),77064,No TS winds (<34kt)
Imelda (2019),75459,No TS winds (<34kt)
Imelda (2019),76273,No TS winds (<34kt)
Imelda (2019),76706,No TS winds (<34kt)
Imelda (2019),77423,No TS winds (<34kt)
Imelda (2019),78717,No TS winds (<34kt)
Imelda (2019),75146,No TS winds (<34kt)
Imelda (2019),75479,No TS winds (<34kt)
Imelda (2019),77868,No TS winds (<34kt)
Imelda (2019),78204,No TS winds (<34kt)
Imelda (2019),78250,No TS winds (<34kt)
Imelda (2019),78860,No TS winds (<34kt)
Imelda (2019),75691,No TS winds (<34kt)
Imelda (2019),76084,No TS winds (<34kt)
Imelda (2019),73449,No TS winds (<34kt)
Imelda (2019),75789,No TS winds (<34kt)
Imelda (2019),77045,No TS winds (<34kt)
Imelda (2019),77085,No TS winds (<34kt)
Imelda (2019),75965,No TS winds (<34kt)
Imelda (2019),78061,No TS winds (<34kt)
Imelda (2019),78155,No TS winds (<34kt)
Imelda (2019),78361,No TS winds (<34kt)
Imelda (2019),78631,No TS winds (<34kt)
Imelda (2019),75220,No TS winds (<34kt)
Imelda (2019),77303,No TS winds (<34kt)
Imelda (2019),78240,No TS winds (<34kt)
Imelda (2019),79415,No TS winds (<34kt)
Imelda (2019),73443,No TS winds (<34kt)
Imelda (2019),75417,No TS winds (<34kt)
Imelda (2019),76653,No TS winds (<34kt)
Imelda (2019),77560,No TS winds (<34kt)
Imelda (2019),76476,No TS winds (<34kt)
Imelda (2019),78726,No TS winds (<34kt)
Imelda (2019),78733,No TS winds (<34kt)
Imelda (2019),75972,No TS winds (<34kt)
Imelda (2019),78727,No TS winds (<34kt)
Imelda (2019),77027,No TS winds (<34kt)
Imelda (2019),78942,No TS winds (<34kt)
Imelda (2019),77871,No TS winds (<34kt)
Imelda (2019),71082,No TS winds (<34kt)
Imelda (2019),77087,No TS winds (<34kt)
Imelda (2019),78935,No TS winds (<34kt)
Imelda (2019),79035,No TS winds (<34kt)
Imelda (2019),75237,No TS winds (<34kt)
Imelda (2019),75563,No TS winds (<34kt)
Imelda (2019),75488,No TS winds (<34kt)
Imelda (2019),78113,No TS winds (<34kt)
Imelda (2019),78257,No TS winds (<34kt)
Imelda (2019),79756,No TS winds (<34kt)
Imelda (2019),75125,No TS winds (<34kt)
Imelda (2019),75707,No TS winds (<34kt)
Imelda (2019),78071,No TS winds (<34kt)
Imelda (2019),79022,No TS winds (<34kt)
Imelda (2019),76903,No TS winds (<34kt)
Imelda (2019),76457,No TS winds (<34kt)
Imelda (2019),75946,No TS winds (<34kt)
Imelda (2019),76936,No TS winds (<34kt)
Imelda (2019),78962,No TS winds (<34kt)
Imelda (2019),76518,No TS winds (<34kt)
Imelda (2019),76652,No TS winds (<34kt)
Imelda (2019),79343,No TS winds (<34kt)
Imelda (2019),79703,No TS winds (<34kt)
Imelda (2019),73448,No TS winds (<34kt)
Imelda (2019),78066,No TS winds (<34kt)
Imelda (2019),76878,No TS winds (<34kt)
Imelda (2019),78829,No TS winds (<34kt)
Imelda (2019),77563,No TS winds (<34kt)
Imelda (2019),77457,No TS winds (<34kt)
Imelda (2019),74748,No TS winds (<34kt)
Imelda (2019),79351,No TS winds (<34kt)
Imelda (2019),79092,No TS winds (<34kt)
Imelda (2019),75926,No TS winds (<34kt)
Imelda (2019),79095,No TS winds (<34kt)
Imelda (2019),75144,No TS winds (<34kt)
Imelda (2019),71403,No TS winds (<34kt)
Imelda (2019),79540,No TS winds (<34kt)
Imelda (2019),76481,No TS winds (<34kt)
Imelda (2019),79342,No TS winds (<34kt)
Imelda (2019),71027,No TS winds (<34kt)
Imelda (2019),77616,No TS winds (<34kt)
Imelda (2019),75471,No TS winds (<34kt)
Imelda (2019),78353,No TS winds (<34kt)
Imelda (2019),79087,No TS winds (<34kt)
Imelda (2019),75453,No TS winds (<34kt)
Imelda (2019),79313,No TS winds (<34kt)
Imelda (2019),75943,No TS winds (<34kt)
Imelda (2019),76486,No TS winds (<34kt)
Imelda (2019),78142,No TS winds (<34kt)
Imelda (2019),79528,No TS winds (<34kt)
Imelda (2019),73937,No TS winds (<34kt)
Imelda (2019),79019,No TS winds (<34kt)
Imelda (2019),78151,No TS winds (<34kt)
Imelda (2019),79052,No TS winds (<34kt)
Imelda (2019),76460,No TS winds (<34kt)
Imelda (2019),73440,No TS winds (<34kt)
Imelda (2019),77855,No TS winds (<34kt)
Imelda (2019),78349,No TS winds (<34kt)
Imelda (2019),76874,No TS winds (<34kt)
Imelda (2019),79847,No TS winds (<34kt)
Imelda (2019),76459,No TS winds (<34kt)
Florence (2018),27915,Gale-force (50–63kt)
Florence (2018),28144,Tropical-storm (34–49kt)
Florence (2018),28205,Tropical-storm (34–49kt)
Florence (2018),28311,Tropical-storm (34–49kt)
Florence (2018),28630,No TS winds (<34kt)
Florence (2018),32065,No TS winds (<34kt)
Florence (2018),32750,No TS winds (<34kt)
Florence (2018),32779,No TS winds (<34kt)
Florence (2018),32810,No TS winds (<34kt)
Florence (2018),33018,No TS winds (<34kt)
Florence (2018),33068,No TS winds (<34kt)
Florence (2018),33145,No TS winds (<34kt)
Florence (2018),33563,No TS winds (<34kt)
Florence (2018),33777,No TS winds (<34kt)
Florence (2018),33811,No TS winds (<34kt)
Florence (2018),34608,No TS winds (<34kt)
Florence (2018),34957,No TS winds (<34kt)
Florence (2018),34994,No TS winds (<34kt)
Florence (2018),27909,Tropical-storm (34–49kt)
Florence (2018),28117,No TS winds (<34kt)
Florence (2018),28584,Hurricane-force (>=64kt)
Florence (2018),28734,No TS winds (<34kt)
Florence (2018),32169,No TS winds (<34kt)
Florence (2018),32244,No TS winds (<34kt)
Florence (2018),32259,No TS winds (<34kt)
Florence (2018),32534,No TS winds (<34kt)
Florence (2018),32825,No TS winds (<34kt)
Florence (2018),33183,No TS winds (<34kt)
Florence (2018),33971,No TS winds (<34kt)
Florence (2018),34207,No TS winds (<34kt)
Florence (2018),34683,No TS winds (<34kt)
Florence (2018),27016,No TS winds (<34kt)
Florence (2018),27958,Tropical-storm (34–49kt)
Florence (2018),28040,No TS winds (<34kt)
Florence (2018),28080,No TS winds (<34kt)
Florence (2018),28273,No TS winds (<34kt)
Florence (2018),28678,No TS winds (<34kt)
Florence (2018),30559,No TS winds (<34kt)
Florence (2018),30582,No TS winds (<34kt)
Florence (2018),32145,No TS winds (<34kt)
Florence (2018),33759,No TS winds (<34kt)
Florence (2018),34945,No TS winds (<34kt)
Florence (2018),27520,Tropical-storm (34–49kt)
Florence (2018),28801,No TS winds (<34kt)
Florence (2018),32456,No TS winds (<34kt)
Florence (2018),33140,No TS winds (<34kt)
Florence (2018),33417,No TS winds (<34kt)
Florence (2018),33538,No TS winds (<34kt)
Florence (2018),33570,No TS winds (<34kt)
Florence (2018),33609,No TS winds (<34kt)
Florence (2018),34667,No TS winds (<34kt)
Florence (2018),27288,No TS winds (<34kt)
Florence (2018),27886,Tropical-storm (34–49kt)
Florence (2018),28904,No TS winds (<34kt)
Florence (2018),33193,No TS winds (<34kt)
Florence (2018),33626,No TS winds (<34kt)
Florence (2018),33755,No TS winds (<34kt)
Florence (2018),34286,No TS winds (<34kt)
Florence (2018),34982,No TS winds (<34kt)
Florence (2018),27106,No TS winds (<34kt)
Florence (2018),28677,No TS winds (<34kt)
Florence (2018),33573,No TS winds (<34kt)
Florence (2018),34291,No TS winds (<34kt)
Florence (2018),28092,No TS winds (<34kt)
Florence (2018),32305,No TS winds (<34kt)
Florence (2018),32694,No TS winds (<34kt)
Florence (2018),32764,No TS winds (<34kt)
Florence (2018),33602,No TS winds (<34kt)
Florence (2018),36535,No TS winds (<34kt)
Florence (2018),27525,Tropical-storm (34–49kt)
Florence (2018),27596,Tropical-storm (34–49kt)
Florence (2018),28465,Hurricane-force (>=64kt)
Florence (2018),33714,No TS winds (<34kt)
Florence (2018),32180,No TS winds (<34kt)
Florence (2018),34108,No TS winds (<34kt)
Florence (2018),32399,No TS winds (<34kt)
Florence (2018),36561,No TS winds (<34kt)
Florence (2018),32095,No TS winds (<34kt)
Florence (2018),32568,No TS winds (<34kt)
Florence (2018),27608,Tropical-storm (34–49kt)
Florence (2018),28033,No TS winds (<34kt)
Florence (2018),28711,No TS winds (<34kt)
Florence (2018),32686,No TS winds (<34kt)
Florence (2018),28444,Hurricane-force (>=64kt)
Florence (2018),28089,No TS winds (<34kt)
Florence (2018),28212,Tropical-storm (34–49kt)
Florence (2018),32136,No TS winds (<34kt)
Florence (2018),33585,No TS winds (<34kt)
Florence (2018),27882,Tropical-storm (34–49kt)
Florence (2018),32321,No TS winds (<34kt)
Florence (2018),28516,Hurricane-force (>=64kt)
Florence (2018),28657,No TS winds (<34kt)
Florence (2018),28747,No TS winds (<34kt)
Florence (2018),32179,No TS winds (<34kt)
Florence (2018),27816,Tropical-storm (34–49kt)
Florence (2018),28544,Hurricane-force (>=64kt)
Florence (2018),28529,Hurricane-force (>=64kt)
Florence (2018),27810,Gale-force (50–63kt)
Florence (2018),28682,No TS winds (<34kt)
Florence (2018),27563,Tropical-storm (34–49kt)
Florence (2018),37692,No TS winds (<34kt)
Florence (2018),28905,No TS winds (<34kt)
Florence (2018),28513,Gale-force (50–63kt)
Florence (2018),28556,Hurricane-force (>=64kt)
Florence (2018),32343,No TS winds (<34kt)
