disaster,distance_km,density
Harvey (2017),108.61723446893788,0.0011050403521869446
Harvey (2017),109.0180360721443,0.0011013084747612937
Harvey (2017),109.4188376753507,0.0010974520440142658
Harvey (2017),109.81963927855712,0.0010934721037937577
Harvey (2017),110.22044088176354,0.0010893722801489489
Harvey (2017),110.62124248496994,0.0010851588091931666
Harvey (2017),111.02204408817636,0.001080840536116494
Harvey (2017),111.42284569138278,0.0010764288826058607
Harvey (2017),111.82364729458918,0.0010719377803222185
Harvey (2017),112.2244488977956,0.0010673835685458613
Harvey (2017),112.62525050100201,0.001062784854627956
Harvey (2017),113.02605210420842,0.001058162336473657
Harvey (2017),113.42685370741484,0.0010535385869264516
Harvey (2017),113.82765531062124,0.0010489378006186536
Harvey (2017),114.22845691382766,0.0010443855045935895
Harvey (2017),114.62925851703407,0.0010399082347828477
Harvey (2017),115.03006012024048,0.0010355331812267618
Harvey (2017),115.4308617234469,0.001031287805745231
Harvey (2017),115.83166332665331,0.0010271994365832226
Harvey (2017),116.23246492985972,0.0010232948453525025
Harvey (2017),116.63326653306613,0.0010195998123466823
Harvey (2017),117.03406813627255,0.0010161386869976573
Harvey (2017),117.43486973947896,0.0010129339508427307
Harvey (2017),117.83567134268537,0.0010100057908581956
Harvey (2017),118.23647294589179,0.0010073716913617773
Harvey (2017),118.6372745490982,0.0010050460528703128
Harvey (2017),119.03807615230461,0.0010030398462998833
Harvey (2017),119.43887775551103,0.0010013603106973237
Harvey (2017),119.83967935871743,0.001000010702283484
Harvey (2017),120.24048096192385,0.0009989901019647066
Harvey (2017),120.64128256513027,0.0009982932876314028
Harvey (2017),121.04208416833667,0.000997910676519957
Harvey (2017),121.44288577154309,0.0009978283416825036
Harvey (2017),121.8436873747495,0.000998028105211205
Harvey (2017),122.24448897795591,0.0009984877093291349
Harvey (2017),122.64529058116233,0.0009991810648239971
Harvey (2017),123.04609218436875,0.001000078574603695
Harvey (2017),123.44689378757515,0.0010011475284379544
Harvey (2017),123.84769539078157,0.0010023525632634675
Harvey (2017),124.24849699398798,0.0010036561818178719
Harvey (2017),124.64929859719439,0.0010050193208760614
Harvey (2017),125.0501002004008,0.0010064019590339528
Harvey (2017),125.45090180360722,0.0010077637528596748
Harvey (2017),125.85170340681363,0.0010090646893445307
Harvey (2017),126.25250501002004,0.0010102657419644777
Harvey (2017),126.65330661322646,0.0010113295173283976
Harvey (2017),127.05410821643287,0.0010122208793556956
Harvey (2017),127.45490981963928,0.0010129075381978933
Harvey (2017),127.8557114228457,0.0010133605916939526
Harvey (2017),128.25651302605212,0.0010135550080156471
Harvey (2017),128.6573146292585,0.0010134700392980896
Harvey (2017),129.05811623246493,0.001013089557434925
Harvey (2017),129.45891783567134,0.0010124023048145602
Harvey (2017),129.85971943887776,0.0010114020545440477
Harvey (2017),130.26052104208418,0.0010100876766078644
Harvey (2017),130.6613226452906,0.0010084631083929852
Harvey (2017),131.06212424849699,0.0010065372300308334
Harvey (2017),131.4629258517034,0.0010043236470119211
Harvey (2017),131.86372745490982,0.001001840384471609
Harvey (2017),132.26452905811624,0.0009991094993793675
Harvey (2017),132.66533066132266,0.0009961566185461906
Harvey (2017),133.06613226452907,0.0009930104118567496
Harvey (2017),133.46693386773546,0.0009897020114018331
Harvey (2017),133.86773547094188,0.0009862643882055573
Harvey (2017),134.2685370741483,0.0009827316989911917
Harvey (2017),134.66933867735472,0.000979138615896847
Harvey (2017),135.07014028056113,0.00097551965223264
Harvey (2017),135.47094188376755,0.0009719084972671601
Harvey (2017),135.87174348697394,0.0009683373726527009
Harvey (2017),136.27254509018036,0.0009648364224623993
Harvey (2017),136.67334669338678,0.0009614331479407011
Harvey (2017),137.0741482965932,0.0009581518969889995
Harvey (2017),137.4749498997996,0.0009550134171527025
Harvey (2017),137.87575150300603,0.0009520344794792606
Harvey (2017),138.27655310621242,0.0009492275791153209
Harvey (2017),138.67735470941884,0.0009466007169426369
Harvey (2017),139.07815631262525,0.0009441572649535735
Harvey (2017),139.47895791583167,0.0009418959164731851
Harvey (2017),139.8797595190381,0.000939810720779141
Harvey (2017),140.2805611222445,0.0009378912001825544
Harvey (2017),140.6813627254509,0.0009361225462381459
Harvey (2017),141.0821643286573,0.0009344858904724293
Harvey (2017),141.48296593186373,0.0009329586438708963
Harvey (2017),141.88376753507015,0.0009315148983619025
Harvey (2017),142.28456913827657,0.0009301258826842433
Harvey (2017),142.68537074148298,0.0009287604643313097
Harvey (2017),143.08617234468937,0.0009273856887277267
Harvey (2017),143.4869739478958,0.0009259673464120952
Harvey (2017),143.8877755511022,0.0009244705587667545
Harvey (2017),144.28857715430863,0.0009228603727461877
Harvey (2017),144.68937875751504,0.0009211023551017509
Harvey (2017),145.09018036072143,0.0009191631767740986
Harvey (2017),145.49098196392785,0.0009170111784174315
Harvey (2017),145.89178356713427,0.0009146169084243856
Harvey (2017),146.2925851703407,0.0009119536253289909
Harvey (2017),146.6933867735471,0.0009089977570722332
Harvey (2017),147.09418837675352,0.0009057293103132236
Harvey (2017),147.4949899799599,0.0009021322237544516
Harvey (2017),147.89579158316633,0.0008981946603155216
Harvey (2017),148.29659318637275,0.0008939092339307848
Harvey (2017),148.69739478957916,0.0008892731677551757
Harvey (2017),149.09819639278558,0.0008842883816310643
Harvey (2017),149.498997995992,0.0008789615077866606
Harvey (2017),149.8997995991984,0.0008733038348910298
Harvey (2017),150.3006012024048,0.000867331181766598
Harvey (2017),150.70140280561122,0.0008610637032395597
Harvey (2017),151.10220440881764,0.0008545256317709237
Harvey (2017),151.50300601202406,0.0008477449596334876
Harvey (2017),151.90380761523048,0.0008407530674576498
Harvey (2017),152.30460921843687,0.0008335843059361334
Harvey (2017),152.70541082164328,0.0008262755383277665
Harvey (2017),153.1062124248497,0.0008188656521084233
Harvey (2017),153.50701402805612,0.0008113950486591746
Harvey (2017),153.90781563126254,0.0008039051202374848
Harvey (2017),154.30861723446895,0.0007964377236303429
Harvey (2017),154.70941883767534,0.0007890346598279631
Harvey (2017),155.11022044088176,0.0007817371687778384
Harvey (2017),155.51102204408818,0.0007745854477839504
Harvey (2017),155.9118236472946,0.0007676182014136768
Harvey (2017),156.31262525050101,0.0007608722298821893
Harvey (2017),156.71342685370743,0.000754382061824155
Harvey (2017),157.11422845691382,0.0007481796361655945
Harvey (2017),157.51503006012024,0.0007422940365099436
Harvey (2017),157.91583166332666,0.0007367512800915577
Harvey (2017),158.31663326653307,0.0007315741619695284
Harvey (2017),158.7174348697395,0.0007267821537783366
Harvey (2017),159.1182364729459,0.0007223913550624814
Harvey (2017),159.5190380761523,0.0007184144940405428
Harvey (2017),159.91983967935872,0.0007148609736067576
Harvey (2017),160.32064128256513,0.0007117369575160886
Harvey (2017),160.72144288577155,0.0007090454910363852
Harvey (2017),161.12224448897797,0.0007067866499048894
Harvey (2017),161.5230460921844,0.0007049577112042717
Harvey (2017),161.92384769539078,0.0007035533397748757
Harvey (2017),162.3246492985972,0.000702565783996059
Harvey (2017),162.7254509018036,0.0007019850751832323
Harvey (2017),163.12625250501003,0.0007017992254345188
Harvey (2017),163.52705410821645,0.0007019944194917789
Harvey (2017),163.92785571142286,0.000702555197020549
Harvey (2017),164.32865731462925,0.0007034646226248289
Harvey (2017),164.72945891783567,0.0007047044418567747
Harvey (2017),165.1302605210421,0.0007062552224197249
Harvey (2017),165.5310621242485,0.0007080964806590543
Harvey (2017),165.93186372745492,0.000710206794255798
Harvey (2017),166.3326653306613,0.0007125639027538631
Harvey (2017),166.73346693386773,0.0007151447981396093
Harvey (2017),167.13426853707415,0.0007179258081353922
Harvey (2017),167.53507014028057,0.0007208826751550858
Harvey (2017),167.93587174348698,0.0007239906339957671
Harvey (2017),168.3366733466934,0.0007272244913073365
Harvey (2017),168.7374749498998,0.0007305587096988818
Harvey (2017),169.1382765531062,0.0007339674990204986
Harvey (2017),169.53907815631263,0.0007374249169194705
Harvey (2017),169.93987975951904,0.000740904980231946
Harvey (2017),170.34068136272546,0.0007443817881589772
Harvey (2017),170.74148296593188,0.000747829657515191
Harvey (2017),171.14228456913827,0.0007512232696551173
Harvey (2017),171.5430861723447,0.0007545378280027714
Harvey (2017),171.9438877755511,0.0007577492244589505
Harvey (2017),172.34468937875752,0.000760834212361261
Harvey (2017),172.74549098196394,0.0007637705831442382
Harvey (2017),173.14629258517036,0.0007665373434088945
Harvey (2017),173.54709418837675,0.000769114888776417
Harvey (2017),173.94789579158316,0.0007714851706799699
Harvey (2017),174.34869739478958,0.0007736318521479402
Harvey (2017),174.749498997996,0.0007755404486538966
Harvey (2017),175.15030060120242,0.0007771984502515593
Harvey (2017),175.55110220440883,0.0007785954214715526
Harvey (2017),175.95190380761522,0.0007797230758221099
Harvey (2017),176.35270541082164,0.0007805753221956035
Harvey (2017),176.75350701402806,0.0007811482810222319
Harvey (2017),177.15430861723448,0.0007814402686140164
Harvey (2017),177.5551102204409,0.0007814517487877012
Harvey (2017),177.9559118236473,0.0007811852515244704
Harvey (2017),178.3567134268537,0.000780645259097697
Harvey (2017),178.75751503006012,0.0007798380607576592
Harvey (2017),179.15831663326654,0.000778771577686441
Harvey (2017),179.55911823647295,0.0007774551605107268
Harvey (2017),179.95991983967937,0.0007758993621717684
Harvey (2017),180.3607214428858,0.0007741156893898927
Harvey (2017),180.76152304609218,0.0007721163363191906
Harvey (2017),181.1623246492986,0.0007699139042633749
Harvey (2017),181.56312625250501,0.0007675211115170863
Harvey (2017),181.96392785571143,0.0007649504975128786
Harvey (2017),182.36472945891785,0.0007622141254999659
Harvey (2017),182.76553106212427,0.0007593232879670138
Harvey (2017),183.16633266533066,0.0007562882189594522
Harvey (2017),183.56713426853707,0.0007531178173448094
Harvey (2017),183.9679358717435,0.0007498193849596189
Harvey (2017),184.3687374749499,0.0007463983834400465
Harvey (2017),184.76953907815633,0.0007428582134040771
Harvey (2017),185.17034068136272,0.0007392000195221987
Harvey (2017),185.57114228456913,0.0007354225248876202
Harvey (2017),185.97194388777555,0.0007315218979744172
Harvey (2017),186.37274549098197,0.0007274916553458323
Harvey (2017),186.7735470941884,0.000723322603134777
Harvey (2017),187.1743486973948,0.0007190028201498517
Harvey (2017),187.5751503006012,0.0007145176852460065
Harvey (2017),187.9759519038076,0.0007098499513202652
Harvey (2017),188.37675350701403,0.0007049798679308251
Harvey (2017),188.77755511022045,0.0006998853540742855
Harvey (2017),189.17835671342687,0.0006945422220760439
Harvey (2017),189.57915831663328,0.0006889244528422991
Harvey (2017),189.97995991983967,0.000683004521884338
Harvey (2017),190.3807615230461,0.0006767537745594137
Harvey (2017),190.7815631262525,0.0006701428478884148
Harvey (2017),191.18236472945893,0.0006631421351279178
Harvey (2017),191.58316633266534,0.0006557222880213727
Harvey (2017),191.98396793587176,0.0006478547503666576
Harvey (2017),192.38476953907815,0.0006395123152587506
Harvey (2017),192.78557114228457,0.0006306696971449547
Harvey (2017),193.18637274549098,0.0006213041087186588
Harvey (2017),193.5871743486974,0.0006113958317292131
Harvey (2017),193.98797595190382,0.0006009287700527578
Harvey (2017),194.38877755511024,0.0005898909728997116
Harvey (2017),194.78957915831663,0.0005782751158711492
Harvey (2017),195.19038076152304,0.0005660789277508124
Harvey (2017),195.59118236472946,0.0005533055514535093
Harvey (2017),195.99198396793588,0.0005399638284524946
Harvey (2017),196.3927855711423,0.0005260684972723124
Harvey (2017),196.79358717434872,0.0005116402982390892
Harvey (2017),197.1943887775551,0.000496705978592406
Harvey (2017),197.59519038076152,0.00048129819423306546
Harvey (2017),197.99599198396794,0.0004654553067485374
Harvey (2017),198.39679358717436,0.00044922107685195793
Harvey (2017),198.79759519038078,0.00043264425791329195
Harvey (2017),199.1983967935872,0.00041577809577053566
Harvey (2017),199.59919839679358,0.00039867974340160924
Harvey (2017),200.0,0.0003814096012334373
Irma (2017),0.0,0.0
Irma (2017),0.40080160320641284,0.0
Irma (2017),0.8016032064128257,0.0
Irma (2017),1.2024048096192386,0.014596054825102655
Irma (2017),1.6032064128256514,0.015268162085613077
Irma (2017),2.0040080160320644,0.0159378742863209
Irma (2017),2.404809619238477,0.016602565203625817
Irma (2017),2.80561122244489,0.01725958231422552
Irma (2017),3.2064128256513027,0.01790626957539446
Irma (2017),3.6072144288577155,0.018539990603309353
Irma (2017),4.008016032064129,0.019158151930837204
Irma (2017),4.408817635270541,0.019758226021187545
Irma (2017),4.809619238476954,0.020337773714960844
Irma (2017),5.210420841683367,0.020894465795420276
Irma (2017),5.61122244488978,0.021426103370155422
Irma (2017),6.012024048096192,0.021930636786403643
Irma (2017),6.412825651302605,0.022406182821747167
Irma (2017),6.813627254509019,0.022851039921157165
Irma (2017),7.214428857715431,0.02326370128476204
Irma (2017),7.615230460921844,0.023642865647524013
Irma (2017),8.016032064128257,0.023987445631396074
Irma (2017),8.41683366733467,0.02429657359161562
Irma (2017),8.817635270541082,0.024569604920698266
Irma (2017),9.218436873747494,0.02480611881548772
Irma (2017),9.619238476953909,0.02500591655345025
Irma (2017),10.02004008016032,0.025169017363413638
Irma (2017),10.420841683366733,0.02529565201238341
Irma (2017),10.821643286573147,0.025386254263225817
Irma (2017),11.22244488977956,0.025441450387305928
Irma (2017),11.623246492985972,0.02546204694111981
Irma (2017),12.024048096192384,0.025449017036207732
Irma (2017),12.424849699398798,0.025403485346931053
Irma (2017),12.82565130260521,0.025326712110937084
Irma (2017),13.226452905811623,0.025220076382306025
Irma (2017),13.627254509018037,0.025085058797616803
Irma (2017),14.02805611222445,0.024923224110684865
Irma (2017),14.428857715430862,0.024736203742858905
Irma (2017),14.829659318637274,0.024525678582890686
Irma (2017),15.230460921843688,0.02429336225401217
Irma (2017),15.6312625250501,0.024040985046458088
Irma (2017),16.032064128256515,0.023770278691835938
Irma (2017),16.432865731462925,0.023482962132039625
Irma (2017),16.83366733466934,0.02318072841040143
Irma (2017),17.234468937875754,0.022865232787061446
Irma (2017),17.635270541082164,0.022538082154637123
Irma (2017),18.03607214428858,0.022200825804733967
Irma (2017),18.43687374749499,0.021854947571094775
Irma (2017),18.837675350701403,0.02150185935168489
Irma (2017),19.238476953907817,0.021142895990098793
