disaster,population,mobile_count
Michael & Florence,7522,292
Michael & Florence,4544,169
Michael & Florence,6571,117
Michael & Florence,4197,77
Michael & Florence,4954,64
Michael & Florence,6545,70
Michael & Florence,3873,76
Michael & Florence,5241,78
Michael & Florence,4674,70
Michael & Florence,4536,101
Michael & Florence,5681,77
Michael & Florence,4995,77
Michael & Florence,7164,124
Michael & Florence,4444,69
Michael & Florence,5418,133
Michael & Florence,4908,69
Michael & Florence,4676,101
Michael & Florence,4896,176
Michael & Florence,6005,82
Michael & Florence,4509,102
Michael & Florence,6678,86
Michael & Florence,6687,134
Michael & Florence,5394,158
Michael & Florence,6236,96
Michael & Florence,6775,269
Michael & Florence,0,5
Michael & Florence,0,19
Michael & Florence,0,6
Michael & Florence,81,29
Michael & Florence,9067,298
Michael & Florence,12187,282
Michael & Florence,4143,219
Michael & Florence,4515,554
Michael & Florence,4563,214
Michael & Florence,6491,196
Michael & Florence,4122,93
Michael & Florence,7959,197
Michael & Florence,12294,236
Michael & Florence,3088,111
Michael & Florence,6265,249
Michael & Florence,2294,132
Michael & Florence,7297,229
Michael & Florence,2415,149
Michael & Florence,2257,110
Michael & Florence,5881,233
Michael & Florence,4886,214
Michael & Florence,1353,47
Michael & Florence,2422,77
Michael & Florence,5015,149
Michael & Florence,2235,64
Michael & Florence,2157,73
Michael & Florence,3413,120
Michael & Florence,4650,141
Michael & Florence,5399,120
Michael & Florence,5501,91
Michael & Florence,6332,218
Michael & Florence,7541,198
Michael & Florence,3444,79
Michael & Florence,3924,80
Michael & Florence,5075,117
Michael & Florence,6941,188
Michael & Florence,5124,86
Michael & Florence,1632,69
Michael & Florence,3672,86
Michael & Florence,7268,9
Michael & Florence,4762,153
Michael & Florence,2464,186
Michael & Florence,6369,319
Michael & Florence,3179,119
Michael & Florence,5608,143
Michael & Florence,6308,136
Michael & Florence,5766,229
Michael & Florence,4136,95
Michael & Florence,7397,315
Michael & Florence,2787,118
Michael & Florence,4441,116
Michael & Florence,8373,119
Michael & Florence,16751,131
Michael & Florence,14535,220
Michael & Florence,4311,125
Michael & Florence,4268,193
Michael & Florence,4730,127
Michael & Florence,5695,152
Michael & Florence,8181,239
Michael & Florence,4074,98
Michael & Florence,8512,147
Michael & Florence,6975,181
Michael & Florence,3654,78
Michael & Florence,2171,79
Michael & Florence,1693,62
Michael & Florence,4765,76
Michael & Florence,2561,130
Michael & Florence,4571,174
Michael & Florence,4620,148
Michael & Florence,4178,168
Michael & Florence,5269,95
Michael & Florence,2983,112
Michael & Florence,4383,131
Michael & Florence,3088,70
Michael & Florence,3972,120
Michael & Florence,4928,139
Michael & Florence,2910,160
Michael & Florence,3830,156
Michael & Florence,5570,127
Michael & Florence,3206,139
Michael & Florence,4192,108
Michael & Florence,3343,115
Michael & Florence,4920,168
Michael & Florence,3460,74
Michael & Florence,1526,67
Michael & Florence,4295,111
Michael & Florence,2075,106
Michael & Florence,3617,94
Michael & Florence,8255,269
Michael & Florence,1856,127
Michael & Florence,10326,159
Michael & Florence,8826,142
Michael & Florence,1918,169
Michael & Florence,7249,277
Michael & Florence,3252,128
Michael & Florence,3549,204
Michael & Florence,3594,109
Michael & Florence,6390,186
Michael & Florence,7079,198
Michael & Florence,1857,13
Michael & Florence,8582,129
Michael & Florence,1442,181
Michael & Florence,4516,131
Michael & Florence,3958,136
Michael & Florence,6196,184
Michael & Florence,4322,171
Michael & Florence,4036,130
Michael & Florence,1051,228
Michael & Florence,965,64
Michael & Florence,3836,87
Michael & Florence,1129,102
Michael & Florence,3057,116
Michael & Florence,3043,142
Michael & Florence,10939,157
Michael & Florence,2251,87
Michael & Florence,2596,20
Michael & Florence,3228,153
Michael & Florence,5524,124
Michael & Florence,4593,101
Michael & Florence,6970,284
Michael & Florence,0,1
Michael & Florence,11362,267
Michael & Florence,5739,180
Michael & Florence,6929,200
Michael & Florence,3100,155
Michael & Florence,9555,221
Michael & Florence,8710,292
Michael & Florence,8182,238
Michael & Florence,3772,134
Michael & Florence,4791,94
Michael & Florence,3295,107
Michael & Florence,3750,81
Michael & Florence,2260,171
Michael & Florence,6149,261
Michael & Florence,2062,94
Michael & Florence,3443,66
Michael & Florence,4596,39
Michael & Florence,9371,193
Michael & Florence,7093,113
Michael & Florence,6576,189
Michael & Florence,7360,144
Michael & Florence,2774,83
Michael & Florence,5995,193
Michael & Florence,7073,166
Michael & Florence,6651,26
Michael & Florence,10328,134
Michael & Florence,6895,148
Michael & Florence,5715,198
Michael & Florence,6364,143
Michael & Florence,12858,272
Michael & Florence,3090,143
Michael & Florence,5108,100
Michael & Florence,9537,136
Michael & Florence,4440,109
Michael & Florence,2816,93
Michael & Florence,2319,369
Michael & Florence,6627,124
Michael & Florence,4674,186
Michael & Florence,5796,117
Michael & Florence,6975,122
Michael & Florence,5522,218
Michael & Florence,10592,140
Michael & Florence,3113,171
Michael & Florence,5286,174
Michael & Florence,4711,212
Michael & Florence,3758,95
Michael & Florence,6617,189
Michael & Florence,8129,248
Michael & Florence,5042,158
Michael & Florence,4046,124
Michael & Florence,6392,186
Michael & Florence,4124,95
Michael & Florence,4217,140
Michael & Florence,3574,47
Michael & Florence,7367,90
Michael & Florence,10232,152
Michael & Florence,2872,106
Michael & Florence,2754,52
Michael & Florence,6120,143
Michael & Florence,6812,167
Michael & Florence,4907,142
Michael & Florence,4214,49
Michael & Florence,5342,135
Michael & Florence,6818,170
Michael & Florence,7258,178
Michael & Florence,8504,272
Michael & Florence,15448,428
Michael & Florence,4960,141
Michael & Florence,9870,251
Michael & Florence,6882,123
Michael & Florence,6716,207
Michael & Florence,6855,103
Michael & Florence,6255,156
Michael & Florence,3408,91
Michael & Florence,5877,251
Michael & Florence,7973,276
Michael & Florence,3092,110
Michael & Florence,2964,52
Michael & Florence,6132,152
Michael & Florence,2801,178
Michael & Florence,5375,216
Michael & Florence,2786,209
Michael & Florence,1783,73
Michael & Florence,3403,180
Michael & Florence,6059,130
Michael & Florence,3664,113
Michael & Florence,6009,130
Michael & Florence,4414,151
Michael & Florence,5660,189
Michael & Florence,2793,82
Michael & Florence,2826,106
Michael & Florence,4494,156
Michael & Florence,4464,64
Michael & Florence,3668,265
Michael & Florence,3538,111
Michael & Florence,5407,125
Michael & Florence,1891,43
Michael & Florence,5452,113
Michael & Florence,4011,65
Michael & Florence,3632,103
Michael & Florence,2042,50
Michael & Florence,3787,78
Michael & Florence,997,129
Michael & Florence,2153,161
Michael & Florence,1461,138
Michael & Florence,6860,239
Michael & Florence,5480,304
Michael & Florence,2270,58
Michael & Florence,2792,92
Michael & Florence,2261,40
Michael & Florence,2078,134
Michael & Florence,4096,150
Michael & Florence,4555,133
Michael & Florence,5931,127
Michael & Florence,6361,65
Michael & Florence,6624,214
Michael & Florence,6533,154
Michael & Florence,5859,127
Michael & Florence,8215,40
Michael & Florence,8288,307
Michael & Florence,13940,120
Michael & Florence,6546,364
Michael & Florence,3462,98
Michael & Florence,8331,176
Michael & Florence,10100,254
Michael & Florence,5819,110
Michael & Florence,4557,105
Michael & Florence,1668,46
Michael & Florence,2582,61
Michael & Florence,2193,106
Michael & Florence,2094,86
Michael & Florence,3914,148
Michael & Florence,5199,542
Michael & Florence,2605,287
Michael & Florence,4752,40
Michael & Florence,3624,144
Michael & Florence,2865,109
Michael & Florence,6712,74
Michael & Florence,2681,67
Michael & Florence,4978,192
Michael & Florence,4042,127
Michael & Florence,7257,140
Michael & Florence,8646,179
Michael & Florence,7111,206
Michael & Florence,3460,113
Michael & Florence,1903,85
Michael & Florence,10347,162
Michael & Florence,3323,87
Michael & Florence,1817,96
Michael & Florence,2990,103
Michael & Florence,4924,163
Michael & Florence,880,86
Michael & Florence,4083,122
Michael & Florence,5698,115
Michael & Florence,4613,94
Michael & Florence,2751,137
Michael & Florence,4305,228
Michael & Florence,5902,200
Michael & Florence,3632,210
Michael & Florence,2759,68
Michael & Florence,3317,70
Michael & Florence,2322,41
Michael & Florence,0,79
Michael & Florence,0,0
Michael & Florence,0,0
Michael & Florence,2840,92
Michael & Florence,2473,118
Michael & Florence,1557,0
Michael & Florence,1227,70
Michael & Florence,2349,40
Michael & Florence,2263,70
Michael & Florence,2082,100
Michael & Florence,3438,39
Michael & Florence,2792,18
Michael & Florence,2061,83
Michael & Florence,2339,124
Michael & Florence,2576,74
Michael & Florence,2209,98
Michael & Florence,2634,88
Michael & Florence,1961,94
Michael & Florence,3007,136
Michael & Florence,2766,79
Michael & Florence,1548,76
Michael & Florence,4320,133
Michael & Florence,1866,136
Michael & Florence,2362,84
Michael & Florence,2941,79
Michael & Florence,2936,129
Michael & Florence,3497,155
Michael & Florence,3074,173
Michael & Florence,5245,101
Michael & Florence,2638,217
Michael & Florence,5024,112
Michael & Florence,3077,138
Michael & Florence,3672,104
Michael & Florence,2444,157
Michael & Florence,2625,79
Michael & Florence,5406,164
Michael & Florence,2784,91
Michael & Florence,3865,71
Michael & Florence,5968,163
Michael & Florence,6247,130
Michael & Florence,11516,459
Michael & Florence,11928,366
Michael & Florence,4331,303
Michael & Florence,4861,231
Michael & Florence,3445,87
Michael & Florence,2809,96
Michael & Florence,1599,60
Michael & Florence,2576,107
Michael & Florence,1451,131
Michael & Florence,6778,138
Michael & Florence,1792,78
Michael & Florence,949,111
Michael & Florence,7257,159
Michael & Florence,3445,177
Michael & Florence,2767,105
Michael & Florence,3768,135
Michael & Florence,4039,152
Michael & Florence,1664,47
Michael & Florence,7360,154
Michael & Florence,6082,37
Michael & Florence,8099,186
Michael & Florence,3299,147
Michael & Florence,1606,301
Michael & Florence,2246,186
Michael & Florence,1652,71
Michael & Florence,4026,246
Michael & Florence,8279,146
Michael & Florence,4981,42
Michael & Florence,7148,142
Michael & Florence,2317,199
Michael & Florence,3823,152
Michael & Florence,3641,55
Michael & Florence,6385,135
Michael & Florence,1831,73
Michael & Florence,4705,211
Michael & Florence,2068,96
Michael & Florence,7992,211
Michael & Florence,13152,297
Michael & Florence,4618,165
Michael & Florence,5522,247
Michael & Florence,7580,162
Michael & Florence,2570,264
Michael & Florence,5063,114
Michael & Florence,1366,33
Michael & Florence,2786,124
Michael & Florence,3493,137
Michael & Florence,1240,278
Michael & Florence,10982,3726
Michael & Florence,6318,34
Michael & Florence,4288,427
Michael & Florence,7881,1160
Michael & Florence,9874,484
Michael & Florence,14259,282
Michael & Florence,4335,245
Michael & Florence,15566,419
Michael & Florence,10325,369
Michael & Florence,1530,61
Michael & Florence,4823,141
Michael & Florence,4539,128
Michael & Florence,3818,152
Michael & Florence,3460,133
Michael & Florence,2472,125
Michael & Florence,2794,176
Michael & Florence,2955,80
Michael & Florence,5240,135
Michael & Florence,5135,286
Michael & Florence,2251,70
Michael & Florence,6501,148
Michael & Florence,2670,134
Michael & Florence,5783,119
Michael & Florence,2175,91
Michael & Florence,3822,96
Michael & Florence,2401,61
Michael & Florence,2687,76
Michael & Florence,2346,40
Michael & Florence,2540,39
Michael & Florence,5263,77
Michael & Florence,8962,248
Michael & Florence,4378,185
Michael & Florence,3238,89
Michael & Florence,4584,102
Michael & Florence,4793,218
Michael & Florence,1331,52
Michael & Florence,9885,3665
Michael & Florence,4820,68
Michael & Florence,4153,77
Michael & Florence,4358,101
Michael & Florence,932,42
Michael & Florence,2132,69
Michael & Florence,4045,145
Michael & Florence,3388,83
Michael & Florence,1976,485
Michael & Florence,5410,165
Michael & Florence,7228,361
Michael & Florence,7091,133
Michael & Florence,6586,161
Michael & Florence,5845,235
Michael & Florence,11706,203
Michael & Florence,4968,123
Michael & Florence,4978,176
Michael & Florence,3381,42
Michael & Florence,3479,105
Michael & Florence,6318,197
Michael & Florence,3966,103
Michael & Florence,3865,146
Michael & Florence,3475,47
Michael & Florence,3314,88
Michael & Florence,3962,56
Michael & Florence,3280,104
Michael & Florence,5829,19
Michael & Florence,3001,112
Michael & Florence,6765,266
Michael & Florence,6291,94
Michael & Florence,6590,297
Michael & Florence,3846,113
Michael & Florence,0,4
Michael & Florence,5544,471
Michael & Florence,3860,154
Michael & Florence,20669,333
Michael & Florence,8849,562
Michael & Florence,19039,514
Michael & Florence,3329,302
Michael & Florence,4563,221
Michael & Florence,8051,319
Michael & Florence,14262,379
Michael & Florence,12516,284
Michael & Florence,4273,206
Michael & Florence,7252,242
Michael & Florence,3904,275
Michael & Florence,2001,65
Michael & Florence,7775,211
Michael & Florence,365,61
Michael & Florence,1372,136
Michael & Florence,1386,114
Michael & Florence,1550,54
Michael & Florence,2509,57
Michael & Florence,1972,44
Michael & Florence,1588,24
Michael & Florence,4623,157
Michael & Florence,4347,149
Michael & Florence,4408,115
Michael & Florence,2369,139
Michael & Florence,4288,130
Michael & Florence,2128,99
Michael & Florence,3013,110
Michael & Florence,1028,88
Michael & Florence,2956,104
Michael & Florence,1707,108
Michael & Florence,1595,122
Michael & Florence,2783,119
Michael & Florence,1563,113
Michael & Florence,2615,97
Michael & Florence,5320,119
Michael & Florence,2626,91
Michael & Florence,2411,36
Michael & Florence,2904,72
Michael & Florence,1888,78
Michael & Florence,3046,177
Michael & Florence,3254,147
Michael & Florence,2983,77
Michael & Florence,2491,77
Michael & Florence,4104,93
Michael & Florence,1790,97
Michael & Florence,3690,117
Michael & Florence,3740,186
Michael & Florence,1213,365
Michael & Florence,1500,109
Michael & Florence,8333,166
Michael & Florence,4784,296
Michael & Florence,2175,150
Michael & Florence,2595,87
Michael & Florence,4135,65
Michael & Florence,7539,159
Michael & Florence,3301,67
Michael & Florence,2489,63
Michael & Florence,4534,104
Michael & Florence,4403,100
Michael & Florence,2804,185
Michael & Florence,4973,137
Michael & Florence,9267,307
Michael & Florence,1137,80
Michael & Florence,4025,99
Michael & Florence,3362,157
Michael & Florence,2995,128
Michael & Florence,4269,58
Michael & Florence,11587,30
Michael & Florence,6355,150
Michael & Florence,4799,200
Michael & Florence,2655,123
Michael & Florence,2825,41
Michael & Florence,5268,67
Michael & Florence,4896,124
Michael & Florence,5546,130
Michael & Florence,9106,202
Michael & Florence,5687,194
Michael & Florence,1840,31
Michael & Florence,6746,103
Michael & Florence,6159,253
Michael & Florence,5857,129
Michael & Florence,3858,74
Michael & Florence,5715,181
Michael & Florence,3832,763
Michael & Florence,2148,58
Michael & Florence,2610,54
Michael & Florence,4609,131
Michael & Florence,3143,110
Michael & Florence,4786,170
Michael & Florence,1451,21
Michael & Florence,0,1
Michael & Florence,3437,24
Michael & Florence,1637,40
Michael & Florence,4572,211
Michael & Florence,2903,6
Michael & Florence,2222,95
Michael & Florence,2345,119
Michael & Florence,4506,73
Michael & Florence,2946,71
Michael & Florence,3487,325
Michael & Florence,4460,234
Michael & Florence,5094,127
Michael & Florence,6769,238
Michael & Florence,9120,196
Michael & Florence,7267,159
Michael & Florence,5023,121
Michael & Florence,9219,150
Michael & Florence,3385,112
Michael & Florence,4917,152
Michael & Florence,2701,35
Michael & Florence,6639,87
Michael & Florence,3779,110
Michael & Florence,3362,64
Michael & Florence,3659,111
Michael & Florence,5346,132
Michael & Florence,4343,132
Michael & Florence,2371,104
Michael & Florence,5850,42
Michael & Florence,8295,185
Michael & Florence,7700,314
Michael & Florence,4451,49
Michael & Florence,3144,97
Michael & Florence,2156,162
Michael & Florence,4319,107
Michael & Florence,2708,61
Michael & Florence,4028,97
Michael & Florence,5088,90
Michael & Florence,4250,146
Michael & Florence,18939,453
Michael & Florence,5564,139
Michael & Florence,6568,192
Michael & Florence,4782,309
Michael & Florence,7688,299
Michael & Florence,3980,212
Michael & Florence,6716,372
Michael & Florence,3095,99
Michael & Florence,2543,56
Michael & Florence,5810,142
Michael & Florence,3013,107
Michael & Florence,2512,91
Michael & Florence,6525,96
Michael & Florence,2458,74
Michael & Florence,3300,42
Michael & Florence,3119,237
Michael & Florence,7042,144
Michael & Florence,3119,82
Michael & Florence,7569,167
Michael & Florence,2507,0
Michael & Florence,1695,191
Michael & Florence,3758,144
Michael & Florence,1104,1
Michael & Florence,3218,4
Michael & Florence,927,118
Michael & Florence,4843,0
Michael & Florence,3762,192
Michael & Florence,6237,0
Michael & Florence,4855,93
Michael & Florence,4519,119
Michael & Florence,3009,115
Michael & Florence,3732,137
Michael & Florence,3077,131
Michael & Florence,5432,145
Michael & Florence,5031,237
Michael & Florence,7412,223
Michael & Florence,5944,265
Michael & Florence,6883,150
Michael & Florence,3607,69
Michael & Florence,2178,89
Michael & Florence,5262,141
Michael & Florence,3607,66
Michael & Florence,4309,122
Michael & Florence,2832,102
Michael & Florence,3058,73
Michael & Florence,4643,102
Michael & Florence,5383,91
Michael & Florence,3841,75
Michael & Florence,2450,73
Michael & Florence,2323,93
Michael & Florence,5711,55
Michael & Florence,3942,95
Michael & Florence,4062,182
Michael & Florence,5990,144
Michael & Florence,4562,330
Michael & Florence,2655,63
Michael & Florence,6441,110
Michael & Florence,6333,118
Michael & Florence,4893,91
Michael & Florence,7504,130
Michael & Florence,2851,150
Michael & Florence,5082,149
Michael & Florence,4469,109
Michael & Florence,10608,189
Michael & Florence,3699,162
Michael & Florence,2915,106
Michael & Florence,2919,63
Michael & Florence,3224,98
Michael & Florence,3474,61
Michael & Florence,6623,119
Michael & Florence,1040,67
Michael & Florence,2311,165
Michael & Florence,8219,140
Michael & Florence,3474,71
Michael & Florence,3550,78
Michael & Florence,2638,80
Michael & Florence,3656,164
Michael & Florence,2050,108
Michael & Florence,2101,89
Michael & Florence,4728,25
Michael & Florence,5611,287
Michael & Florence,6107,243
Michael & Florence,0,27
Michael & Florence,6964,170
Michael & Florence,4080,102
Michael & Florence,4071,228
Michael & Florence,5289,209
Michael & Florence,6182,325
Michael & Florence,10002,178
Michael & Florence,8779,419
Michael & Florence,6413,329
Michael & Florence,4326,33
Michael & Florence,4504,197
Michael & Florence,4769,288
Michael & Florence,7435,228
Michael & Florence,8093,422
Michael & Florence,4297,28
Michael & Florence,3023,88
Michael & Florence,2540,304
Michael & Florence,6152,59
Michael & Florence,2295,54
Michael & Florence,6391,272
Michael & Florence,3181,115
Michael & Florence,2809,78
Michael & Florence,7740,156
Michael & Florence,2768,32
Michael & Florence,4160,83
Michael & Florence,1956,87
Michael & Florence,10300,25
Michael & Florence,3667,157
Michael & Florence,1759,86
Michael & Florence,3978,163
Michael & Florence,3866,189
Michael & Florence,5967,135
Michael & Florence,5510,424
Michael & Florence,12535,755
Michael & Florence,3919,1117
Michael & Florence,10535,1860
Michael & Florence,0,558
Michael & Florence,4446,164
Michael & Florence,2576,79
Michael & Florence,2110,83
Michael & Florence,3321,137
Michael & Florence,4294,85
Michael & Florence,1759,59
Michael & Florence,2935,83
Michael & Florence,1990,44
Michael & Florence,1494,135
Michael & Florence,1254,38
Michael & Florence,2576,87
Michael & Florence,7686,285
Michael & Florence,11295,274
Michael & Florence,2561,113
Michael & Florence,1728,140
Michael & Florence,3479,78
Michael & Florence,3754,154
Michael & Florence,3006,54
Michael & Florence,766,7
Michael & Florence,1883,63
Michael & Florence,2385,296
Michael & Florence,3969,63
Michael & Florence,3230,115
Michael & Florence,1940,118
Michael & Florence,2854,259
Michael & Florence,2464,21
Michael & Florence,2375,196
Michael & Florence,2692,81
Michael & Florence,3914,211
Michael & Florence,4959,183
Michael & Florence,5529,103
Michael & Florence,6855,300
Michael & Florence,5032,60
Michael & Florence,3080,172
Michael & Florence,3919,128
Michael & Florence,3610,100
Michael & Florence,2954,30
Michael & Florence,8412,94
Michael & Florence,13562,487
Michael & Florence,6610,40
Michael & Florence,5896,238
Michael & Florence,8361,1
Michael & Florence,2903,51
Michael & Florence,4963,255
Michael & Florence,3726,44
Michael & Florence,3972,70
Michael & Florence,4213,346
Michael & Florence,4673,137
Michael & Florence,3171,56
Michael & Florence,2109,162
Michael & Florence,4068,161
Michael & Florence,4025,154
Michael & Florence,923,61
Michael & Florence,1543,50
Michael & Florence,5738,336
Michael & Florence,7078,121
Michael & Florence,3109,84
Michael & Florence,5385,149
Michael & Florence,2329,73
Michael & Florence,5530,216
Michael & Florence,7657,115
Michael & Florence,8344,137
Michael & Florence,6710,121
Michael & Florence,5351,71
Michael & Florence,5633,74
Michael & Florence,4038,54
Michael & Florence,6672,99
Michael & Florence,4396,74
Michael & Florence,5056,126
Michael & Florence,7966,160
Michael & Florence,2713,21
Michael & Florence,7012,137
Michael & Florence,2190,64
Michael & Florence,7936,144
Michael & Florence,5704,111
Michael & Florence,5229,106
Michael & Florence,5571,68
Michael & Florence,6022,113
Michael & Florence,3029,23
Michael & Florence,3825,372
Michael & Florence,7185,108
Michael & Florence,6990,198
Michael & Florence,4449,130
Michael & Florence,10714,228
Michael & Florence,1752,27
Michael & Florence,5530,150
Michael & Florence,9590,148
Michael & Florence,6146,178
Michael & Florence,6588,96
Michael & Florence,5810,154
Michael & Florence,8155,181
Michael & Florence,4360,197
Michael & Florence,2398,348
Michael & Florence,1822,84
Michael & Florence,2613,64
Michael & Florence,4897,139
Michael & Florence,4250,172
Michael & Florence,3422,19
Michael & Florence,4205,138
Michael & Florence,6032,130
Michael & Florence,3300,50
Michael & Florence,2716,101
Michael & Florence,3153,99
Michael & Florence,7354,185
Michael & Florence,5184,160
Michael & Florence,5238,107
Michael & Florence,2249,153
Michael & Florence,1374,30
Michael & Florence,2255,84
Michael & Florence,4556,222
Michael & Florence,8124,286
Michael & Florence,6221,224
Michael & Florence,4404,75
Michael & Florence,5770,99
Michael & Florence,1561,80
Michael & Florence,3666,40
Michael & Florence,2711,82
Michael & Florence,2258,43
Michael & Florence,3290,216
Michael & Florence,7646,140
Michael & Florence,6566,82
Michael & Florence,3047,94
Michael & Florence,4908,137
Michael & Florence,7243,85
Michael & Florence,6675,191
Michael & Florence,6157,193
Michael & Florence,2949,141
Michael & Florence,3175,102
Michael & Florence,2457,64
Michael & Florence,5865,113
Michael & Florence,4775,100
Michael & Florence,3893,59
Michael & Florence,4117,84
Michael & Florence,3014,53
Michael & Florence,3244,83
Michael & Florence,3776,74
Michael & Florence,5786,120
Michael & Florence,4916,241
Michael & Florence,5712,213
Michael & Florence,5848,145
Michael & Florence,5938,110
Michael & Florence,5583,152
Michael & Florence,6462,111
Michael & Florence,0,32
Michael & Florence,8162,136
Michael & Florence,5413,180
Michael & Florence,5015,144
Michael & Florence,6080,149
Michael & Florence,5968,79
Michael & Florence,2599,100
Michael & Florence,1792,47
Michael & Florence,4163,57
Michael & Florence,6933,136
Michael & Florence,7025,187
Michael & Florence,1083,82
Michael & Florence,5905,57
Michael & Florence,6158,151
Michael & Florence,4174,1
Michael & Florence,4591,241
Michael & Florence,3285,309
Michael & Florence,2438,137
Michael & Florence,5980,84
Michael & Florence,1353,19
Michael & Florence,8614,312
Michael & Florence,5487,27
Michael & Florence,3930,113
Michael & Florence,3733,23
Michael & Florence,4416,100
Michael & Florence,6874,165
Michael & Florence,13221,251
Michael & Florence,10824,327
Michael & Florence,6054,268
Michael & Florence,3806,144
Michael & Florence,6682,43
Michael & Florence,8105,105
Michael & Florence,0,48
Michael & Florence,0,37
Michael & Florence,3585,97
Michael & Florence,1271,61
Michael & Florence,6141,209
Michael & Florence,3551,158
Michael & Florence,2308,132
Michael & Florence,5740,1
Michael & Florence,3720,0
Michael & Florence,3184,0
Michael & Florence,2522,241
Michael & Florence,2083,72
Michael & Florence,1394,136
Michael & Florence,1567,83
Michael & Florence,2435,128
Michael & Florence,5918,132
Michael & Florence,4854,102
Michael & Florence,4078,114
Michael & Florence,1169,171
Michael & Florence,3311,83
Michael & Florence,3557,189
Michael & Florence,3975,177
Michael & Florence,1447,24
Michael & Florence,3546,19
Michael & Florence,2918,156
Michael & Florence,5461,183
Michael & Florence,1631,80
Michael & Florence,3663,50
Michael & Florence,8383,87
Michael & Florence,7239,41
Michael & Florence,8014,192
Michael & Florence,7390,120
Michael & Florence,9157,455
Michael & Florence,4491,181
Michael & Florence,8235,343
Michael & Florence,9270,15
Michael & Florence,0,49
Michael & Florence,0,0
Michael & Florence,0,1
Michael & Florence,3474,98
Michael & Florence,1574,162
Michael & Florence,8471,350
Michael & Florence,4483,295
Michael & Florence,5481,141
Michael & Florence,2564,179
Michael & Florence,6467,121
Michael & Florence,3882,174
Michael & Florence,6597,206
Michael & Florence,4902,146
Michael & Florence,2838,102
Michael & Florence,4780,258
Michael & Florence,5050,210
Michael & Florence,6580,275
Michael & Florence,8034,281
Michael & Florence,3420,145
Michael & Florence,7823,156
Michael & Florence,3589,205
Michael & Florence,6344,357
Michael & Florence,5752,256
Michael & Florence,4896,327
Michael & Florence,3858,233
Michael & Florence,3256,135
Michael & Florence,2873,206
Michael & Florence,2227,141
Michael & Florence,7373,145
Michael & Florence,4091,122
Michael & Florence,5976,273
Michael & Florence,0,67
Michael & Florence,2911,79
Michael & Florence,3607,113
Michael & Florence,2418,131
Michael & Florence,5834,126
Michael & Florence,4639,93
Michael & Florence,3690,154
Michael & Florence,4919,96
Michael & Florence,4662,157
Michael & Florence,4419,89
Michael & Florence,7808,341
Michael & Florence,3919,238
Michael & Florence,2548,89
Michael & Florence,8175,157
Michael & Florence,3709,136
Michael & Florence,4736,253
Michael & Florence,4769,158
Michael & Florence,3331,57
Michael & Florence,11035,550
Michael & Florence,1697,101
Michael & Florence,5739,173
Michael & Florence,4346,124
Michael & Florence,3256,153
Michael & Florence,1965,90
Michael & Florence,6477,335
Michael & Florence,3765,133
Michael & Florence,4097,120
Michael & Florence,3119,118
Michael & Florence,1695,151
Michael & Florence,6219,173
Michael & Florence,6996,171
Michael & Florence,5103,101
Michael & Florence,8157,208
Michael & Florence,5464,202
Michael & Florence,4749,171
Michael & Florence,2911,41
Michael & Florence,3466,78
Michael & Florence,2426,76
Michael & Florence,6196,172
Michael & Florence,4793,104
Michael & Florence,4662,90
Michael & Florence,3648,119
Michael & Florence,4973,92
Michael & Florence,3596,29
Michael & Florence,4415,110
Michael & Florence,6878,124
Michael & Florence,1911,87
Michael & Florence,4126,120
Michael & Florence,3519,104
Michael & Florence,4690,52
Michael & Florence,2140,248
Michael & Florence,2492,280
Michael & Florence,1978,197
Michael & Florence,3238,115
Michael & Florence,4272,251
Michael & Florence,4387,144
Michael & Florence,312,1
Michael & Florence,8514,104
Michael & Florence,2765,17
Michael & Florence,4923,152
Michael & Florence,3445,120
Michael & Florence,4864,109
Michael & Florence,4579,92
Michael & Florence,8460,180
Michael & Florence,6133,127
Michael & Florence,6448,140
Michael & Florence,5834,165
Michael & Florence,9482,379
Michael & Florence,13848,72
Michael & Florence,7723,11
Michael & Florence,6282,366
Michael & Florence,6073,172
Michael & Florence,4699,126
Michael & Florence,2580,18
Michael & Florence,2944,110
Michael & Florence,2905,90
Michael & Florence,7450,103
Michael & Florence,5920,120
Michael & Florence,4769,140
Michael & Florence,4088,68
Michael & Florence,4471,125
Michael & Florence,6063,60
Michael & Florence,2574,62
Michael & Florence,4729,191
Michael & Florence,6367,191
Michael & Florence,7765,176
Michael & Florence,8480,187
Michael & Florence,4999,164
Michael & Florence,7553,519
Michael & Florence,4478,192
Michael & Florence,6394,147
Michael & Florence,3560,144
Michael & Florence,4561,128
Michael & Florence,7875,146
Michael & Florence,4723,146
Michael & Florence,5996,160
Michael & Florence,5048,133
Michael & Florence,2600,199
Michael & Florence,6823,181
Michael & Florence,3609,67
Michael & Florence,3831,137
Michael & Florence,4778,251
Michael & Florence,2083,57
Michael & Florence,2013,89
Michael & Florence,4094,112
Michael & Florence,6149,91
Michael & Florence,6396,222
Michael & Florence,6344,155
Michael & Florence,3117,241
Michael & Florence,4697,101
Michael & Florence,2833,83
Michael & Florence,2577,69
Michael & Florence,2730,74
Michael & Florence,1301,183
Michael & Florence,8198,122
Michael & Florence,4643,105
Michael & Florence,4673,100
Michael & Florence,9392,138
Michael & Florence,4208,166
Michael & Florence,4560,127
Michael & Florence,4996,63
Michael & Florence,5016,96
Michael & Florence,5986,82
