disaster,population,mobile_count
Imelda,4627,70
Imelda,8742,80
Imelda,7500,83
Imelda,4994,96
Imelda,7217,101
Imelda,6068,47
Imelda,2651,34
Imelda,8374,65
Imelda,9985,73
Imelda,5755,89
Imelda,4623,88
Imelda,1623,15
Imelda,3531,45
Imelda,8616,72
Imelda,7506,62
Imelda,3831,28
Imelda,6037,86
Imelda,5372,53
Imelda,5335,42
Imelda,4536,55
Imelda,2728,72
Imelda,3260,36
Imelda,5943,102
Imelda,7450,110
Imelda,10199,149
Imelda,2281,3
Imelda,5007,144
Imelda,2149,62
Imelda,2197,99
Imelda,8010,239
Imelda,7778,130
Imelda,1337,35
Imelda,4129,52
Imelda,4750,50
Imelda,4253,55
Imelda,5158,86
Imelda,3859,115
Imelda,6326,98
Imelda,5928,116
Imelda,6725,66
Imelda,5029,65
Imelda,873,80
Imelda,6710,51
Imelda,3611,62
Imelda,2392,19
Imelda,5132,26
Imelda,1935,17
Imelda,2499,28
Imelda,2935,25
Imelda,2902,26
Imelda,1360,6
Imelda,4163,58
Imelda,1860,18
Imelda,3659,38
Imelda,2094,148
Imelda,5105,84
Imelda,3937,73
Imelda,5777,83
Imelda,11993,148
Imelda,4628,7
Imelda,1940,82
Imelda,4066,18
Imelda,3839,92
Imelda,3199,77
Imelda,4906,98
Imelda,4345,52
Imelda,2240,38
Imelda,1930,59
Imelda,6850,59
Imelda,2055,76
Imelda,4576,51
Imelda,2447,56
Imelda,6536,66
Imelda,5474,55
Imelda,2583,46
Imelda,2492,19
Imelda,6553,40
Imelda,1410,16
Imelda,8484,89
Imelda,7565,64
Imelda,4615,94
Imelda,6966,166
Imelda,4275,161
Imelda,4451,73
Imelda,7619,55
Imelda,5645,106
Imelda,4203,101
Imelda,7314,121
Imelda,4183,133
Imelda,4750,95
Imelda,10962,116
Imelda,7280,132
Imelda,12817,71
Imelda,7929,140
Imelda,7564,135
Imelda,9393,162
Imelda,11883,299
Imelda,72041,861
Imelda,17783,544
Imelda,8960,164
Imelda,12026,102
Imelda,13281,262
Imelda,23361,300
Imelda,3737,227
Imelda,2110,34
Imelda,4984,57
Imelda,5060,85
Imelda,3428,1
Imelda,3051,39
Imelda,1926,44
Imelda,1772,15
Imelda,1034,50
Imelda,2419,115
Imelda,4236,31
Imelda,1339,59
Imelda,8109,103
Imelda,2583,72
Imelda,3324,125
Imelda,7126,157
Imelda,2549,76
Imelda,3586,34
Imelda,4419,38
Imelda,4945,62
Imelda,10980,82
Imelda,2941,19
Imelda,5857,44
Imelda,4390,36
Imelda,3364,25
Imelda,4557,36
Imelda,4606,28
Imelda,7250,67
Imelda,2203,28
Imelda,7466,48
Imelda,2459,46
Imelda,13628,146
Imelda,4157,55
Imelda,5401,124
Imelda,4476,99
Imelda,5597,71
Imelda,7057,248
Imelda,10209,144
Imelda,9431,67
Imelda,2338,36
Imelda,6478,59
Imelda,5790,142
Imelda,2334,23
Imelda,5631,80
Imelda,4943,57
Imelda,5244,151
Imelda,5384,28
Imelda,5090,100
Imelda,3022,33
Imelda,3721,63
Imelda,6686,182
Imelda,3500,65
Imelda,2115,62
Imelda,5199,67
Imelda,5065,42
Imelda,3408,79
Imelda,2611,55
Imelda,3380,16
Imelda,1231,32
Imelda,1448,19
Imelda,2085,6
Imelda,1608,24
Imelda,6898,101
Imelda,6377,82
Imelda,3704,119
Imelda,3621,96
Imelda,4886,85
Imelda,4031,19
Imelda,4393,23
Imelda,5955,136
Imelda,2825,30
Imelda,6774,128
Imelda,0,0
Imelda,4894,83
Imelda,5427,101
Imelda,2268,125
Imelda,8588,112
Imelda,6386,58
Imelda,8014,100
Imelda,5437,33
Imelda,3440,21
Imelda,5516,56
Imelda,5671,37
Imelda,3683,15
Imelda,7948,54
Imelda,4472,33
Imelda,5455,23
Imelda,6255,23
Imelda,4743,30
Imelda,3788,44
Imelda,6031,34
Imelda,5711,46
Imelda,3868,51
Imelda,4297,42
Imelda,4503,22
Imelda,4718,28
Imelda,1937,25
Imelda,3329,30
Imelda,3635,38
Imelda,3611,71
Imelda,4700,105
Imelda,4265,27
Imelda,4753,53
Imelda,5984,37
Imelda,4036,21
Imelda,4890,30
Imelda,6464,51
Imelda,3042,14
Imelda,6203,26
Imelda,5722,13
Imelda,4138,30
Imelda,5461,26
Imelda,3013,34
Imelda,2826,64
Imelda,7611,51
Imelda,3728,63
Imelda,4272,40
Imelda,7032,108
Imelda,5013,69
Imelda,9350,108
Imelda,4612,53
Imelda,7269,63
Imelda,7947,68
Imelda,3642,65
Imelda,2468,29
Imelda,4184,32
Imelda,5217,54
Imelda,5904,48
Imelda,2558,41
Imelda,8387,82
Imelda,4112,34
Imelda,5700,169
Imelda,4281,48
Imelda,3762,43
Imelda,5845,49
Imelda,3260,30
Imelda,6897,60
Imelda,2600,2
Imelda,8519,44
Imelda,6022,57
Imelda,7958,26
Imelda,9469,84
Imelda,9006,145
Imelda,5057,90
Imelda,3738,55
Imelda,8956,189
Imelda,5024,2
Imelda,5116,89
Imelda,1813,35
Imelda,4879,47
Imelda,4363,41
Imelda,7950,78
Imelda,9200,95
Imelda,5126,36
Imelda,4106,29
Imelda,4601,40
Imelda,6083,174
Imelda,11496,130
Imelda,11948,220
Imelda,9870,66
Imelda,4490,111
Imelda,3907,23
Imelda,3844,7
Imelda,6374,83
Imelda,7252,158
Imelda,7110,80
Imelda,11020,36
Imelda,6033,87
Imelda,3689,14
Imelda,7416,125
Imelda,3648,35
Imelda,7218,159
Imelda,7252,103
Imelda,3184,71
Imelda,5532,129
Imelda,4044,73
Imelda,4623,133
Imelda,7336,151
Imelda,4885,158
Imelda,3667,61
Imelda,5061,66
Imelda,3017,46
Imelda,4263,93
Imelda,2824,68
Imelda,6027,22
Imelda,3005,91
Imelda,1263,17
Imelda,3761,60
Imelda,5107,128
Imelda,237,4
Imelda,1804,11
Imelda,1901,22
Imelda,5187,60
Imelda,3749,121
Imelda,3254,33
Imelda,7526,42
Imelda,2648,61
Imelda,3045,88
Imelda,3505,95
Imelda,5734,77
Imelda,6069,57
Imelda,8567,26
Imelda,2792,176
Imelda,2546,114
Imelda,3730,40
Imelda,5777,18
Imelda,4759,135
Imelda,6266,87
Imelda,6002,23
Imelda,2402,109
Imelda,10887,98
Imelda,6233,246
Imelda,9270,164
Imelda,14935,120
Imelda,2716,84
Imelda,6911,72
Imelda,3527,58
Imelda,2512,24
Imelda,3521,35
Imelda,7822,87
Imelda,2484,34
Imelda,5556,149
Imelda,4716,29
Imelda,4657,48
Imelda,6677,35
Imelda,4938,67
Imelda,3973,51
Imelda,6674,58
Imelda,5566,46
Imelda,1642,18
Imelda,12106,28
Imelda,8310,46
Imelda,6190,256
Imelda,4853,104
Imelda,12139,83
Imelda,18252,78
Imelda,5144,165
Imelda,2362,206
Imelda,3315,8
Imelda,1534,19
Imelda,2241,39
Imelda,3487,84
Imelda,2546,44
Imelda,9899,66
Imelda,2982,37
Imelda,9458,97
Imelda,1661,49
Imelda,8318,187
Imelda,2768,76
Imelda,6056,61
Imelda,0,133
Imelda,0,8
Imelda,4860,89
Imelda,4378,32
Imelda,5167,14
Imelda,2374,75
Imelda,8636,119
Imelda,8184,30
Imelda,0,45
Imelda,6977,7
Imelda,3653,68
Imelda,5968,56
Imelda,2613,19
Imelda,3538,34
Imelda,3059,43
Imelda,3759,38
Imelda,3641,16
Imelda,7069,52
Imelda,6903,59
Imelda,6825,47
Imelda,4147,43
Imelda,2034,16
Imelda,2553,39
Imelda,1243,20
Imelda,774,30
Imelda,4061,68
Imelda,5919,109
Imelda,5843,21
Imelda,2213,81
Imelda,4397,69
Imelda,4022,103
Imelda,5937,145
Imelda,6681,87
Imelda,8720,107
Imelda,4955,70
Imelda,6157,65
Imelda,6837,111
Imelda,11388,226
Imelda,13587,99
Imelda,4064,35
Imelda,5011,48
Imelda,4799,74
Imelda,2301,50
Imelda,6226,74
Imelda,5218,54
Imelda,1188,33
Imelda,8110,44
Imelda,7309,79
Imelda,5397,66
Imelda,7512,35
Imelda,5777,133
Imelda,4101,37
Imelda,8236,76
Imelda,2122,32
Imelda,3514,22
Imelda,3736,35
Imelda,4715,26
Imelda,5294,42
Imelda,6816,38
Imelda,5415,39
Imelda,4933,26
Imelda,5955,95
Imelda,7546,66
Imelda,4755,35
Imelda,5355,35
Imelda,4334,32
Imelda,5804,44
Imelda,5423,32
Imelda,3347,36
Imelda,2548,15
Imelda,2433,52
Imelda,6049,34
Imelda,10485,134
Imelda,8020,128
Imelda,3668,28
Imelda,1939,18
Imelda,8023,47
Imelda,5390,55
Imelda,4978,47
Imelda,6259,139
Imelda,8129,45
Imelda,5340,85
Imelda,10116,91
Imelda,10829,134
Imelda,12629,102
Imelda,5254,63
Imelda,3868,80
Imelda,9965,83
Imelda,8596,85
Imelda,5365,77
Imelda,4797,88
Imelda,6147,71
Imelda,9031,60
Imelda,5605,88
Imelda,13840,89
Imelda,3513,39
Imelda,7309,14
Imelda,4742,76
Imelda,5961,34
Imelda,4775,122
Imelda,7206,115
Imelda,2279,25
Imelda,3546,51
Imelda,1999,62
Imelda,1957,20
Imelda,2556,31
Imelda,1886,37
Imelda,2634,22
Imelda,2404,7
Imelda,5898,69
Imelda,4033,27
Imelda,9101,82
Imelda,4938,49
Imelda,6518,93
Imelda,6154,164
Imelda,4245,69
Imelda,5212,61
Imelda,1142,16
Imelda,3319,61
Imelda,5072,15
Imelda,7800,149
Imelda,4652,31
Imelda,6133,57
Imelda,1760,23
Imelda,6065,60
Imelda,2171,19
Imelda,917,43
Imelda,3762,18
Imelda,4172,20
Imelda,3576,56
Imelda,4648,62
Imelda,5310,50
Imelda,1983,26
Imelda,5502,41
Imelda,3781,125
Imelda,1977,51
Imelda,4246,8
Imelda,2769,164
Imelda,5841,11
Imelda,4083,67
Imelda,3139,9
Imelda,4943,153
Imelda,7339,63
Imelda,7442,23
Imelda,3140,71
Imelda,5268,77
Imelda,8027,105
Imelda,4240,41
Imelda,3716,48
Imelda,551,1
Imelda,2887,38
Imelda,2898,15
Imelda,6875,53
Imelda,4556,67
Imelda,3475,28
Imelda,3324,45
Imelda,4559,36
Imelda,2172,36
Imelda,2174,32
Imelda,4751,28
Imelda,3550,28
Imelda,3991,29
Imelda,6773,64
Imelda,2286,59
Imelda,3933,37
Imelda,2585,28
Imelda,3794,54
Imelda,1884,53
Imelda,1336,55
Imelda,3509,34
Imelda,5863,134
Imelda,3428,46
Imelda,558,16
Imelda,3353,43
Imelda,2189,23
Imelda,8233,86
Imelda,4892,100
Imelda,4387,72
Imelda,2072,22
Imelda,6036,23
Imelda,1086,19
Imelda,2934,39
Imelda,3997,54
Imelda,1436,24
Imelda,2250,13
Imelda,2689,32
Imelda,5263,70
Imelda,2379,68
Imelda,3332,31
Imelda,4248,33
Imelda,1918,37
Imelda,6870,44
Imelda,3310,43
Imelda,3985,38
Imelda,3588,36
Imelda,5939,37
Imelda,5231,24
Imelda,7250,27
Imelda,9590,56
Imelda,5394,63
Imelda,3034,32
Imelda,9056,70
Imelda,4500,43
Imelda,3129,24
Imelda,2266,38
Imelda,5761,66
Imelda,6860,77
Imelda,3532,36
Imelda,11243,52
Imelda,6256,41
Imelda,1832,26
Imelda,6286,60
Imelda,6956,43
Imelda,2589,35
Imelda,4829,66
Imelda,2945,44
Imelda,3290,99
Imelda,6776,71
Imelda,4218,92
Imelda,2848,48
Imelda,1703,28
Imelda,4209,121
Imelda,3866,30
Imelda,2274,79
Imelda,4453,19
Imelda,5538,17
Imelda,4658,83
Imelda,5855,44
Imelda,5667,48
Imelda,5088,109
Imelda,6895,90
Imelda,2897,208
Imelda,5598,42
Imelda,2692,91
Imelda,12785,127
Imelda,4855,37
Imelda,5010,82
Imelda,2299,32
Imelda,2790,19
Imelda,5670,35
Imelda,0,4
Imelda,0,10
Imelda,1033,7
Imelda,0,52
Imelda,0,35
Imelda,7193,176
Imelda,5011,53
Imelda,2812,43
Imelda,1904,23
Imelda,7234,64
Imelda,4625,39
Imelda,4128,60
Imelda,2668,27
Imelda,4367,42
Imelda,4042,20
Imelda,2651,37
Imelda,4079,32
Imelda,2396,28
Imelda,2839,42
Imelda,3190,19
Imelda,3180,51
Imelda,2455,24
Imelda,2333,40
Imelda,4714,81
Imelda,2904,41
Imelda,2687,57
Imelda,1284,31
Imelda,2787,39
Imelda,4395,84
Imelda,1819,25
Imelda,5720,87
Imelda,6215,91
Imelda,2189,75
Imelda,2542,34
Imelda,5366,28
Imelda,2678,69
Imelda,2672,118
Imelda,6889,56
Imelda,6074,83
Imelda,6908,73
Imelda,5090,74
Imelda,4243,33
Imelda,6467,58
Imelda,4589,34
Imelda,7296,48
Imelda,5029,42
Imelda,6988,134
Imelda,4105,27
Imelda,2788,23
Imelda,5226,58
Imelda,4749,54
Imelda,2949,28
Imelda,5560,40
Imelda,4217,71
Imelda,12938,85
Imelda,12014,182
Imelda,9255,68
Imelda,4121,42
Imelda,4674,53
Imelda,5334,86
Imelda,2555,48
Imelda,7825,30
Imelda,4161,43
Imelda,4992,104
Imelda,4458,31
Imelda,7115,84
Imelda,5550,62
Imelda,5414,56
Imelda,3036,16
Imelda,2510,23
Imelda,2762,47
Imelda,3043,50
Imelda,5372,139
Imelda,2604,36
Imelda,3661,16
Imelda,10332,100
Imelda,5093,56
Imelda,4593,34
Imelda,5582,39
Imelda,4490,36
Imelda,4129,40
Imelda,5075,45
Imelda,4348,66
Imelda,5392,38
Imelda,7419,94
Imelda,5236,15
Imelda,8375,80
Imelda,8417,7
Imelda,5709,22
Imelda,3577,61
Imelda,8745,219
Imelda,3310,162
Imelda,7320,51
Imelda,2498,22
Imelda,9104,102
Imelda,6009,78
Imelda,2027,63
Imelda,5015,68
Imelda,7880,78
Imelda,3343,42
Imelda,5117,55
Imelda,4891,69
Imelda,5616,58
Imelda,6881,79
Imelda,1738,49
Imelda,5883,30
Imelda,3176,130
Imelda,5438,275
Imelda,5583,80
Imelda,3372,68
Imelda,2741,22
Imelda,2753,35
Imelda,5447,33
Imelda,4271,66
Imelda,3585,66
Imelda,5951,165
Imelda,4179,73
Imelda,3366,41
Imelda,3632,51
Imelda,7440,132
Imelda,3934,67
Imelda,5643,84
Imelda,5100,37
Imelda,4149,38
Imelda,3922,84
Imelda,3225,34
Imelda,3661,87
Imelda,9370,86
Imelda,11289,130
Imelda,7860,56
Imelda,6485,54
Imelda,8620,63
Imelda,8077,26
Imelda,4216,35
Imelda,6037,61
Imelda,4542,47
Imelda,3741,23
Imelda,3913,32
Imelda,3575,19
Imelda,7897,42
Imelda,2856,37
Imelda,3515,25
Imelda,1965,22
Imelda,2813,22
Imelda,4361,15
Imelda,8612,100
Imelda,4522,25
Imelda,4323,112
Imelda,7851,46
Imelda,4560,28
Imelda,3476,49
Imelda,6209,74
Imelda,4642,38
Imelda,5289,53
Imelda,2783,24
Imelda,2500,34
Imelda,1923,65
Imelda,2640,34
Imelda,1830,55
Imelda,4640,39
Imelda,2676,45
Imelda,4699,25
Imelda,6163,70
Imelda,7623,100
Imelda,4299,47
Imelda,6359,32
Imelda,7473,116
Imelda,4885,136
Imelda,5016,71
Imelda,5046,125
Imelda,2969,51
Imelda,6267,205
Imelda,3829,84
Imelda,2964,164
Imelda,5781,133
Imelda,5281,114
Imelda,4778,81
Imelda,3729,39
Imelda,6684,57
Imelda,5081,104
Imelda,2403,46
Imelda,3519,75
Imelda,3688,25
Imelda,3143,117
Imelda,4965,86
Imelda,2765,39
Imelda,3188,32
Imelda,6140,108
Imelda,2873,45
Imelda,9506,175
Imelda,4417,72
Imelda,5337,36
Imelda,6763,46
Imelda,11948,58
Imelda,5486,102
Imelda,9469,117
Imelda,7809,161
Imelda,3997,29
Imelda,2164,25
Imelda,5007,85
Imelda,3160,126
Imelda,2811,132
Imelda,0,32
Imelda,0,32
Imelda,3029,85
Imelda,6767,27
Imelda,1874,46
Imelda,3620,66
Imelda,4068,151
Imelda,4876,55
Imelda,996,10
Imelda,3746,33
Imelda,0,10
Imelda,2411,43
Imelda,2363,25
Imelda,3876,25
Imelda,6966,43
Imelda,1951,115
Imelda,1177,29
Imelda,1158,20
Imelda,2572,42
Imelda,6212,90
Imelda,11243,88
Imelda,2897,37
Imelda,2887,19
Imelda,8754,101
Imelda,9390,130
Imelda,4960,40
Imelda,4719,38
Imelda,4412,43
Imelda,4934,57
Imelda,3820,44
Imelda,5018,37
Imelda,3183,79
Imelda,5463,34
Imelda,1087,39
Imelda,8737,65
Imelda,6540,42
Imelda,4231,32
Imelda,6762,85
Imelda,1946,30
Imelda,4691,47
Imelda,5949,116
Imelda,3746,37
Imelda,7675,72
Imelda,3642,103
Imelda,2963,48
Imelda,5161,111
Imelda,1750,30
Imelda,7077,59
Imelda,3455,120
Imelda,2817,40
Imelda,5238,92
Imelda,13098,92
Imelda,7454,132
Imelda,6339,150
Imelda,7379,22
Imelda,4966,29
Imelda,12065,102
Imelda,3967,55
Imelda,3113,30
Imelda,6011,369
Imelda,7898,46
Imelda,8759,137
Imelda,6383,78
Imelda,5175,67
Imelda,8107,42
Imelda,5121,37
Imelda,8434,88
Imelda,6731,176
Imelda,3640,38
Imelda,3608,32
Imelda,6053,61
Imelda,4001,53
Imelda,2239,8
Imelda,2765,3
Imelda,2428,0
Imelda,2764,14
Imelda,3817,37
Imelda,3625,96
Imelda,1764,19
Imelda,1495,25
Imelda,3373,30
Imelda,2744,41
Imelda,2513,17
Imelda,2885,25
Imelda,3439,83
Imelda,3474,0
Imelda,3903,33
Imelda,6856,21
Imelda,4276,38
Imelda,2241,22
Imelda,2409,54
Imelda,2822,3
Imelda,7990,43
Imelda,6862,83
Imelda,6403,109
Imelda,5902,69
Imelda,5015,55
Imelda,5936,50
Imelda,6289,72
Imelda,1403,45
Imelda,5889,61
Imelda,3222,9
Imelda,5167,14
Imelda,2086,28
Imelda,1758,3
Imelda,4216,17
Imelda,3929,49
Imelda,4164,29
Imelda,3016,72
Imelda,2364,33
Imelda,6300,85
Imelda,6510,108
Imelda,2885,45
Imelda,2796,88
Imelda,3381,43
Imelda,4541,106
Imelda,1496,73
Imelda,3543,22
Imelda,1403,86
Imelda,5090,63
Imelda,4891,82
Imelda,4827,212
Imelda,7645,94
Imelda,10990,61
Imelda,6280,239
Imelda,10367,148
Imelda,7276,215
Imelda,7096,142
Imelda,7048,182
Imelda,2626,20
Imelda,4349,28
Imelda,7695,46
Imelda,8695,107
Imelda,4149,23
Imelda,3726,49
Imelda,6367,28
Imelda,3932,38
Imelda,2853,47
Imelda,5333,53
Imelda,5239,73
Imelda,2701,28
Imelda,1489,27
Imelda,4422,42
Imelda,2646,35
Imelda,8011,35
Imelda,1229,40
Imelda,3298,30
Imelda,2785,40
Imelda,5595,45
Imelda,6892,52
Imelda,5890,42
Imelda,4173,59
Imelda,6930,82
Imelda,3468,55
Imelda,3974,44
Imelda,6004,11
Imelda,2711,15
Imelda,2698,40
Imelda,3802,53
Imelda,4779,137
Imelda,2026,24
Imelda,4612,60
Imelda,2915,94
Imelda,3091,41
Imelda,4427,21
Imelda,9529,131
Imelda,3621,26
Imelda,4219,39
Imelda,7259,203
Imelda,4058,37
Imelda,4980,22
Imelda,6766,55
Imelda,4755,61
Imelda,4619,38
Imelda,7071,40
Imelda,5739,44
Imelda,3272,135
Imelda,6195,8
Imelda,2047,46
Imelda,4301,90
Imelda,5295,72
Imelda,4764,81
Imelda,1773,40
Imelda,3401,36
Imelda,1757,17
Imelda,7114,134
Imelda,8485,284
Imelda,6103,106
Imelda,3387,99
Imelda,6022,103
Imelda,5546,72
Imelda,2715,23
Imelda,2825,37
Imelda,6595,37
Imelda,11882,183
Imelda,5185,33
Imelda,2732,38
Imelda,1845,36
Imelda,3409,76
Imelda,2624,114
Imelda,4867,57
Imelda,1185,13
Imelda,5139,44
Imelda,4295,26
Imelda,7401,48
Imelda,2874,24
Imelda,5508,52
Imelda,5808,35
Imelda,5017,54
Imelda,9781,89
Imelda,4063,48
Imelda,8973,55
Imelda,7617,43
Imelda,4773,44
Imelda,6018,43
Imelda,6586,169
Imelda,6949,152
Imelda,3319,39
Imelda,3316,87
Imelda,1973,36
Imelda,4189,57
Imelda,2122,18
Imelda,1362,18
Imelda,1620,35
Imelda,5472,25
Imelda,4932,103
Imelda,3625,126
Imelda,4161,107
Imelda,4925,59
Imelda,8288,116
Imelda,4680,66
Imelda,7963,110
Imelda,10161,114
Imelda,8374,130
Imelda,9130,189
Imelda,6408,164
Imelda,5147,98
Imelda,3070,53
Imelda,3445,44
Imelda,3589,91
Imelda,8033,101
Imelda,7151,98
Imelda,3413,53
Imelda,6146,87
Imelda,6777,107
Imelda,5748,85
Imelda,8534,80
Imelda,6403,71
Imelda,5409,67
Imelda,4113,68
Imelda,4690,65
Imelda,5499,85
Imelda,14009,93
Imelda,6994,154
Imelda,8852,261
Imelda,4065,35
Imelda,3880,76
Imelda,7934,80
Imelda,4460,67
Imelda,6007,62
Imelda,4858,82
Imelda,3590,35
Imelda,3160,65
Imelda,3881,41
Imelda,6400,98
Imelda,7100,82
Imelda,4645,96
Imelda,4926,64
Imelda,6522,76
Imelda,3267,85
Imelda,2963,61
Imelda,4202,45
Imelda,5333,27
Imelda,5873,94
Imelda,7598,137
Imelda,4573,102
Imelda,1085,65
Imelda,2316,43
Imelda,4937,154
Imelda,2887,41
Imelda,12559,103
Imelda,2264,37
Imelda,4445,44
Imelda,2526,40
Imelda,7066,120
Imelda,4986,119
Imelda,3435,83
Imelda,1535,50
Imelda,4868,105
Imelda,11213,156
Imelda,6764,130
Imelda,3563,71
Imelda,7387,123
Imelda,4465,92
Imelda,11529,149
Imelda,19122,120
Imelda,8832,82
Imelda,11304,148
Imelda,3556,25
Imelda,3929,48
Imelda,5541,85
Imelda,8553,111
Imelda,1898,41
Imelda,3336,78
Imelda,4562,36
Imelda,5921,67
Imelda,6655,171
Imelda,9916,104
Imelda,4108,72
Imelda,5644,98
Imelda,6807,97
Imelda,4711,86
Imelda,7045,125
Imelda,5148,45
Imelda,4888,36
Imelda,2885,25
Imelda,5908,13
Imelda,4305,41
Imelda,3630,59
Imelda,1477,34
Imelda,2540,63
Imelda,4061,41
Imelda,6528,120
Imelda,2710,36
Imelda,2941,31
Imelda,2635,28
Imelda,4857,3
Imelda,5767,190
Imelda,1415,5
Imelda,5057,27
Imelda,3296,52
Imelda,4910,82
Imelda,2471,24
Imelda,3547,26
Imelda,3807,46
Imelda,15741,134
Imelda,12663,67
Imelda,15813,66
Imelda,8777,53
Imelda,6808,100
Imelda,9680,135
Imelda,11739,119
Imelda,1972,78
Imelda,5450,134
Imelda,5399,26
Imelda,9195,54
Imelda,13362,53
Imelda,4216,22
Imelda,11769,144
Imelda,8654,102
Imelda,8161,88
Imelda,2088,51
Imelda,7734,62
Imelda,6389,52
Imelda,3679,21
Imelda,4132,42
Imelda,2194,25
Imelda,6335,98
Imelda,7383,81
Imelda,4166,46
Imelda,1320,8
Imelda,2211,43
Imelda,4437,31
Imelda,6419,30
Imelda,4214,29
Imelda,6461,57
Imelda,10019,122
Imelda,623,44
Imelda,5184,47
Imelda,2971,35
Imelda,7408,119
Imelda,3052,46
Imelda,5749,41
Imelda,4672,33
Imelda,4671,55
Imelda,6006,16
Imelda,6449,33
Imelda,1754,48
Imelda,4111,24
Imelda,3042,23
Imelda,1650,25
Imelda,6482,47
Imelda,2182,31
Imelda,3809,20
Imelda,6743,91
Imelda,2112,30
Imelda,7334,39
Imelda,4608,1
Imelda,7010,33
Imelda,11274,67
Imelda,1943,20
Imelda,2298,33
Imelda,2830,31
Imelda,6051,63
Imelda,4013,49
Imelda,5249,47
Imelda,6813,12
Imelda,4461,83
Imelda,8485,81
Imelda,5244,171
Imelda,8150,123
Imelda,7088,60
Imelda,5533,90
Imelda,4796,72
Imelda,4268,66
Imelda,2452,40
Imelda,3384,25
Imelda,5572,83
Imelda,5100,75
Imelda,7500,73
Imelda,6055,73
Imelda,3355,36
Imelda,4605,79
Imelda,4358,44
Imelda,5194,46
Imelda,6774,74
Imelda,5004,65
Imelda,6509,112
Imelda,1833,29
Imelda,2048,45
Imelda,3207,47
Imelda,8931,97
Imelda,4088,58
Imelda,3491,105
Imelda,6522,205
Imelda,5645,218
Imelda,11141,141
Imelda,8745,139
Imelda,5809,155
Imelda,13777,140
Imelda,4416,80
Imelda,4716,90
Imelda,4156,146
Imelda,13653,117
Imelda,13671,126
Imelda,5711,83
Imelda,6492,158
Imelda,3924,76
Imelda,2274,30
Imelda,2366,127
Imelda,11179,147
Imelda,7064,44
Imelda,2081,50
Imelda,4521,48
Imelda,4802,58
Imelda,4491,87
Imelda,1457,34
Imelda,3076,155
Imelda,7417,91
Imelda,2840,73
Imelda,2268,50
Imelda,8154,22
Imelda,6908,81
Imelda,8529,232
Imelda,6699,180
Imelda,4334,168
Imelda,12482,124
Imelda,8864,19
Imelda,2342,105
Imelda,3322,62
Imelda,6467,60
Imelda,2648,55
Imelda,5322,32
Imelda,2792,17
Imelda,2210,32
Imelda,4635,76
Imelda,4652,11
Imelda,5393,30
Imelda,2334,19
Imelda,4830,16
Imelda,3962,18
Imelda,3766,68
Imelda,1930,20
Imelda,3831,23
Imelda,2803,21
Imelda,6356,26
Imelda,2071,29
Imelda,4047,35
Imelda,2138,20
Imelda,2575,27
Imelda,4089,35
Imelda,4507,24
Imelda,5497,43
Imelda,5006,67
Imelda,4547,26
Imelda,5232,46
Imelda,5408,43
Imelda,8282,130
Imelda,2091,16
Imelda,6491,35
Imelda,5064,52
Imelda,3968,26
Imelda,3894,31
Imelda,6846,88
Imelda,2250,18
Imelda,4272,34
Imelda,2526,11
Imelda,7953,108
Imelda,6545,69
Imelda,8012,65
Imelda,11230,136
Imelda,7174,56
Imelda,3259,46
Imelda,2086,23
Imelda,9645,63
Imelda,5435,64
Imelda,0,43
Imelda,7275,57
Imelda,1585,107
Imelda,3199,43
Imelda,5590,9
Imelda,4181,57
Imelda,3254,55
Imelda,3723,11
Imelda,4520,62
Imelda,5454,3
Imelda,5274,124
Imelda,5251,18
Imelda,3824,88
Imelda,4024,38
Imelda,3953,37
Imelda,2758,12
Imelda,5407,114
Imelda,8779,196
Imelda,3366,7
Imelda,4481,46
Imelda,3435,28
Imelda,6871,32
Imelda,2902,59
Imelda,2662,56
Imelda,3875,62
Imelda,6549,20
Imelda,7609,93
Imelda,9193,42
Imelda,5813,118
Imelda,2681,48
Imelda,793,14
Imelda,9771,82
Imelda,1211,16
Imelda,7875,29
Imelda,7106,108
Imelda,5279,92
Imelda,10234,72
Imelda,17384,209
Imelda,8048,178
Imelda,4610,64
Imelda,8902,31
Imelda,3758,4
Imelda,4429,66
Imelda,2337,8
Imelda,3019,29
Imelda,2335,37
Imelda,5515,53
Imelda,3206,22
Imelda,3834,17
Imelda,3700,66
Imelda,3943,7
Imelda,3129,53
Imelda,7879,67
Imelda,5167,74
Imelda,3456,57
Imelda,2510,28
Imelda,3518,62
Imelda,2775,26
Imelda,3356,13
Imelda,15351,135
Imelda,9590,156
Imelda,9038,183
Imelda,5223,65
Imelda,4647,62
Imelda,6143,97
Imelda,3031,84
Imelda,0,66
Imelda,4082,159
Imelda,5507,56
Imelda,8810,38
Imelda,5785,99
Imelda,1625,24
Imelda,3539,55
Imelda,6061,67
Imelda,2789,26
Imelda,7232,152
Imelda,1668,40
Imelda,6550,182
Imelda,7100,85
Imelda,6032,65
Imelda,5486,95
Imelda,7148,86
Imelda,6536,65
Imelda,6427,47
Imelda,3375,55
Imelda,2781,51
Imelda,5997,43
Imelda,6726,43
Imelda,4290,61
Imelda,3952,48
Imelda,5973,57
Imelda,5236,51
Imelda,4488,39
Imelda,3953,235
Imelda,7508,38
Imelda,4711,58
Imelda,9103,133
Imelda,19493,218
Imelda,5222,30
Imelda,6953,71
